Mindat_id,Deposit_type,age_category,litho_class,Latitude,Longitude,age_midpoint_ma,lithology_A_class,lithology_A_status,lithology_A_source
143718.0,Porphyry,Unknown,mafic,-32.7227777778,148.195,,mafic,resolved,Macrostrat_original
143888.0,VMS,Paleozoic,other,42.35,113.433333333,288.0,other,other,Macrostrat_original
143892.0,Porphyry,Paleozoic,felsic,-32.9669601279,147.758734576,447.0,felsic,resolved,Macrostrat_original
143975.0,Magmatic sulfide,Paleozoic,other,46.7575,89.6763888889,296.9,other,other,Macrostrat_original
144051.0,Magmatic sulfide,Paleozoic,other,42.3367557,94.73407634,268.35,other,other,Macrostrat_original
144055.0,VMS,Paleozoic,other,42.280555555556,89.5225,345.0,other,other,Macrostrat_original
144069.0,Magmatic sulfide,Paleozoic,other,42.25,94.1166666667,268.35,other,other,Macrostrat_original
144070.0,Magmatic sulfide,Paleozoic,other,42.15,94.2666666667,268.35,other,other,Macrostrat_original
144071.0,Magmatic sulfide,Paleozoic,other,42.29718102,94.60404525,285.0,other,other,Macrostrat_original
144072.0,Magmatic sulfide,Paleozoic,other,42.2166666667,94.6833333333,268.35,other,other,Macrostrat_original
144073.0,Magmatic sulfide,Paleozoic,other,42.39329096,94.58143114,268.35,other,other,Macrostrat_original
144081.0,Magmatic sulfide,Paleozoic,other,42.70423487,95.70082923,283.0,other,other,Macrostrat_original
144083.0,Magmatic sulfide,Unknown,other,41.92970185,94.98848499,,other,other,Macrostrat_original
144270.0,IOCG,Paleozoic,other,46.8480555556,89.7130555556,275.5,other,other,Macrostrat_original
144272.0,VMS,Paleozoic,other,47.3527777778,89.1983333333,373.0,other,other,Macrostrat_original
144450.0,Magmatic sulfide,Unknown,other,45.1277777778,131.344444444,,other,other,Macrostrat_original
144548.0,IOCG,Precambrian,mafic,25.5472222222,102.229166667,1520.5,mafic,resolved,Macrostrat_original
144713.0,Magmatic sulfide,Unknown,mafic,36.05,102.2,,mafic,resolved,Macrostrat_original
144903.0,VMS,Mesozoic,other,31.25,99.5666666667,233.0,other,other,Macrostrat_original
144955.0,VMS,Paleozoic,mafic,36.6427777778,104.262222222,445.0,mafic,resolved,Macrostrat_original
144957.0,VMS,Paleozoic,mafic,36.6577777778,104.229444444,515.0,mafic,resolved,Macrostrat_original
144964.0,VMS,Paleozoic,mafic,36.783333333333,103.7,515.0,mafic,resolved,Macrostrat_original
144966.0,VMS,Paleozoic,mafic,36.64905,104.25845,515.0,mafic,resolved,Macrostrat_original
145027.0,VMS,Precambrian,metamorphic,34.9,106.483333333,750.0,metamorphic,resolved,Macrostrat_original
145060.0,VMS,Paleozoic,mafic,37.4,101.1,445.0,mafic,resolved,Macrostrat_original
145237.0,VMS,Precambrian,other,29.9333333333,120.5,889.0,other,other,Macrostrat_original
145877.0,IOCG,Precambrian,metamorphic,-5.7878388888889,-50.537411111111,2568.5,metamorphic,resolved,Macrostrat_original
145879.0,IOCG,Precambrian,felsic,-6.43083773729,-50.068699121475,2675.0,felsic,resolved,Macrostrat_original
145884.0,IOCG,Unknown,metamorphic,-6.382435109319,-49.547460855723,,metamorphic,resolved,Macrostrat_original
146259.0,VMS,Mesozoic,mafic,44.2083333333,142.702777778,100.0,mafic,resolved,Macrostrat_original
146855.0,Porphyry,Mesozoic,felsic,39.1438888889,46.1377777778,82.0,felsic,resolved,Macrostrat_original
146933.0,VMS,Mesozoic,other,31.1844444444,99.5386111111,217.0,other,other,Macrostrat_original
147060.0,Magmatic sulfide,Paleozoic,other,26.3166666667,102.083333333,263.0,other,other,Macrostrat_original
147067.0,Magmatic sulfide,Unknown,other,26.7952777778,101.575,,other,other,Macrostrat_original
147142.0,VMS,Paleozoic,volcanic,59.349836,5.232108,464.5,volcanic,resolved,Macrostrat_original
147151.0,VMS,Precambrian,other,28.4938888889,101.688888889,1900.0,other,other,Macrostrat_original
153539.0,Sediment-Hosted,Mesozoic,other,26.5225,102.2,100.0,other,other,Macrostrat_original
155467.0,Sediment-Hosted,Precambrian,unknown,0.0,0.0,1500.0,unknown,unknown,Macrostrat_original
155468.0,Sediment-Hosted,Precambrian,mafic,24.116666666667,102.16666666667,1500.0,mafic,resolved,Macrostrat_original
155526.0,Magmatic sulfide,Unknown,mafic,25.05,100.866666667,,mafic,resolved,Macrostrat_original
155653.0,VMS,Paleozoic,unknown,0.0,0.0,389.0,unknown,unknown,Macrostrat_original
155678.0,Sediment-Hosted,Precambrian,mafic,24.15,102.16666666667,1500.0,mafic,resolved,Macrostrat_original
155764.0,Porphyry,Paleozoic,other,50.6166666667,19.3666666667,297.5,other,other,Macrostrat_original
155865.0,Magmatic sulfide,Paleozoic,other,25.7833333333,101.9,261.0,other,other,Macrostrat_original
155867.0,Porphyry,Mesozoic,volcanic,-38.25,-70.5833333333,74.0,volcanic,resolved,Macrostrat_original
155898.0,Porphyry,Cenozoic,other,29.6833333333,88.9333333333,35.55,other,other,Macrostrat_original
155979.0,Porphyry,Cenozoic,felsic,8.63333333333,-82.2,3.95,felsic,resolved,Macrostrat_original
156831.0,Magmatic sulfide,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
156937.0,VMS,Paleozoic,siliciclastic,45.3191666667,-71.9202777778,470.0,siliciclastic,resolved,Macrostrat_original
157060.0,VMS,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
157684.0,Magmatic sulfide,Precambrian,mafic,24.975,108.758333333,1064.0,mafic,resolved,Macrostrat_original
158068.0,Porphyry,Cenozoic,siliciclastic,31.112474953211,-110.43371371659,63.05,siliciclastic,resolved,Macrostrat_original
158668.0,VMS,Paleozoic,carbonate,37.585133778547,-7.1153895556927,353.0,carbonate,resolved,Macrostrat_original
158696.0,Porphyry,Cenozoic,felsic,23.4333333333,121.45,21.5,felsic,resolved,Macrostrat_original
158934.0,IOCG,Unknown,other,-26.558435795857,-70.325290753794,,other,other,Macrostrat_original
158935.0,IOCG,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
158941.0,IOCG,Unknown,volcanic,67.769281,20.146252,,volcanic,resolved,Macrostrat_original
159565.0,VMS,Cenozoic,volcanic,40.278527979238,140.67520582896,15.0,volcanic,resolved,Macrostrat_original
162015.0,Porphyry,Cenozoic,carbonate,47.0258333333,-112.36,46.0,carbonate,resolved,Macrostrat_original
163419.0,Sediment-Hosted,Unknown,carbonate,48.0694444444,-115.637777778,,carbonate,resolved,Macrostrat_original
164790.0,Sediment-Hosted,Precambrian,carbonate,48.2294444444,-115.898611111,1500.0,carbonate,resolved,Macrostrat_original
166723.0,Magmatic sulfide,Unknown,felsic,47.7502777778,-91.8177777778,,felsic,resolved,Macrostrat_original
171360.0,VMS,Cenozoic,volcanic,40.25,140.6,15.0,volcanic,resolved,Macrostrat_original
175692.0,VMS,Paleozoic,felsic,51.47,58.49,398.0,felsic,resolved,Macrostrat_original
183025.0,Porphyry,Cenozoic,felsic,40.615907067831,-111.40513630613,33.0,felsic,resolved,Macrostrat_original
183459.0,Porphyry,Cenozoic,felsic,39.8580555556,-112.125,35.5,felsic,resolved,Macrostrat_original
185349.0,Sediment-Hosted,Precambrian,other,-10.815,26.5886111111,900.0,other,other,Macrostrat_original
185489.0,VMS,Cenozoic,unknown,0.0,0.0,14.15,unknown,unknown,Macrostrat_original
185556.0,Porphyry,Cenozoic,other,22.815784307634,103.02956451205,36.0,other,other,Macrostrat_original
185558.0,Porphyry,Cenozoic,other,22.8833333333,102.583333333,34.05,other,other,Macrostrat_original
185726.0,VMS,Paleozoic,felsic,57.384914,61.535013,390.5,felsic,resolved,Macrostrat_original
185759.0,Magmatic sulfide,Paleozoic,unknown,0.0,0.0,268.35,unknown,unknown,Macrostrat_original
185761.0,Magmatic sulfide,Unknown,other,41.86751307,94.92629621,,other,other,Macrostrat_original
185767.0,Magmatic sulfide,Unknown,other,40.21668356,91.51722021,,other,other,Macrostrat_original
185781.0,Sediment-Hosted,Cenozoic,other,-18.181922222222,-68.192369444444,45.0,other,other,Macrostrat_original
185841.0,VMS,Paleozoic,mafic,54.12,59.33,388.0,mafic,resolved,Macrostrat_original
186441.0,VMS,Mesozoic,other,31.5666666667,99.3,217.0,other,other,Macrostrat_original
186761.0,VMS,Paleozoic,metamorphic,24.3333333333,99.75,300.0,metamorphic,resolved,Macrostrat_original
186817.0,VMS,Precambrian,felsic,49.7694444444,-77.5705555556,2725.0,felsic,resolved,Macrostrat_original
186819.0,VMS,Precambrian,volcanic,49.7891666667,-77.8355555556,2725.0,volcanic,resolved,Macrostrat_original
186820.0,VMS,Precambrian,volcanic,49.7755555556,-77.6575,3250.0,volcanic,resolved,Macrostrat_original
186826.0,VMS,Precambrian,volcanic,49.7269444444,-77.7455555556,3250.0,volcanic,resolved,Macrostrat_original
186827.0,VMS,Precambrian,volcanic,49.71,-77.7077777778,3250.0,volcanic,resolved,Macrostrat_original
187080.0,Sediment-Hosted,Unknown,other,27.95,110.116666667,,other,other,Macrostrat_original
187092.0,Sediment-Hosted,Cenozoic,other,26.5416666667,112.475,64.0,other,other,Macrostrat_original
187465.0,Porphyry,Cenozoic,metamorphic,18.9166666667,102.933333333,53.0,metamorphic,resolved,Macrostrat_original
187984.0,VMS,Cenozoic,volcanic,60.0583333333,-147.903333333,20.0,volcanic,resolved,Macrostrat_original
187986.0,VMS,Cenozoic,carbonate,60.02175,-147.91921,60.0,carbonate,resolved,Macrostrat_original
187989.0,VMS,Cenozoic,carbonate,60.8947222222,-146.701388889,60.0,carbonate,resolved,Macrostrat_original
187990.0,VMS,Cenozoic,mafic,60.8533333333,-146.5375,49.95,mafic,resolved,Macrostrat_original
188053.0,Porphyry,Cenozoic,other,-21.00168271738,-68.808583068848,36.0,other,other,Macrostrat_original
188080.0,VMS,Cenozoic,volcanic,40.323333333333,140.55333333333,14.15,volcanic,resolved,Macrostrat_original
188085.0,VMS,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
188137.0,Sediment-Hosted,Mesozoic,volcanic,-27.7583333333,-70.1916666667,121.0,volcanic,resolved,Macrostrat_original
188445.0,Magmatic sulfide,Precambrian,unknown,0.0,0.0,1977.0,unknown,unknown,Macrostrat_original
188882.0,Sediment-Hosted,Unknown,other,-8.8968317923421,28.268504280197,,other,other,Macrostrat_original
189175.0,Porphyry,Cenozoic,other,-20.9927777778,-68.6372222222,34.95,other,other,Macrostrat_original
190419.0,VMS,Paleozoic,mafic,54.166353512661,59.293088063831,390.5,mafic,resolved,Macrostrat_original
190420.0,VMS,Paleozoic,felsic,51.42382079,60.20430834,375.0,felsic,resolved,Macrostrat_original
190504.0,VMS,Mesozoic,unknown,0.0,0.0,132.0,unknown,unknown,Macrostrat_original
190656.0,Magmatic sulfide,Unknown,volcanic,-21.212079647903,27.765530415137,,volcanic,resolved,Macrostrat_original
190718.0,IOCG,Precambrian,felsic,-6.4192737725761,-50.063018153994,2675.0,felsic,resolved,Macrostrat_original
190736.0,IOCG,Unknown,felsic,-6.3972321230049,-50.1044117399,,felsic,resolved,Macrostrat_original
191095.0,Porphyry,Cenozoic,felsic,-6.4,-49.6166666667,19.5,felsic,resolved,Macrostrat_original
191196.0,IOCG,Unknown,other,-27.526505311158,-70.294626892646,,other,other,Macrostrat_original
191199.0,Porphyry,Cenozoic,other,-23.8883333333,-69.3141666667,56.835,other,other,Macrostrat_original
191200.0,Porphyry,Cenozoic,other,-23.410833,-68.818888,42.0,other,other,Macrostrat_original
191530.0,Porphyry,Mesozoic,unknown,0.0,0.0,141.0,unknown,unknown,Macrostrat_original
191536.0,Porphyry,Mesozoic,unknown,0.0,0.0,173.55,unknown,unknown,Macrostrat_original
191789.0,IOCG,Precambrian,felsic,-20.4442714432,140.705879402,1518.5,felsic,resolved,Macrostrat_original
191790.0,IOCG,Precambrian,siliciclastic,-22.0933175,140.572909,1532.5,siliciclastic,resolved,Macrostrat_original
191823.0,Porphyry,Precambrian,siliciclastic,28.033333,-113.56666,785.5,siliciclastic,resolved,Macrostrat_original
191824.0,IOCG,Precambrian,unknown,0.0,0.0,1300.0,unknown,unknown,Macrostrat_original
191825.0,IOCG,Unknown,carbonate,65.082098723874,-134.25716069779,,carbonate,resolved,Macrostrat_original
191826.0,IOCG,Unknown,carbonate,64.995973603824,-133.998246987,,carbonate,resolved,Macrostrat_original
191827.0,IOCG,Unknown,carbonate,65.04972402761,-138.13556224874,,carbonate,resolved,Macrostrat_original
191828.0,IOCG,Unknown,siliciclastic,65.046936236276,-134.62832740633,,siliciclastic,resolved,Macrostrat_original
191829.0,IOCG,Unknown,carbonate,64.973060423158,-134.40582926709,,carbonate,resolved,Macrostrat_original
191830.0,IOCG,Unknown,siliciclastic,65.026038635097,-134.41257478951,,siliciclastic,resolved,Macrostrat_original
191851.0,VMS,Mesozoic,other,35.4333333333,99.6833333333,250.0,other,other,Macrostrat_original
191957.0,Porphyry,Paleozoic,other,53.4333333333,96.6666666667,400.0,other,other,Macrostrat_original
191961.0,IOCG,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
191971.0,Porphyry,Cenozoic,other,-7.01666666667,-78.3166666667,17.0,other,other,Macrostrat_original
191972.0,Porphyry,Cenozoic,other,-7.0383782713972,-78.321445428196,20.020000000000003,other,other,Macrostrat_original
191973.0,Porphyry,Cenozoic,other,-6.915,-78.3594444444,15.675,other,other,Macrostrat_original
192016.0,Magmatic sulfide,Unknown,other,36.6,100.866666667,,other,other,Macrostrat_original
192017.0,VMS,Paleozoic,other,38.247394,100.02285,515.0,other,other,Macrostrat_original
192018.0,VMS,Paleozoic,mafic,37.4166666667,102.0,480.0,mafic,resolved,Macrostrat_original
192115.0,Porphyry,Paleozoic,other,-39.1833333333,-70.6333333333,281.0,other,other,Macrostrat_original
192116.0,VMS,Paleozoic,siliciclastic,61.426944444444,-130.13222222222,360.0,siliciclastic,resolved,Macrostrat_original
192120.0,VMS,Paleozoic,mafic,61.883333333333,-131.41666666667,390.0,mafic,resolved,Macrostrat_original
192198.0,VMS,Mesozoic,volcanic,40.6175,39.347777777778,83.0,volcanic,resolved,Macrostrat_original
192407.0,Sediment-Hosted,Mesozoic,other,25.8583333333,101.391666667,70.0,other,other,Macrostrat_original
192786.0,Magmatic sulfide,Precambrian,mafic,24.995422222222,108.77481388889,1004.0,mafic,resolved,Macrostrat_original
192788.0,Magmatic sulfide,Precambrian,mafic,24.991786111111,108.85221944444,962.0,mafic,resolved,Macrostrat_original
193448.0,VMS,Precambrian,mafic,54.860116666667,-99.994002777778,1800.0,mafic,resolved,Macrostrat_original
193482.0,VMS,Unknown,volcanic,41.2517,41.5811,,volcanic,resolved,Macrostrat_original
193486.0,VMS,Mesozoic,volcanic,40.87,38.6666,80.0,volcanic,resolved,Macrostrat_original
193982.0,VMS,Paleozoic,carbonate,53.107081,55.367362,381.5,carbonate,resolved,Macrostrat_original
194033.0,VMS,Paleozoic,mafic,56.71,60.09,410.0,mafic,resolved,Macrostrat_original
194041.0,VMS,Unknown,carbonate,58.363056,52.362778,,carbonate,resolved,Macrostrat_original
194046.0,VMS,Paleozoic,unknown,0.0,0.0,438.5,unknown,unknown,Macrostrat_original
194178.0,VMS,Paleozoic,mafic,49.811686111111,-55.805925,488.0,mafic,resolved,Macrostrat_original
194183.0,Porphyry,Cenozoic,carbonate,46.15,22.8,12.8,carbonate,resolved,Macrostrat_original
194553.0,Porphyry,Mesozoic,volcanic,38.96,-119.27,169.0,volcanic,resolved,Macrostrat_original
194599.0,VMS,Precambrian,volcanic,49.0008333333,-79.3663888889,3250.0,volcanic,resolved,Macrostrat_original
194690.0,Porphyry,Cenozoic,other,34.55,49.2666666667,15.9,other,other,Macrostrat_original
194728.0,Porphyry,Cenozoic,felsic,32.7508333333,-110.475833333,57.0,felsic,resolved,Macrostrat_original
194773.0,Porphyry,Mesozoic,felsic,1.24166666667,-76.6666666667,166.0,felsic,resolved,Macrostrat_original
195124.0,VMS,Paleozoic,other,31.868106326343,-8.1770946993493,350.0,other,other,Macrostrat_original
195133.0,Porphyry,Cenozoic,volcanic,54.9463888889,-126.156666667,51.0,volcanic,resolved,Macrostrat_original
195134.0,Porphyry,Cenozoic,volcanic,55.1944444444,-126.315277778,50.0,volcanic,resolved,Macrostrat_original
195346.0,VMS,Precambrian,mafic,54.702085362391,-101.71880722046,1800.0,mafic,resolved,Macrostrat_original
195350.0,VMS,Mesozoic,volcanic,40.75,40.25,80.0,volcanic,resolved,Macrostrat_original
195374.0,VMS,Precambrian,volcanic,51.1111111111,-92.6722222222,2740.0,volcanic,resolved,Macrostrat_original
195392.0,Porphyry,Unknown,other,-13.766666,-75.716666,,other,other,Macrostrat_original
195437.0,VMS,Precambrian,mafic,54.854261111111,-100.493675,1800.0,mafic,resolved,Macrostrat_original
195439.0,VMS,Precambrian,mafic,54.8594181364,-99.9136161804,1520.5,mafic,resolved,Macrostrat_original
195445.0,VMS,Precambrian,volcanic,54.7775,-101.8825,1800.0,volcanic,resolved,Macrostrat_original
195447.0,VMS,Precambrian,volcanic,54.702555555556,-101.67497222222,1800.0,volcanic,resolved,Macrostrat_original
195451.0,VMS,Precambrian,volcanic,54.726944444444,-101.83222222222,1800.0,volcanic,resolved,Macrostrat_original
195453.0,VMS,Precambrian,volcanic,54.676944444444,-102.02861111111,1800.0,volcanic,resolved,Macrostrat_original
195454.0,VMS,Mesozoic,unknown,0.0,0.0,80.0,unknown,unknown,Macrostrat_original
195460.0,VMS,Mesozoic,volcanic,41.1269,41.126,80.0,volcanic,resolved,Macrostrat_original
195554.0,VMS,Paleozoic,volcanic,37.709724,-6.8515252527005,340.0,volcanic,resolved,Macrostrat_original
195671.0,Porphyry,Mesozoic,volcanic,57.125,-131.45,207.5,volcanic,resolved,Macrostrat_original
195712.0,VMS,Mesozoic,felsic,60.121,-152.954,190.0,felsic,resolved,Macrostrat_original
195732.0,IOCG,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
195768.0,IOCG,Unknown,siliciclastic,-29.7194444444,135.583333333,,siliciclastic,resolved,Macrostrat_original
195846.0,Porphyry,Cenozoic,felsic,-20.175,-69.0833333333,31.0,felsic,resolved,Macrostrat_original
196016.0,Porphyry,Cenozoic,other,-19.8097222222,-69.2805555556,58.0,other,other,Macrostrat_original
196312.0,VMS,Paleozoic,metamorphic,67.1738888889,-156.386944444,360.0,metamorphic,resolved,Macrostrat_original
196390.0,Porphyry,Mesozoic,felsic,62.1052777778,-141.215833333,111.0,felsic,resolved,Macrostrat_original
196445.0,Porphyry,Cenozoic,volcanic,56.5116666667,-158.384722222,3.6,volcanic,resolved,Macrostrat_original
196547.0,Sediment-Hosted,Unknown,siliciclastic,63.2127777778,-149.650833333,,siliciclastic,resolved,Macrostrat_original
196592.0,Sediment-Hosted,Unknown,mafic,61.515,-142.836944444,,mafic,resolved,Macrostrat_original
196596.0,Porphyry,Unknown,felsic,62.1977777778,-142.702777778,,felsic,resolved,Macrostrat_original
196701.0,Sediment-Hosted,Unknown,siliciclastic,63.2227777778,-149.638888889,,siliciclastic,resolved,Macrostrat_original
197027.0,VMS,Cenozoic,mafic,60.3522222222,-147.65,60.0,mafic,resolved,Macrostrat_original
197159.0,VMS,Paleozoic,metamorphic,63.2683333333,-144.265,390.0,metamorphic,resolved,Macrostrat_original
198217.0,VMS,Paleozoic,metamorphic,67.1247222222,-155.956944444,371.0,metamorphic,resolved,Macrostrat_original
198360.0,Porphyry,Cenozoic,felsic,60.36,-154.32,59.5,felsic,resolved,Macrostrat_original
198517.0,Sediment-Hosted,Unknown,siliciclastic,63.2077777778,-149.652777778,,siliciclastic,resolved,Macrostrat_original
198681.0,Sediment-Hosted,Unknown,mafic,63.2258333333,-149.623888889,,mafic,resolved,Macrostrat_original
198741.0,Porphyry,Cenozoic,metamorphic,59.0194444444,-137.083333333,34.05,metamorphic,resolved,Macrostrat_original
199212.0,Porphyry,Unknown,metamorphic,58.99,-136.102777778,,metamorphic,resolved,Macrostrat_original
199265.0,Porphyry,Mesozoic,felsic,62.2038888889,-142.844722222,105.0,felsic,resolved,Macrostrat_original
199343.0,Porphyry,Mesozoic,mafic,59.8969444444,-155.294722222,88.0,mafic,resolved,Macrostrat_original
199407.0,Sediment-Hosted,Unknown,carbonate,65.1769444444,-141.052777778,,carbonate,resolved,Macrostrat_original
199526.0,Porphyry,Cenozoic,felsic,55.6297222222,-160.67,6.4,felsic,resolved,Macrostrat_original
199695.0,Sediment-Hosted,Unknown,volcanic,63.2397222222,-149.61,,volcanic,resolved,Macrostrat_original
199759.0,Porphyry,Cenozoic,mafic,64.1333333333,-157.05,40.0,mafic,resolved,Macrostrat_original
199951.0,Sediment-Hosted,Unknown,volcanic,63.1638888889,-149.785833333,,volcanic,resolved,Macrostrat_original
200220.0,VMS,Paleozoic,metamorphic,67.0702777778,-155.042777778,371.0,metamorphic,resolved,Macrostrat_original
200298.0,Porphyry,Mesozoic,felsic,63.5208333333,-141.323611111,68.5,felsic,resolved,Macrostrat_original
203361.0,VMS,Unknown,mafic,35.041434061824,33.107964992523,,mafic,resolved,Macrostrat_original
203368.0,VMS,Mesozoic,mafic,34.976388888889,33.346388888889,100.0,mafic,resolved,Macrostrat_original
203397.0,Porphyry,Paleozoic,mafic,-33.4666666667,149.0,440.0,mafic,resolved,Macrostrat_original
203635.0,Porphyry,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
203657.0,IOCG,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
203668.0,VMS,Precambrian,felsic,48.5341666667,-81.5608333333,2707.0,felsic,resolved,Macrostrat_original
203671.0,VMS,Unknown,mafic,48.5911111111,-81.605,,mafic,resolved,Macrostrat_original
203679.0,Porphyry,Mesozoic,volcanic,56.4675,-130.268888889,193.5,volcanic,resolved,Macrostrat_original
203680.0,Porphyry,Mesozoic,volcanic,56.5,-130.266666667,193.5,volcanic,resolved,Macrostrat_original
203681.0,Porphyry,Mesozoic,volcanic,56.6666666667,-131.1,195.0,volcanic,resolved,Macrostrat_original
203737.0,Porphyry,Cenozoic,other,-5.9666666,150.38333,24.0,other,other,Macrostrat_original
203740.0,Porphyry,Cenozoic,other,-5.1666666,151.71666,25.0,other,other,Macrostrat_original
203795.0,Sediment-Hosted,Precambrian,carbonate,-32.5255555556,138.485833333,630.0,carbonate,resolved,Macrostrat_original
204066.0,VMS,Paleozoic,other,38.234867,-8.4652,356.35,other,other,Macrostrat_original
204443.0,VMS,Paleozoic,volcanic,37.775328150648,-6.8592882195662,329.0,volcanic,resolved,Macrostrat_original
204650.0,Porphyry,Paleozoic,mafic,54.936212607143,61.234102249146,342.0,mafic,resolved,Macrostrat_original
204651.0,Porphyry,Paleozoic,mafic,54.9963888889,61.0880555556,347.0,mafic,resolved,Macrostrat_original
204813.0,Sediment-Hosted,Paleozoic,metamorphic,51.215080401552,15.733901222229,260.0,metamorphic,resolved,Macrostrat_original
204926.0,VMS,Paleozoic,unknown,0.0,0.0,340.0,unknown,unknown,Macrostrat_original
204927.0,VMS,Paleozoic,unknown,0.0,0.0,340.0,unknown,unknown,Macrostrat_original
204930.0,VMS,Paleozoic,volcanic,37.799351372967,-6.966848151502,320.0,volcanic,resolved,Macrostrat_original
204941.0,VMS,Paleozoic,unknown,0.0,0.0,320.0,unknown,unknown,Macrostrat_original
204949.0,VMS,Paleozoic,carbonate,37.77543,-8.649542,340.0,carbonate,resolved,Macrostrat_original
205026.0,Porphyry,Cenozoic,volcanic,38.701,46.705,14.15,volcanic,resolved,Macrostrat_original
205327.0,IOCG,Unknown,felsic,67.4957308,23.9213719,,felsic,resolved,Macrostrat_original
205328.0,IOCG,Unknown,mafic,67.556883240796,23.979828357697,,mafic,resolved,Macrostrat_original
205423.0,VMS,Unknown,other,45.7666666667,135.966666667,,other,other,Macrostrat_original
205449.0,Porphyry,Precambrian,metamorphic,-14.229609307099,-49.372732004979,726.0,metamorphic,resolved,Macrostrat_original
205483.0,VMS,Precambrian,volcanic,48.3552777778,-79.1175,2698.0,volcanic,resolved,Macrostrat_original
205615.0,VMS,Cenozoic,volcanic,37.3880555556,139.441666667,14.15,volcanic,resolved,Macrostrat_original
205740.0,Porphyry,Cenozoic,metamorphic,53.9166666667,157.383333333,14.15,metamorphic,resolved,Macrostrat_original
205741.0,Porphyry,Paleozoic,unknown,0.0,0.0,372.0,unknown,unknown,Macrostrat_original
205742.0,Porphyry,Paleozoic,siliciclastic,67.8666666667,66.3333333333,315.0,siliciclastic,resolved,Macrostrat_original
205743.0,Porphyry,Paleozoic,mafic,54.9611111111,61.1255555556,342.0,mafic,resolved,Macrostrat_original
205745.0,Porphyry,Unknown,other,52.9333333333,96.7833333333,,other,other,Macrostrat_original
205747.0,Porphyry,Unknown,volcanic,29.88,55.8994444444,,volcanic,resolved,Macrostrat_original
205749.0,Porphyry,Cenozoic,mafic,30.4205555556,55.1672222222,11.0,mafic,resolved,Macrostrat_original
205750.0,Porphyry,Cenozoic,carbonate,28.9,57.2333333333,12.0,carbonate,resolved,Macrostrat_original
205756.0,Porphyry,Paleozoic,other,48.7083333333,98.3416666667,252.5,other,other,Macrostrat_original
205760.0,Porphyry,Mesozoic,felsic,46.6833333333,104.883333333,222.0,felsic,resolved,Macrostrat_original
205761.0,Porphyry,Paleozoic,other,44.0,106.166666667,330.0,other,other,Macrostrat_original
205763.0,Porphyry,Paleozoic,other,48.7166666667,98.3416666667,275.0,other,other,Macrostrat_original
205764.0,Porphyry,Precambrian,metamorphic,-12.6072222222,27.8819444444,1964.0,metamorphic,resolved,Macrostrat_original
205766.0,Porphyry,Cenozoic,mafic,-3.15833333333,119.483333333,10.6,mafic,resolved,Macrostrat_original
205767.0,Porphyry,Cenozoic,mafic,0.951944444444,121.770555556,8.75,mafic,resolved,Macrostrat_original
205768.0,Porphyry,Cenozoic,mafic,0.345277777778,123.402222222,3.0,mafic,resolved,Macrostrat_original
205769.0,Porphyry,Cenozoic,mafic,0.516666666667,123.216666667,3.75,mafic,resolved,Macrostrat_original
205772.0,Porphyry,Cenozoic,other,-0.611666666667,128.091666667,3.95,other,other,Macrostrat_original
205773.0,Porphyry,Unknown,mafic,-0.516666666667,127.583333333,,mafic,resolved,Macrostrat_original
205784.0,Porphyry,Cenozoic,other,-7.22,106.56,3.1,other,other,Macrostrat_original
205785.0,Porphyry,Unknown,mafic,-1.7,101.25,,mafic,resolved,Macrostrat_original
205792.0,Porphyry,Cenozoic,metamorphic,5.03333333333,95.95,11.0,metamorphic,resolved,Macrostrat_original
205795.0,Porphyry,Mesozoic,felsic,42.3422222222,26.2958333333,81.0,felsic,resolved,Macrostrat_original
205796.0,Porphyry,Mesozoic,felsic,42.35097,24.213907,128.135,felsic,resolved,Macrostrat_original
205797.0,Porphyry,Mesozoic,siliciclastic,42.3552777778,24.3391666667,90.0,siliciclastic,resolved,Macrostrat_original
205798.0,Porphyry,Mesozoic,metamorphic,41.9741666667,27.5344444444,80.5,metamorphic,resolved,Macrostrat_original
205799.0,Porphyry,Mesozoic,felsic,42.4833333333,23.4166666667,76.0,felsic,resolved,Macrostrat_original
205844.0,Porphyry,Precambrian,other,-17.5333333333,-51.6,771.0,other,other,Macrostrat_original
205845.0,Porphyry,Paleozoic,siliciclastic,-37.5736111111,148.008611111,407.0,siliciclastic,resolved,Macrostrat_original
205846.0,Porphyry,Paleozoic,volcanic,-37.6113888889,142.6075,515.0,volcanic,resolved,Macrostrat_original
205847.0,Porphyry,Paleozoic,felsic,-32.7183333333,140.208888889,440.0,felsic,resolved,Macrostrat_original
205849.0,Porphyry,Precambrian,mafic,-20.890332290252,120.10404179858,3234.0,mafic,resolved,Macrostrat_original
205854.0,Porphyry,Cenozoic,carbonate,45.9833333333,23.0333333333,10.0,carbonate,resolved,Macrostrat_original
