Mindat_id,Deposit_type,age_category,Latitude,Longitude,age_midpoint_ma,glim_level1_code,glim_level1_description,lithology_B_class,lithology_B_status,lithology_B_confidence,glim_mapping_rationale,glim_match_method,glim_match_count,glim_overlap_ambiguous,lithology_B_source
208340.0,Porphyry,Unknown,46.65,73.6333333333,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
208341.0,Porphyry,Paleozoic,43.62,74.2666666667,400.5,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
208343.0,Porphyry,Cenozoic,49.368737,75.708303,43.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
208346.0,Porphyry,Paleozoic,50.1619444444,76.1619444444,292.0,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
208348.0,Porphyry,Paleozoic,47.5333333333,84.4166666667,312.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
208390.0,Porphyry,Paleozoic,48.2263888889,76.2719444444,308.5,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
208391.0,Porphyry,Paleozoic,47.1844444444,74.7113888889,319.05,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
208392.0,Porphyry,Paleozoic,52.8833333333,61.4166666667,301.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
208393.0,Porphyry,Unknown,47.5,75.1,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
208394.0,Porphyry,Unknown,46.6,74.4166666667,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
208396.0,Porphyry,Unknown,46.2563888889,73.1983333333,,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
208397.0,Porphyry,Paleozoic,47.9166666667,79.3333333333,302.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
208398.0,Porphyry,Paleozoic,47.3833333333,75.2333333333,293.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
208474.0,Porphyry,Cenozoic,-6.88333320617676,146.449996948242,9.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
208475.0,Porphyry,Cenozoic,-5.75,145.166666667,7.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
208477.0,Porphyry,Precambrian,-5.71666666667,150.016666667,1886.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
208478.0,Porphyry,Mesozoic,-5.98333333333,150.466666667,141.8,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
208484.0,Porphyry,Cenozoic,16.8583333333,120.783333333,1.35,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
208930.0,Porphyry,Cenozoic,16.3833333333,120.983333333,20.6,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
208931.0,Porphyry,Cenozoic,7.16666666667,125.991666667,10.65,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
208932.0,Porphyry,Cenozoic,6.475,125.05,3.95,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
208933.0,Porphyry,Unknown,7.93333333333,123.3,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
208934.0,Porphyry,Mesozoic,8.12222222222,126.381666667,94.5,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
208935.0,Porphyry,Cenozoic,16.45,120.866666667,4.55,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
208936.0,Porphyry,Unknown,17.1666666667,120.733333333,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
208937.0,Porphyry,Cenozoic,16.490278,120.65556,9.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
209445.0,VMS,Precambrian,48.9786111111,-87.375,2723.0,pb,Basic plutonic rocks,mafic,resolved,high,Basic plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
209628.0,Porphyry,Mesozoic,-3.65,-78.416667,156.2,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
209671.0,Porphyry,Mesozoic,0.0,0.0,198.5,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
209836.0,Porphyry,Mesozoic,-4.1155371964011,-78.583557670277,173.55,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
209837.0,Porphyry,Cenozoic,-1.66666666667,-79.15,27.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
209839.0,Porphyry,Cenozoic,29.1227777778,62.0788888889,11.55,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
209868.0,IOCG,Precambrian,-21.5489204585,140.497315894,1532.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
209909.0,VMS,Precambrian,45.8025,-71.2866666667,544.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
210060.0,Porphyry,Paleozoic,29.516666666667,88.566666666667,351.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
210140.0,Sediment-Hosted,Unknown,-17.1927777778,-46.8780555556,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
210265.0,VMS,Precambrian,39.3391666667,97.9422222222,750.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
210267.0,VMS,Unknown,66.334072,14.083099,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
210332.0,Magmatic sulfide,Precambrian,46.4927777778,-81.0688888889,1785.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
210493.0,IOCG,Precambrian,-20.7752777778,140.043888889,1532.5,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
211939.0,Sediment-Hosted,Precambrian,26.257930555556,102.46292222222,1500.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
211957.0,Sediment-Hosted,Unknown,0.0,0.0,,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
212179.0,VMS,Cenozoic,41.2644444444,140.994444444,15.0,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
212605.0,Sediment-Hosted,Paleozoic,52.8838888889,-8.86055555556,340.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
212969.0,Sediment-Hosted,Precambrian,-16.9444444444,30.2958333333,1250.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
212971.0,Sediment-Hosted,Precambrian,-17.2655555556,30.0444444444,1250.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
214669.0,VMS,Paleozoic,67.140521,16.138064,464.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
214670.0,VMS,Paleozoic,67.149939,16.004646,464.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
214671.0,VMS,Unknown,67.137544,16.114855,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
214679.0,VMS,Paleozoic,67.119864,16.012537,470.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
216983.0,IOCG,Unknown,30.35,117.377222222,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
217008.0,VMS,Paleozoic,-20.343977777778,145.76904444444,500.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
217330.0,VMS,Cenozoic,43.0083333333,140.658333333,14.15,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
217344.0,VMS,Unknown,41.1933333333,140.894444444,,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
217350.0,VMS,Cenozoic,37.3416666667,139.333333333,15.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
218987.0,Sediment-Hosted,Unknown,0.0,0.0,,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
220728.0,VMS,Paleozoic,49.5080555556,-55.7197222222,464.5,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
222130.0,VMS,Mesozoic,18.881666666667,-70.245,122.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
222961.0,Porphyry,Unknown,-29.8394444444,152.371388889,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
224829.0,VMS,Paleozoic,33.7963888889,133.252777778,360.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
225030.0,Magmatic sulfide,Precambrian,-25.742962,30.61667,2050.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
226441.0,Sediment-Hosted,Precambrian,34.2666666667,69.4,570.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
226455.0,Sediment-Hosted,Precambrian,34.3980555556,69.3055555556,570.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
226456.0,Sediment-Hosted,Precambrian,34.4069444444,69.2597222222,570.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
226488.0,Sediment-Hosted,Precambrian,34.4313888889,69.3786111111,570.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
226501.0,Sediment-Hosted,Precambrian,34.3158333333,69.3027777778,570.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
226944.0,Porphyry,Cenozoic,-4.7,141.783333333,13.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
227886.0,Porphyry,Paleozoic,-33.4292120574,148.800007394,416.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
227904.0,Porphyry,Paleozoic,-34.275393028984,148.84150783535,430.0,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
227973.0,Porphyry,Mesozoic,38.7816666667,-117.949722222,82.55,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
227974.0,Porphyry,Cenozoic,44.0288888889,-109.683055556,40.0,pi,Intermediate plutonic rocks,other,other,low,Intermediate plutonic not forced into felsic or mafic,exact_point_in_polygon,1,False,GLiM_full_polygon
227976.0,Porphyry,Mesozoic,38.4919444444,-118.075,105.5,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
227979.0,Porphyry,Mesozoic,38.3333333333,-117.5,207.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
228007.0,Porphyry,Mesozoic,40.4166666667,-117.216666667,89.0,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228008.0,Porphyry,Cenozoic,40.2666666667,-117.75,29.0,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228015.0,Porphyry,Unknown,39.8,-115.15,,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
228019.0,Porphyry,Cenozoic,9.25833333333,125.523333333,3.95,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
228020.0,Porphyry,Unknown,7.54333333333,126.1,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
228021.0,Porphyry,Cenozoic,18.25,-66.8166666667,42.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228022.0,Porphyry,Cenozoic,18.25,-66.4166666667,41.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
228029.0,Porphyry,Cenozoic,8.63333333333,-77.5666666667,49.0,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228031.0,Porphyry,Cenozoic,8.83333333333,-80.6666666667,32.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228045.0,Porphyry,Mesozoic,57.1166666667,-131.345,212.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228046.0,Porphyry,Mesozoic,50.675,-127.858333333,170.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228053.0,Porphyry,Paleozoic,-33.9666666667,147.416666667,452.5,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
228066.0,Porphyry,Unknown,50.5666666667,-121.0,,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228067.0,Porphyry,Unknown,49.767777777778,-120.47472222222,,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228088.0,Porphyry,Cenozoic,28.3861111111,-109.656944444,55.7,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228106.0,Porphyry,Paleozoic,-32.7666666667,148.666666667,390.5,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
228123.0,Porphyry,Mesozoic,55.260555555556,-124.54305555556,188.5,pi,Intermediate plutonic rocks,other,other,low,Intermediate plutonic not forced into felsic or mafic,exact_point_in_polygon,1,False,GLiM_full_polygon
228124.0,Porphyry,Mesozoic,49.163611111111,-121.02472222222,98.5,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228126.0,Porphyry,Mesozoic,0.0,0.0,121.0,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
228128.0,Porphyry,Mesozoic,3.35,-75.0333333333,166.0,py,Pyroclastics,volcanic,resolved,medium,Pyroclastic surface unit,exact_point_in_polygon,1,False,GLiM_full_polygon
228131.0,Porphyry,Mesozoic,6.7,-76.5,171.0,pi,Intermediate plutonic rocks,other,other,low,Intermediate plutonic not forced into felsic or mafic,exact_point_in_polygon,1,False,GLiM_full_polygon
228164.0,Sediment-Hosted,Mesozoic,32.200677777778,-6.2988888888889,120.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,2,False,GLiM_full_polygon
228182.0,Sediment-Hosted,Precambrian,15.1666666667,-9.98333333333,560.0,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228184.0,Sediment-Hosted,Precambrian,12.2666666667,-11.35,900.0,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228186.0,Sediment-Hosted,Precambrian,-10.602738864377,26.134671612671,900.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
228187.0,Sediment-Hosted,Precambrian,-10.609825464404,26.300497171316,900.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
228191.0,Sediment-Hosted,Mesozoic,-11.0833333333,14.0944444444,115.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228192.0,Sediment-Hosted,Mesozoic,-12.5111111111,13.5166666667,115.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228195.0,Sediment-Hosted,Precambrian,-12.0163888889,27.9005555556,900.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
228202.0,Sediment-Hosted,Precambrian,-12.2752777778,27.9672222222,900.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
228206.0,Sediment-Hosted,Precambrian,0.0,0.0,900.0,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
228255.0,Sediment-Hosted,Precambrian,-12.92889211011,28.07190557013,900.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
228257.0,Sediment-Hosted,Precambrian,-12.8544444444,28.2125,900.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
228258.0,Sediment-Hosted,Precambrian,-20.5,26.5583333333,1926.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
228259.0,Sediment-Hosted,Precambrian,-20.75,23.1,900.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
228261.0,Sediment-Hosted,Precambrian,-21.0833333333,26.75,900.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
228263.0,Sediment-Hosted,Precambrian,-21.7280555556,21.6119444444,900.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
228264.0,Sediment-Hosted,Precambrian,-22.3833333333,18.5333333333,900.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
228282.0,Sediment-Hosted,Precambrian,66.5166666667,87.55,600.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228308.0,Sediment-Hosted,Paleozoic,61.25,137.5,345.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228326.0,Sediment-Hosted,Mesozoic,56.5,50.75,250.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
228328.0,Sediment-Hosted,Precambrian,56.4166666667,118.666666667,2000.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
228329.0,Sediment-Hosted,Paleozoic,55.5,103.75,480.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228356.0,Sediment-Hosted,Cenozoic,0.0,0.0,60.0,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
228361.0,Sediment-Hosted,Precambrian,24.183333333333,102.16666666667,1500.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
228363.0,Sediment-Hosted,Mesozoic,25.998888888889,103.12055555556,70.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
228364.0,Sediment-Hosted,Mesozoic,23.75,103.58333333333,70.0,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
228365.0,Sediment-Hosted,Mesozoic,26.05,101.333333333,70.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
229581.0,Sediment-Hosted,Mesozoic,-38.85,-69.0,90.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
229882.0,IOCG,Unknown,32.516666666667,80.85,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
230046.0,Porphyry,Paleozoic,43.866666666667,108.33333333333,370.4,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
230048.0,VMS,Paleozoic,37.500555555556,-6.0933333333333,326.35,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
230442.0,IOCG,Unknown,14.294551397102,122.64926851543,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
230718.0,IOCG,Unknown,46.466666666667,90.1,,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
231161.0,VMS,Mesozoic,22.03,-80.15,145.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
231326.0,VMS,Paleozoic,64.85622,13.434215,464.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
231677.0,VMS,Unknown,50.6333333333,-117.4,,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
231947.0,Magmatic sulfide,Precambrian,-19.15,29.8,2700.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
232161.0,IOCG,Unknown,-15.2833333333,-75.1083333333,,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
232236.0,Magmatic sulfide,Paleozoic,42.5363888889,95.7016666667,268.35,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
232876.0,Porphyry,Cenozoic,25.516666666667,100.43333333333,32.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
232935.0,VMS,Unknown,0.0,0.0,,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
232939.0,Magmatic sulfide,Unknown,41.839961111111,109.99635555556,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
232947.0,Magmatic sulfide,Unknown,0.0,0.0,,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
232948.0,Magmatic sulfide,Unknown,0.0,0.0,,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
233025.0,IOCG,Unknown,-34.5302777778,137.870277778,,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
