Mindat_id,Deposit_type,age_category,Latitude,Longitude,macrostrat_class,macrostrat_status,glim_level1_code,glim_level1_description,glim_model_class,glim_status,glim_assignment_confidence,agreement_status,glim_overlap_ambiguous,lithology_C_class,lithology_C_status,lithology_C_source,lithology_C_confidence,lithology_C_reason
135092.0,Sediment-Hosted,Cenozoic,-17.329166666667,-68.407777777778,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
135234.0,Sediment-Hosted,Unknown,-31.1130555556,137.153055556,siliciclastic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_agree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
135235.0,IOCG,Unknown,-31.2144444444,137.497222222,siliciclastic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_agree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
135237.0,Porphyry,Mesozoic,25.1852777778,116.4075,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
135298.0,VMS,Precambrian,34.384781223876,100.11875336329,other,other,pb,Basic plutonic rocks,mafic,resolved,high,glim_resolves_macrostrat_other,False,mafic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
135329.0,Porphyry,Cenozoic,29.5111111111,90.0,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
136123.0,Porphyry,Unknown,45.3563888889,-113.993611111,siliciclastic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
142172.0,Porphyry,Cenozoic,29.5,91.4055555556,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
142173.0,Porphyry,Cenozoic,30.0,98.5,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
142174.0,Porphyry,Cenozoic,31.2333333333,97.8666666667,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
142183.0,Porphyry,Cenozoic,31.1666666667,97.8583333333,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
142185.0,Porphyry,Cenozoic,30.4666666667,98.5,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
142186.0,Porphyry,Cenozoic,31.4833333333,97.35,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
142189.0,Porphyry,Cenozoic,29.4916666667,90.9222222222,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
142195.0,Porphyry,Cenozoic,31.25,97.7333333333,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
142686.0,Porphyry,Paleozoic,42.0666666667,92.5333333333,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
142687.0,Porphyry,Paleozoic,42.1166666667,92.6166666667,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
142688.0,Porphyry,Paleozoic,42.3583333333,94.7555555556,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
142689.0,Porphyry,Paleozoic,42.1666666667,92.85,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
142690.0,Porphyry,Paleozoic,42.2,92.9666666667,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
142691.0,Porphyry,Paleozoic,42.5333333333,91.9166666667,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
142692.0,Porphyry,Mesozoic,28.038611111111,99.989722222222,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
142695.0,Porphyry,Paleozoic,42.25,112.5,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
142696.0,Porphyry,Mesozoic,49.425,117.298888889,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
142697.0,Porphyry,Mesozoic,32.0666666667,119.1,volcanic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
142698.0,Porphyry,Paleozoic,50.1313888889,125.786111111,other,other,vb,Basic volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
142699.0,Porphyry,Mesozoic,29.8172222222,115.4525,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
142700.0,Porphyry,Precambrian,35.3166666667,111.666666667,felsic,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
142703.0,Porphyry,Cenozoic,29.65,87.479166666667,other,other,va,Acid volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
143447.0,Magmatic sulfide,Unknown,42.866666666667,127.375,metamorphic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
143624.0,Magmatic sulfide,Unknown,41.670833333333,125.70833333333,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
143633.0,Magmatic sulfide,Mesozoic,43.3027777778,127.419444444,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
143648.0,Magmatic sulfide,Mesozoic,42.8833333333,126.5,other,other,mt,Metamorphics,metamorphic,resolved,high,glim_resolves_macrostrat_other,False,metamorphic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
143685.0,Magmatic sulfide,Unknown,43.1291666667,129.668055556,other,other,pi,Intermediate plutonic rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
143718.0,Porphyry,Unknown,-32.7227777778,148.195,mafic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
143888.0,VMS,Paleozoic,42.35,113.433333333,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
143892.0,Porphyry,Paleozoic,-32.9669601279,147.758734576,felsic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
143975.0,Magmatic sulfide,Paleozoic,46.7575,89.6763888889,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
144051.0,Magmatic sulfide,Paleozoic,42.3367557,94.73407634,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
144055.0,VMS,Paleozoic,42.280555555556,89.5225,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
144069.0,Magmatic sulfide,Paleozoic,42.25,94.1166666667,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
144070.0,Magmatic sulfide,Paleozoic,42.15,94.2666666667,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
144071.0,Magmatic sulfide,Paleozoic,42.29718102,94.60404525,other,other,pi,Intermediate plutonic rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
144072.0,Magmatic sulfide,Paleozoic,42.2166666667,94.6833333333,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
144073.0,Magmatic sulfide,Paleozoic,42.39329096,94.58143114,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
144081.0,Magmatic sulfide,Paleozoic,42.70423487,95.70082923,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
144083.0,Magmatic sulfide,Unknown,41.92970185,94.98848499,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
144270.0,IOCG,Paleozoic,46.8480555556,89.7130555556,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
144272.0,VMS,Paleozoic,47.3527777778,89.1983333333,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
144450.0,Magmatic sulfide,Unknown,45.1277777778,131.344444444,other,other,pb,Basic plutonic rocks,mafic,resolved,high,glim_resolves_macrostrat_other,False,mafic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
144548.0,IOCG,Precambrian,25.5472222222,102.229166667,mafic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
144713.0,Magmatic sulfide,Unknown,36.05,102.2,mafic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
144903.0,VMS,Mesozoic,31.25,99.5666666667,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
144955.0,VMS,Paleozoic,36.6427777778,104.262222222,mafic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
144957.0,VMS,Paleozoic,36.6577777778,104.229444444,mafic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
144964.0,VMS,Paleozoic,36.783333333333,103.7,mafic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
144966.0,VMS,Paleozoic,36.64905,104.25845,mafic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
145027.0,VMS,Precambrian,34.9,106.483333333,metamorphic,resolved,pi,Intermediate plutonic rocks,other,other,low,macrostrat_resolved_glim_other,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
145060.0,VMS,Paleozoic,37.4,101.1,mafic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
145237.0,VMS,Precambrian,29.9333333333,120.5,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
145877.0,IOCG,Precambrian,-5.7878388888889,-50.537411111111,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
145879.0,IOCG,Precambrian,-6.43083773729,-50.068699121475,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
145884.0,IOCG,Unknown,-6.382435109319,-49.547460855723,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
146259.0,VMS,Mesozoic,44.2083333333,142.702777778,mafic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
146855.0,Porphyry,Mesozoic,39.1438888889,46.1377777778,felsic,resolved,pi,Intermediate plutonic rocks,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
146933.0,VMS,Mesozoic,31.1844444444,99.5386111111,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
147060.0,Magmatic sulfide,Paleozoic,26.3166666667,102.083333333,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
147067.0,Magmatic sulfide,Unknown,26.7952777778,101.575,other,other,mt,Metamorphics,metamorphic,resolved,high,glim_resolves_macrostrat_other,False,metamorphic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
147142.0,VMS,Paleozoic,59.349836,5.232108,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
147151.0,VMS,Precambrian,28.4938888889,101.688888889,other,other,mt,Metamorphics,metamorphic,resolved,high,glim_resolves_macrostrat_other,False,metamorphic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
