Mindat_id,Deposit_type,age_category,Latitude,Longitude,macrostrat_class,macrostrat_status,glim_level1_code,glim_level1_description,glim_model_class,glim_status,glim_assignment_confidence,agreement_status,glim_overlap_ambiguous,lithology_C_class,lithology_C_status,lithology_C_source,lithology_C_confidence,lithology_C_reason
205773.0,Porphyry,Unknown,-0.516666666667,127.583333333,mafic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205784.0,Porphyry,Cenozoic,-7.22,106.56,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
205785.0,Porphyry,Unknown,-1.7,101.25,mafic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205792.0,Porphyry,Cenozoic,5.03333333333,95.95,metamorphic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205795.0,Porphyry,Mesozoic,42.3422222222,26.2958333333,felsic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205796.0,Porphyry,Mesozoic,42.35097,24.213907,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205797.0,Porphyry,Mesozoic,42.3552777778,24.3391666667,siliciclastic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205798.0,Porphyry,Mesozoic,41.9741666667,27.5344444444,metamorphic,resolved,pi,Intermediate plutonic rocks,other,other,low,macrostrat_resolved_glim_other,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205799.0,Porphyry,Mesozoic,42.4833333333,23.4166666667,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205844.0,Porphyry,Precambrian,-17.5333333333,-51.6,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
205845.0,Porphyry,Paleozoic,-37.5736111111,148.008611111,siliciclastic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205846.0,Porphyry,Paleozoic,-37.6113888889,142.6075,volcanic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205847.0,Porphyry,Paleozoic,-32.7183333333,140.208888889,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205849.0,Porphyry,Precambrian,-20.890332290252,120.10404179858,mafic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205854.0,Porphyry,Cenozoic,45.9833333333,23.0333333333,carbonate,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205857.0,Porphyry,Cenozoic,-28.6333333333,-69.8833333333,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
205858.0,Porphyry,Cenozoic,-22.9666666667,-69.0583333333,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
205859.0,Porphyry,Cenozoic,-27.7833333333,-69.2333333333,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
205860.0,Porphyry,Cenozoic,-22.975463130546,-69.061440941728,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
205861.0,Porphyry,Cenozoic,-21.9538888889,-68.7355555556,other,other,va,Acid volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
205862.0,Porphyry,Cenozoic,-20.9016666667,-68.8852777778,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
205864.0,Porphyry,Cenozoic,-22.9877777778,-69.0763888889,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
205923.0,Porphyry,Cenozoic,-27.2666666667,-66.65,other,other,vi,Intermediate volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
205926.0,Porphyry,Cenozoic,-27.4,-66.55,other,other,mt,Metamorphics,metamorphic,resolved,high,glim_resolves_macrostrat_other,False,metamorphic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
205927.0,Porphyry,Cenozoic,-27.2833333333,-66.5666666667,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
205928.0,Porphyry,Cenozoic,-26.3,-67.9,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
205929.0,Porphyry,Unknown,-27.3833333333,-66.2166666667,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
205930.0,Porphyry,Paleozoic,-30.0,-69.1666666667,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
205932.0,Porphyry,Unknown,-30.9333333333,-69.6333333333,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205933.0,Porphyry,Cenozoic,-31.2416666667,-70.1766666667,volcanic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205935.0,Porphyry,Cenozoic,-18.1066666667,178.178333333,mafic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205936.0,Porphyry,Cenozoic,39.8116666667,25.1922222222,volcanic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205937.0,Porphyry,Cenozoic,41.019946,25.746143,metamorphic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205938.0,Porphyry,Unknown,41.089063397424,23.130098848306,carbonate,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205939.0,Porphyry,Unknown,18.5166666667,-70.25,volcanic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205942.0,Porphyry,Cenozoic,-22.4666666667,-68.9666666667,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
205943.0,Porphyry,Cenozoic,-23.3,-69.2333333333,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
205944.0,Porphyry,Cenozoic,-22.37964284915,-68.914602851868,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
205945.0,Porphyry,Cenozoic,-21.9166666667,-69.8333333333,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
205947.0,Porphyry,Cenozoic,-22.4166666667,-68.95,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
205949.0,Porphyry,Cenozoic,-32.4075,-70.425,other,other,va,Acid volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
205950.0,Porphyry,Mesozoic,-46.0333333333,-72.15,volcanic,resolved,py,Pyroclastics,volcanic,resolved,medium,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205951.0,Porphyry,Unknown,-18.5933333333,-69.45,felsic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205952.0,Porphyry,Cenozoic,-28.5,-70.3,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
205978.0,Porphyry,Mesozoic,31.6591666667,53.8497222222,felsic,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205979.0,Porphyry,Cenozoic,31.5763888889,53.8233333333,carbonate,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205981.0,Porphyry,Paleozoic,46.9897222222,74.9872222222,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
205982.0,Porphyry,Paleozoic,49.1591666667,75.6008333333,felsic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205983.0,Porphyry,Unknown,52.3333333333,62.1833333333,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
205984.0,Porphyry,Paleozoic,50.152366,73.004547,felsic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205985.0,Porphyry,Precambrian,51.846900508083,74.291111826897,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
205986.0,Porphyry,Mesozoic,19.3833333333,-100.683333333,volcanic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205987.0,Porphyry,Precambrian,19.1166666667,-102.916666667,volcanic,resolved,sc,Carbonate sedimentary rocks,carbonate,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205988.0,Porphyry,Cenozoic,19.0013888889,-101.955555556,volcanic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205989.0,Porphyry,Cenozoic,15.3188888889,-92.3305555556,metamorphic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205991.0,Porphyry,Mesozoic,27.0516666667,-108.341111111,felsic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205992.0,Porphyry,Cenozoic,26.2522222222,-107.329444444,felsic,resolved,pi,Intermediate plutonic rocks,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205993.0,Porphyry,Cenozoic,19.45,-96.85,mafic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205994.0,Porphyry,Cenozoic,31.0555555556,-110.420833333,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205996.0,Porphyry,Cenozoic,25.6680555556,-107.351111111,felsic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
205998.0,Porphyry,Cenozoic,26.7236111111,-108.233333333,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206003.0,Porphyry,Unknown,-5.715,-79.2069444444,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206004.0,Porphyry,Unknown,-13.9291666667,-75.35,other,other,py,Pyroclastics,volcanic,resolved,medium,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,medium,GLiM resolves original Macrostrat other
206005.0,Porphyry,Cenozoic,-17.097725754867,-70.627246168525,other,other,py,Pyroclastics,volcanic,resolved,medium,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,medium,GLiM resolves original Macrostrat other
206008.0,Porphyry,Cenozoic,-14.9083333333,-71.3133333333,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206009.0,Porphyry,Cenozoic,-6.08333333333,-79.2833333333,other,other,vi,Intermediate volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206012.0,Porphyry,Mesozoic,44.095,22.0941666667,felsic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206013.0,Porphyry,Cenozoic,43.2333333333,20.7166666667,volcanic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206050.0,VMS,Precambrian,-21.304821351187,119.27789306641,mafic,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206052.0,VMS,Precambrian,-21.122252058441,119.25905055786,metamorphic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206070.0,IOCG,Precambrian,-21.8,140.716666667,felsic,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206132.0,Porphyry,Cenozoic,45.869722222222,22.870833333333,carbonate,resolved,sc,Carbonate sedimentary rocks,carbonate,resolved,high,both_resolved_agree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206134.0,Porphyry,Unknown,44.75,21.95,carbonate,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206135.0,Porphyry,Mesozoic,45.5666666667,22.2333333333,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206136.0,Porphyry,Cenozoic,46.2666666667,22.15,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206137.0,Porphyry,Unknown,44.75,22.0,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206138.0,Porphyry,Unknown,45.55,22.35,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206139.0,Porphyry,Cenozoic,46.15,22.85,carbonate,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206140.0,Porphyry,Cenozoic,46.0611111111,22.9666666667,carbonate,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206141.0,Porphyry,Cenozoic,46.1666666667,22.9,carbonate,resolved,sc,Carbonate sedimentary rocks,carbonate,resolved,high,both_resolved_agree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206142.0,Porphyry,Unknown,50.4666666667,19.6166666667,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206143.0,Porphyry,Unknown,50.1166666667,19.95,carbonate,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206145.0,Porphyry,Mesozoic,58.9666666667,152.683333333,other,other,,,unknown,unknown,none,both_unresolved_macro_other_glim_unknown,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206147.0,Porphyry,Mesozoic,66.6,164.566666667,siliciclastic,resolved,pi,Intermediate plutonic rocks,other,other,low,macrostrat_resolved_glim_other,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206148.0,Porphyry,Cenozoic,66.4833333333,164.733333333,siliciclastic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206152.0,Porphyry,Cenozoic,54.2833333333,157.666666667,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206153.0,Porphyry,Mesozoic,59.7166666667,150.316666667,other,other,,,unknown,unknown,none,both_unresolved_macro_other_glim_unknown,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206154.0,Porphyry,Mesozoic,59.25,153.766666667,other,other,,,unknown,unknown,none,both_unresolved_macro_other_glim_unknown,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206156.0,Porphyry,Cenozoic,53.75,126.616666667,other,other,vi,Intermediate volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206157.0,Porphyry,Paleozoic,54.05,89.5666666667,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206158.0,Porphyry,Paleozoic,53.2333333333,60.5666666667,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206159.0,Porphyry,Paleozoic,53.0875,57.4683333333,felsic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206160.0,Porphyry,Paleozoic,54.7166666667,61.0666666667,carbonate,resolved,sc,Carbonate sedimentary rocks,carbonate,resolved,high,both_resolved_agree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206163.0,Porphyry,Unknown,41.0977777778,70.1258333333,other,other,va,Acid volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206167.0,Porphyry,Paleozoic,40.7986111111,69.7061111111,volcanic,resolved,sc,Carbonate sedimentary rocks,carbonate,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206169.0,Porphyry,Paleozoic,40.7769444444,69.7791666667,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206170.0,Porphyry,Cenozoic,-9.61194,160.16424,mafic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206171.0,Porphyry,Cenozoic,-9.36666666667,159.733333333,mafic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206172.0,Porphyry,Cenozoic,-9.43333333333,159.833333333,mafic,resolved,pi,Intermediate plutonic rocks,other,other,low,macrostrat_resolved_glim_other,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206173.0,Porphyry,Cenozoic,-8.08333333333,157.516666667,mafic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206176.0,Porphyry,Mesozoic,66.525,19.8136111111,siliciclastic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206180.0,Porphyry,Unknown,10.1333333333,124.25,mafic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206190.0,Porphyry,Cenozoic,11.8166666667,125.25,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206191.0,Porphyry,Cenozoic,9.43333333333,122.7,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206195.0,Porphyry,Cenozoic,9.58333333333,122.566666667,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206196.0,Porphyry,Unknown,9.56666666667,122.633333333,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206199.0,Porphyry,Unknown,13.5,121.883333333,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206202.0,Porphyry,Cenozoic,13.424352095715,121.98377421588,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206205.0,Porphyry,Cenozoic,9.6002021352618,125.55099008653,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206207.0,Porphyry,Unknown,7.55,126.166666667,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206208.0,Porphyry,Unknown,7.59166666667,126.066666667,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206210.0,Porphyry,Cenozoic,7.35,126.016666667,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206211.0,Porphyry,Unknown,6.56666666667,124.4,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206212.0,Porphyry,Cenozoic,40.8566666667,39.6530555556,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206213.0,Porphyry,Mesozoic,41.8333333333,27.6783333333,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206214.0,Porphyry,Mesozoic,41.9333333333,27.45,metamorphic,resolved,sc,Carbonate sedimentary rocks,carbonate,resolved,high,both_resolved_disagree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206217.0,Porphyry,Mesozoic,41.9113888889,27.3166666667,metamorphic,resolved,sc,Carbonate sedimentary rocks,carbonate,resolved,high,both_resolved_disagree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206218.0,Porphyry,Mesozoic,41.2229,41.9574,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206219.0,Porphyry,Cenozoic,39.2666666667,39.6,metamorphic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206220.0,Porphyry,Cenozoic,40.9261111111,35.44,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206222.0,Porphyry,Unknown,39.630195375142,27.106821860005,felsic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206223.0,Porphyry,Cenozoic,40.5775,40.9045,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206293.0,Porphyry,Cenozoic,38.9219444444,46.1883333333,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206294.0,Porphyry,Mesozoic,41.1047222222,44.8566666667,felsic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206295.0,Porphyry,Mesozoic,39.1,46.4666666667,felsic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
