Deposit_type,age_category,Latitude,Longitude,age_midpoint_ma,Mindat_id,Macrostrat_raw_lithology,Macrostrat_evaporite_merged,Macrostrat_model_lithology,GLiM_raw_lithology,GLiM_evaporite_merged,GLiM_model_lithology,Combined_raw_lithology,Combined_evaporite_merged,Combined_model_lithology
Sediment-Hosted,Precambrian,46.8333333333,-87.75,2000.0,124002,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
VMS,Mesozoic,35.036111111111,33.116388888889,100.0,125608,mafic,False,mafic,felsic,False,felsic,mafic,False,mafic
Sediment-Hosted,Precambrian,-23.7894444444,16.6438888889,602.5,126508,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Sediment-Hosted,Precambrian,-30.5233954,138.5314475,630.0,126948,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
IOCG,Precambrian,-20.625,140.688333333,1532.5,127294,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Paleozoic,43.00348378007,106.85218868256,368.1,127444,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,41.1218,41.9498,37.3,131133,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Paleozoic,45.7719444444,-71.31,464.5,131315,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Unknown,40.3472222222,140.766666667,,131316,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Unknown,48.23,-121.5658,,132210,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Sediment-Hosted,Cenozoic,-17.4789,-68.356,45.0,132305,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Precambrian,19.7,-97.8166666667,1880.5,132814,carbonate,False,carbonate,volcanic,False,volcanic,carbonate,False,carbonate
Porphyry,Cenozoic,-22.5333333333,-69.9166666667,65.7,133117,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,29.4694444444,90.0277777778,15.5,134565,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,29.6294444444,91.5988888889,14.15,134575,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,29.7111111111,91.8388888889,15.18,134576,other,False,other,other,False,other,other,False,other
Magmatic sulfide,Precambrian,22.8583333333,102.966666667,945.0,134599,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
VMS,Precambrian,24.1,101.683333333,1850.0,134605,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Mesozoic,31.1416666667,117.283333333,148.0,134676,volcanic,False,volcanic,felsic,False,felsic,volcanic,False,volcanic
IOCG,Precambrian,26.183333333333,102.98333333333,1500.0,134745,mafic,False,mafic,other,False,other,mafic,False,mafic
Porphyry,Cenozoic,26.158205559589,100.18367765932,44.85,134936,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Sediment-Hosted,Cenozoic,-17.329166666667,-68.407777777778,45.0,135092,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Sediment-Hosted,Unknown,-31.1130555556,137.153055556,,135234,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
IOCG,Unknown,-31.2144444444,137.497222222,,135235,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Mesozoic,25.1852777778,116.4075,105.0,135237,other,False,other,felsic,False,felsic,felsic,False,felsic
VMS,Precambrian,34.384781223876,100.11875336329,680.5,135298,other,False,other,mafic,False,mafic,mafic,False,mafic
Porphyry,Cenozoic,29.5111111111,90.0,13.765,135329,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Unknown,45.3563888889,-113.993611111,,136123,siliciclastic,False,siliciclastic,metamorphic,False,metamorphic,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,29.5,91.4055555556,13.45,142172,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,30.0,98.5,38.0,142173,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,31.2333333333,97.8666666667,37.5,142174,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,31.1666666667,97.8583333333,36.0,142183,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,30.4666666667,98.5,43.5,142185,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,31.4833333333,97.35,42.0,142186,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,29.4916666667,90.9222222222,14.67,142189,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,31.25,97.7333333333,38.5,142195,other,False,other,other,False,other,other,False,other
Porphyry,Paleozoic,42.0666666667,92.5333333333,343.0,142686,other,False,other,other,False,other,other,False,other
Porphyry,Paleozoic,42.1166666667,92.6166666667,344.6,142687,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Paleozoic,42.3583333333,94.7555555556,367.0,142688,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Paleozoic,42.1666666667,92.85,357.5,142689,other,False,other,other,False,other,other,False,other
Porphyry,Paleozoic,42.2,92.9666666667,373.0,142690,other,False,other,other,False,other,other,False,other
Porphyry,Paleozoic,42.5333333333,91.9166666667,348.0,142691,other,False,other,other,False,other,other,False,other
Porphyry,Mesozoic,28.038611111111,99.989722222222,213.0,142692,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Paleozoic,42.25,112.5,430.5,142695,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Mesozoic,49.425,117.298888889,178.0,142696,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Mesozoic,32.0666666667,119.1,114.5,142697,volcanic,False,volcanic,other,False,other,volcanic,False,volcanic
Porphyry,Paleozoic,50.1313888889,125.786111111,390.5,142698,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Mesozoic,29.8172222222,115.4525,106.05,142699,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Precambrian,35.3166666667,111.666666667,2150.0,142700,felsic,False,felsic,other,False,other,felsic,False,felsic
Porphyry,Cenozoic,29.65,87.479166666667,25.3,142703,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Magmatic sulfide,Unknown,42.866666666667,127.375,,143447,metamorphic,False,metamorphic,felsic,False,felsic,metamorphic,False,metamorphic
Magmatic sulfide,Unknown,41.670833333333,125.70833333333,,143624,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Magmatic sulfide,Mesozoic,43.3027777778,127.419444444,196.0,143633,other,False,other,other,False,other,other,False,other
Magmatic sulfide,Mesozoic,42.8833333333,126.5,208.0,143648,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Magmatic sulfide,Unknown,43.1291666667,129.668055556,,143685,other,False,other,other,False,other,other,False,other
Porphyry,Unknown,-32.7227777778,148.195,,143718,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Paleozoic,42.35,113.433333333,288.0,143888,other,False,other,other,False,other,other,False,other
Porphyry,Paleozoic,-32.9669601279,147.758734576,447.0,143892,felsic,False,felsic,other,False,other,felsic,False,felsic
Magmatic sulfide,Paleozoic,46.7575,89.6763888889,296.9,143975,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Magmatic sulfide,Paleozoic,42.3367557,94.73407634,268.35,144051,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
VMS,Paleozoic,42.280555555556,89.5225,345.0,144055,other,False,other,other,False,other,other,False,other
Magmatic sulfide,Paleozoic,42.25,94.1166666667,268.35,144069,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Magmatic sulfide,Paleozoic,42.15,94.2666666667,268.35,144070,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Magmatic sulfide,Paleozoic,42.29718102,94.60404525,285.0,144071,other,False,other,other,False,other,other,False,other
Magmatic sulfide,Paleozoic,42.2166666667,94.6833333333,268.35,144072,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Magmatic sulfide,Paleozoic,42.39329096,94.58143114,268.35,144073,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Magmatic sulfide,Paleozoic,42.70423487,95.70082923,283.0,144081,other,False,other,other,False,other,other,False,other
Magmatic sulfide,Unknown,41.92970185,94.98848499,,144083,other,False,other,felsic,False,felsic,felsic,False,felsic
IOCG,Paleozoic,46.8480555556,89.7130555556,275.5,144270,other,False,other,felsic,False,felsic,felsic,False,felsic
VMS,Paleozoic,47.3527777778,89.1983333333,373.0,144272,other,False,other,felsic,False,felsic,felsic,False,felsic
Magmatic sulfide,Unknown,45.1277777778,131.344444444,,144450,other,False,other,mafic,False,mafic,mafic,False,mafic
IOCG,Precambrian,25.5472222222,102.229166667,1520.5,144548,mafic,False,mafic,other,False,other,mafic,False,mafic
Magmatic sulfide,Unknown,36.05,102.2,,144713,mafic,False,mafic,felsic,False,felsic,mafic,False,mafic
VMS,Mesozoic,31.25,99.5666666667,233.0,144903,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
VMS,Paleozoic,36.6427777778,104.262222222,445.0,144955,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Paleozoic,36.6577777778,104.229444444,515.0,144957,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Paleozoic,36.783333333333,103.7,515.0,144964,mafic,False,mafic,other,False,other,mafic,False,mafic
VMS,Paleozoic,36.64905,104.25845,515.0,144966,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Precambrian,34.9,106.483333333,750.0,145027,metamorphic,False,metamorphic,other,False,other,metamorphic,False,metamorphic
VMS,Paleozoic,37.4,101.1,445.0,145060,mafic,False,mafic,metamorphic,False,metamorphic,mafic,False,mafic
VMS,Precambrian,29.9333333333,120.5,889.0,145237,other,False,other,other,False,other,other,False,other
IOCG,Precambrian,-5.7878388888889,-50.537411111111,2568.5,145877,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
IOCG,Precambrian,-6.43083773729,-50.068699121475,2675.0,145879,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
IOCG,Unknown,-6.382435109319,-49.547460855723,,145884,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Mesozoic,44.2083333333,142.702777778,100.0,146259,mafic,False,mafic,siliciclastic,False,siliciclastic,mafic,False,mafic
Porphyry,Mesozoic,39.1438888889,46.1377777778,82.0,146855,felsic,False,felsic,other,False,other,felsic,False,felsic
VMS,Mesozoic,31.1844444444,99.5386111111,217.0,146933,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Magmatic sulfide,Paleozoic,26.3166666667,102.083333333,263.0,147060,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Magmatic sulfide,Unknown,26.7952777778,101.575,,147067,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Paleozoic,59.349836,5.232108,464.5,147142,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
VMS,Precambrian,28.4938888889,101.688888889,1900.0,147151,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Sediment-Hosted,Mesozoic,26.5225,102.2,100.0,153539,other,False,other,other,False,other,other,False,other
Sediment-Hosted,Precambrian,24.116666666667,102.16666666667,1500.0,155468,mafic,False,mafic,siliciclastic,False,siliciclastic,mafic,False,mafic
Magmatic sulfide,Unknown,25.05,100.866666667,,155526,mafic,False,mafic,other,False,other,mafic,False,mafic
Sediment-Hosted,Precambrian,24.15,102.16666666667,1500.0,155678,mafic,False,mafic,siliciclastic,False,siliciclastic,mafic,False,mafic
Porphyry,Paleozoic,50.6166666667,19.3666666667,297.5,155764,other,False,other,other,False,other,other,False,other
Magmatic sulfide,Paleozoic,25.7833333333,101.9,261.0,155865,other,False,other,other,False,other,other,False,other
Porphyry,Mesozoic,-38.25,-70.5833333333,74.0,155867,volcanic,False,volcanic,other,False,other,volcanic,False,volcanic
Porphyry,Cenozoic,29.6833333333,88.9333333333,35.55,155898,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,8.63333333333,-82.2,3.95,155979,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Paleozoic,45.3191666667,-71.9202777778,470.0,156937,siliciclastic,False,siliciclastic,metamorphic,False,metamorphic,siliciclastic,False,siliciclastic
Magmatic sulfide,Precambrian,24.975,108.758333333,1064.0,157684,mafic,False,mafic,siliciclastic,False,siliciclastic,mafic,False,mafic
Porphyry,Cenozoic,31.112474953211,-110.43371371659,63.05,158068,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
VMS,Paleozoic,37.585133778547,-7.1153895556927,353.0,158668,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
Porphyry,Cenozoic,23.4333333333,121.45,21.5,158696,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
IOCG,Unknown,-26.558435795857,-70.325290753794,,158934,other,False,other,other,False,other,other,False,other
IOCG,Unknown,67.769281,20.146252,,158941,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Cenozoic,40.278527979238,140.67520582896,15.0,159565,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,47.0258333333,-112.36,46.0,162015,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
Sediment-Hosted,Unknown,48.0694444444,-115.637777778,,163419,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
Sediment-Hosted,Precambrian,48.2294444444,-115.898611111,1500.0,164790,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
Magmatic sulfide,Unknown,47.7502777778,-91.8177777778,,166723,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
VMS,Cenozoic,40.25,140.6,15.0,171360,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Paleozoic,51.47,58.49,398.0,175692,felsic,False,felsic,other,False,other,felsic,False,felsic
Porphyry,Cenozoic,40.615907067831,-111.40513630613,33.0,183025,felsic,False,felsic,other,False,other,felsic,False,felsic
Porphyry,Cenozoic,39.8580555556,-112.125,35.5,183459,felsic,False,felsic,siliciclastic,False,siliciclastic,felsic,False,felsic
Sediment-Hosted,Precambrian,-10.815,26.5886111111,900.0,185349,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Cenozoic,22.815784307634,103.02956451205,36.0,185556,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,22.8833333333,102.583333333,34.05,185558,other,False,other,other,False,other,other,False,other
VMS,Paleozoic,57.384914,61.535013,390.5,185726,felsic,False,felsic,metamorphic,False,metamorphic,felsic,False,felsic
Magmatic sulfide,Unknown,41.86751307,94.92629621,,185761,other,False,other,other,False,other,other,False,other
Magmatic sulfide,Unknown,40.21668356,91.51722021,,185767,other,False,other,other,False,other,other,False,other
Sediment-Hosted,Cenozoic,-18.181922222222,-68.192369444444,45.0,185781,other,False,other,other,False,other,other,False,other
VMS,Paleozoic,54.12,59.33,388.0,185841,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Mesozoic,31.5666666667,99.3,217.0,186441,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
VMS,Paleozoic,24.3333333333,99.75,300.0,186761,metamorphic,False,metamorphic,siliciclastic,False,siliciclastic,metamorphic,False,metamorphic
VMS,Precambrian,49.7694444444,-77.5705555556,2725.0,186817,felsic,False,felsic,mafic,False,mafic,felsic,False,felsic
VMS,Precambrian,49.7891666667,-77.8355555556,2725.0,186819,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Precambrian,49.7755555556,-77.6575,3250.0,186820,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Precambrian,49.7269444444,-77.7455555556,3250.0,186826,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Precambrian,49.71,-77.7077777778,3250.0,186827,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Sediment-Hosted,Unknown,27.95,110.116666667,,187080,other,False,other,other,False,other,other,False,other
Sediment-Hosted,Cenozoic,26.5416666667,112.475,64.0,187092,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Cenozoic,18.9166666667,102.933333333,53.0,187465,metamorphic,False,metamorphic,felsic,False,felsic,metamorphic,False,metamorphic
VMS,Cenozoic,60.0583333333,-147.903333333,20.0,187984,volcanic,False,volcanic,unknown,False,unknown,volcanic,False,volcanic
VMS,Cenozoic,60.02175,-147.91921,60.0,187986,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
VMS,Cenozoic,60.8947222222,-146.701388889,60.0,187989,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
VMS,Cenozoic,60.8533333333,-146.5375,49.95,187990,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Cenozoic,-21.00168271738,-68.808583068848,36.0,188053,other,False,other,felsic,False,felsic,felsic,False,felsic
VMS,Cenozoic,40.323333333333,140.55333333333,14.15,188080,volcanic,False,volcanic,other,False,other,volcanic,False,volcanic
Sediment-Hosted,Mesozoic,-27.7583333333,-70.1916666667,121.0,188137,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Sediment-Hosted,Unknown,-8.8968317923421,28.268504280197,,188882,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Cenozoic,-20.9927777778,-68.6372222222,34.95,189175,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
VMS,Paleozoic,54.166353512661,59.293088063831,390.5,190419,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Paleozoic,51.42382079,60.20430834,375.0,190420,felsic,False,felsic,carbonate,False,carbonate,felsic,False,felsic
Magmatic sulfide,Unknown,-21.212079647903,27.765530415137,,190656,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
IOCG,Precambrian,-6.4192737725761,-50.063018153994,2675.0,190718,felsic,False,felsic,metamorphic,False,metamorphic,felsic,False,felsic
IOCG,Unknown,-6.3972321230049,-50.1044117399,,190736,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Cenozoic,-6.4,-49.6166666667,19.5,191095,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
IOCG,Unknown,-27.526505311158,-70.294626892646,,191196,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,-23.8883333333,-69.3141666667,56.835,191199,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,-23.410833,-68.818888,42.0,191200,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
IOCG,Precambrian,-20.4442714432,140.705879402,1518.5,191789,felsic,False,felsic,other,False,other,felsic,False,felsic
IOCG,Precambrian,-22.0933175,140.572909,1532.5,191790,siliciclastic,False,siliciclastic,other,False,other,siliciclastic,False,siliciclastic
Porphyry,Precambrian,28.033333,-113.56666,785.5,191823,siliciclastic,False,siliciclastic,other,False,other,siliciclastic,False,siliciclastic
IOCG,Unknown,65.082098723874,-134.25716069779,,191825,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
IOCG,Unknown,64.995973603824,-133.998246987,,191826,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
IOCG,Unknown,65.04972402761,-138.13556224874,,191827,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
IOCG,Unknown,65.046936236276,-134.62832740633,,191828,siliciclastic,False,siliciclastic,other,False,other,siliciclastic,False,siliciclastic
IOCG,Unknown,64.973060423158,-134.40582926709,,191829,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
IOCG,Unknown,65.026038635097,-134.41257478951,,191830,siliciclastic,False,siliciclastic,other,False,other,siliciclastic,False,siliciclastic
VMS,Mesozoic,35.4333333333,99.6833333333,250.0,191851,other,False,other,other,False,other,other,False,other
Porphyry,Paleozoic,53.4333333333,96.6666666667,400.0,191957,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Cenozoic,-7.01666666667,-78.3166666667,17.0,191971,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,-7.0383782713972,-78.321445428196,20.020000000000003,191972,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Cenozoic,-6.915,-78.3594444444,15.675,191973,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Magmatic sulfide,Unknown,36.6,100.866666667,,192016,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Paleozoic,38.247394,100.02285,515.0,192017,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Paleozoic,37.4166666667,102.0,480.0,192018,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Paleozoic,-39.1833333333,-70.6333333333,281.0,192115,other,False,other,felsic,False,felsic,felsic,False,felsic
VMS,Paleozoic,61.426944444444,-130.13222222222,360.0,192116,siliciclastic,False,siliciclastic,metamorphic,False,metamorphic,siliciclastic,False,siliciclastic
VMS,Paleozoic,61.883333333333,-131.41666666667,390.0,192120,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Mesozoic,40.6175,39.347777777778,83.0,192198,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Sediment-Hosted,Mesozoic,25.8583333333,101.391666667,70.0,192407,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Magmatic sulfide,Precambrian,24.995422222222,108.77481388889,1004.0,192786,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Magmatic sulfide,Precambrian,24.991786111111,108.85221944444,962.0,192788,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Precambrian,54.860116666667,-99.994002777778,1800.0,193448,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Unknown,41.2517,41.5811,,193482,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Mesozoic,40.87,38.6666,80.0,193486,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Paleozoic,53.107081,55.367362,381.5,193982,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
VMS,Paleozoic,56.71,60.09,410.0,194033,mafic,False,mafic,metamorphic,False,metamorphic,mafic,False,mafic
VMS,Unknown,58.363056,52.362778,,194041,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
VMS,Paleozoic,49.811686111111,-55.805925,488.0,194178,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Cenozoic,46.15,22.8,12.8,194183,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
Porphyry,Mesozoic,38.96,-119.27,169.0,194553,volcanic,False,volcanic,felsic,False,felsic,volcanic,False,volcanic
VMS,Precambrian,49.0008333333,-79.3663888889,3250.0,194599,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,34.55,49.2666666667,15.9,194690,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Cenozoic,32.7508333333,-110.475833333,57.0,194728,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Mesozoic,1.24166666667,-76.6666666667,166.0,194773,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Paleozoic,31.868106326343,-8.1770946993493,350.0,195124,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Cenozoic,54.9463888889,-126.156666667,51.0,195133,volcanic,False,volcanic,felsic,False,felsic,volcanic,False,volcanic
Porphyry,Cenozoic,55.1944444444,-126.315277778,50.0,195134,volcanic,False,volcanic,siliciclastic,False,siliciclastic,volcanic,False,volcanic
VMS,Precambrian,54.702085362391,-101.71880722046,1800.0,195346,mafic,False,mafic,mafic,False,mafic,mafic,False,mafic
VMS,Mesozoic,40.75,40.25,80.0,195350,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
VMS,Precambrian,51.1111111111,-92.6722222222,2740.0,195374,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Unknown,-13.766666,-75.716666,,195392,other,False,other,mafic,False,mafic,mafic,False,mafic
VMS,Precambrian,54.854261111111,-100.493675,1800.0,195437,mafic,False,mafic,mafic,False,mafic,mafic,False,mafic
VMS,Precambrian,54.8594181364,-99.9136161804,1520.5,195439,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Precambrian,54.7775,-101.8825,1800.0,195445,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
VMS,Precambrian,54.702555555556,-101.67497222222,1800.0,195447,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Precambrian,54.726944444444,-101.83222222222,1800.0,195451,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Precambrian,54.676944444444,-102.02861111111,1800.0,195453,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Mesozoic,41.1269,41.126,80.0,195460,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Paleozoic,37.709724,-6.8515252527005,340.0,195554,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Mesozoic,57.125,-131.45,207.5,195671,volcanic,False,volcanic,other,False,other,volcanic,False,volcanic
VMS,Mesozoic,60.121,-152.954,190.0,195712,felsic,False,felsic,other,False,other,felsic,False,felsic
IOCG,Unknown,-29.7194444444,135.583333333,,195768,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,-20.175,-69.0833333333,31.0,195846,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,-19.8097222222,-69.2805555556,58.0,196016,other,False,other,felsic,False,felsic,felsic,False,felsic
VMS,Paleozoic,67.1738888889,-156.386944444,360.0,196312,metamorphic,False,metamorphic,other,False,other,metamorphic,False,metamorphic
Porphyry,Mesozoic,62.1052777778,-141.215833333,111.0,196390,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Cenozoic,56.5116666667,-158.384722222,3.6,196445,volcanic,False,volcanic,siliciclastic,False,siliciclastic,volcanic,False,volcanic
Sediment-Hosted,Unknown,63.2127777778,-149.650833333,,196547,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Sediment-Hosted,Unknown,61.515,-142.836944444,,196592,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Unknown,62.1977777778,-142.702777778,,196596,felsic,False,felsic,other,False,other,felsic,False,felsic
Sediment-Hosted,Unknown,63.2227777778,-149.638888889,,196701,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
VMS,Cenozoic,60.3522222222,-147.65,60.0,197027,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
