Deposit_type,age_category,Latitude,Longitude,Mindat_id,mapped_species_count,present_family_count
Magmatic sulfide,Unknown,42.145666701876,92.525142503803,405074,15,6.0
VMS,Unknown,45.733333333333,-60.416666666667,412590,18,13.0
IOCG,Unknown,-6.4783529249112,-51.209864923378,413049,15,9.0
Sediment-Hosted,Unknown,-10.875871038485,26.596670663273,413086,37,17.0
Porphyry,Unknown,-32.917608,148.04941695033,413873,44,27.0
IOCG,Unknown,45.536628,130.566666,417880,13,10.0
Sediment-Hosted,Unknown,26.126666666667,103.00527777778,418454,20,11.0
VMS,Unknown,34.140994,107.718021,423314,13,10.0
VMS,Unknown,47.718888888889,-66.283333333333,424161,21,16.0
IOCG,Unknown,19.688056,-97.125556,424703,27,11.0
IOCG,Unknown,-27.016666666667,-70.1,425517,13,8.0
Porphyry,Unknown,41.897222222222,25.329166666667,426034,43,21.0
IOCG,Unknown,-6.0,-49.85,426693,17,10.0
IOCG,Unknown,-34.5376924,137.8708404,427366,19,15.0
Magmatic sulfide,Unknown,55.766666666667,-66.933333333333,432887,35,15.0
Magmatic sulfide,Unknown,42.75511661,95.83086032,433058,7,6.0
VMS,Unknown,65.917222222222,-108.36305555556,433522,44,19.0
IOCG,Unknown,27.808333333333,33.070277777778,437536,24,13.0
Sediment-Hosted,Unknown,73.680725698693,-94.302520751953,440458,18,13.0
IOCG,Unknown,41.77594036,91.59081227,441900,13,10.0
IOCG,Unknown,64.166666666667,-117.13333333333,442201,12,9.0
VMS,Unknown,-13.072789867328,-48.265686035156,442215,19,11.0
IOCG,Unknown,67.193888888889,20.88,442509,20,12.0
IOCG,Unknown,67.69276897203,19.502544398374,442519,16,11.0
Sediment-Hosted,Unknown,36.825,47.866666666667,443145,16,12.0
VMS,Unknown,41.2518,41.8195,444000,5,4.0
Magmatic sulfide,Unknown,42.014097081244,110.12197494507,444013,4,4.0
Porphyry,Unknown,29.397727866142,88.390417098999,444419,8,8.0
IOCG,Unknown,38.5356,-7.056,446146,22,12.0
VMS,Unknown,42.878652888977,-8.3208722667072,446710,20,11.0
IOCG,Unknown,65.5039993,130.2771693,454720,31,15.0
VMS,Unknown,37.58493268501,-7.1064014732838,455407,7,2.0
IOCG,Unknown,-6.4833333333333,-49.7,455829,21,17.0
