likelihood,source,prior_setting,seed,topic,rank,family,profile_value
bernoulli,Macrostrat,original,7,7,8,Ni_Co_sulfides_arsenides,0.03133257105946541
bernoulli,Macrostrat,original,7,7,9,Native_elements_misc,0.03071378357708454
bernoulli,Macrostrat,original,7,7,10,Sulfates_other,0.030663931742310524
bernoulli,Macrostrat,equal_high,42,1,1,Fe_sulfides,0.0754179134964943
bernoulli,Macrostrat,equal_high,42,1,2,Cu_sulfides_primary,0.07541218400001526
bernoulli,Macrostrat,equal_high,42,1,3,Micas_sericite,0.0667249858379364
bernoulli,Macrostrat,equal_high,42,1,4,Mo_sulfides,0.06067151948809624
bernoulli,Macrostrat,equal_high,42,1,5,Fe_oxides_hydroxides,0.05939662456512451
bernoulli,Macrostrat,equal_high,42,1,6,Cu_sulfides_supergene,0.055448342114686966
bernoulli,Macrostrat,equal_high,42,1,7,Skarn_calc_silicates,0.05204213410615921
bernoulli,Macrostrat,equal_high,42,1,8,Zn_sulfides,0.04434407129883766
bernoulli,Macrostrat,equal_high,42,1,9,Other_silicates,0.04343884438276291
bernoulli,Macrostrat,equal_high,42,1,10,Pb_sulfides,0.04117373749613762
bernoulli,Macrostrat,equal_high,42,2,1,Fe_sulfides,0.11032018065452576
bernoulli,Macrostrat,equal_high,42,2,2,Cu_carbonates_silicates,0.10994024574756622
bernoulli,Macrostrat,equal_high,42,2,3,Cu_sulfides_primary,0.10874255746603012
bernoulli,Macrostrat,equal_high,42,2,4,Cu_sulfides_supergene,0.09750313311815262
bernoulli,Macrostrat,equal_high,42,2,5,Fe_oxides_hydroxides,0.07458515465259552
bernoulli,Macrostrat,equal_high,42,2,6,Halides_other,0.06347467750310898
bernoulli,Macrostrat,equal_high,42,2,7,Carbonates,0.05544157698750496
bernoulli,Macrostrat,equal_high,42,2,8,Other_silicates,0.04409831017255783
bernoulli,Macrostrat,equal_high,42,2,9,Cu_oxides,0.043392982333898544
bernoulli,Macrostrat,equal_high,42,2,10,Quartz,0.026396868750452995
bernoulli,Macrostrat,equal_high,42,3,1,Cu_sulfides_primary,0.04347696900367737
bernoulli,Macrostrat,equal_high,42,3,2,Fe_sulfides,0.041922442615032196
bernoulli,Macrostrat,equal_high,42,3,3,Zn_sulfides,0.04166317731142044
bernoulli,Macrostrat,equal_high,42,3,4,Cu_sulfides_other,0.04162042587995529
bernoulli,Macrostrat,equal_high,42,3,5,Au_Ag_native,0.04124918580055237
bernoulli,Macrostrat,equal_high,42,3,6,Sulfates_other,0.04057029262185097
bernoulli,Macrostrat,equal_high,42,3,7,Cu_sulfides_supergene,0.039917610585689545
bernoulli,Macrostrat,equal_high,42,3,8,Clay_minerals,0.03984489664435387
bernoulli,Macrostrat,equal_high,42,3,9,Evaporite_sulfates,0.039753321558237076
bernoulli,Macrostrat,equal_high,42,3,10,Native_elements_misc,0.039526309818029404
bernoulli,Macrostrat,equal_high,42,4,1,Fe_sulfides,0.04512137547135353
bernoulli,Macrostrat,equal_high,42,4,2,Barite,0.04452722147107124
bernoulli,Macrostrat,equal_high,42,4,3,As_Sb_Bi_sulfosalts,0.044157303869724274
bernoulli,Macrostrat,equal_high,42,4,4,Zn_sulfides,0.043444957584142685
bernoulli,Macrostrat,equal_high,42,4,5,Sulfides_misc,0.042785655707120895
bernoulli,Macrostrat,equal_high,42,4,6,Cu_sulfides_other,0.042630840092897415
bernoulli,Macrostrat,equal_high,42,4,7,Au_Ag_native,0.04235292226076126
bernoulli,Macrostrat,equal_high,42,4,8,Micas_sericite,0.042230941355228424
bernoulli,Macrostrat,equal_high,42,4,9,Pb_sulfides,0.0420536994934082
bernoulli,Macrostrat,equal_high,42,4,10,Oxides_misc,0.03888094052672386
bernoulli,Macrostrat,equal_high,42,5,1,Native_elements_misc,0.04500442370772362
bernoulli,Macrostrat,equal_high,42,5,2,Other_silicates,0.044671740382909775
bernoulli,Macrostrat,equal_high,42,5,3,Quartz,0.04413297027349472
bernoulli,Macrostrat,equal_high,42,5,4,Cu_sulfides_other,0.04371076822280884
bernoulli,Macrostrat,equal_high,42,5,5,Au_Ag_native,0.043511684983968735
bernoulli,Macrostrat,equal_high,42,5,6,Carbonates,0.04335916042327881
bernoulli,Macrostrat,equal_high,42,5,7,Cu_sulfides_supergene,0.0430353581905365
bernoulli,Macrostrat,equal_high,42,5,8,Ni_Co_sulfides_arsenides,0.04273402690887451
bernoulli,Macrostrat,equal_high,42,5,9,Cu_sulfides_primary,0.04214055463671684
bernoulli,Macrostrat,equal_high,42,5,10,Pb_sulfides,0.041625071316957474
bernoulli,Macrostrat,equal_high,42,6,1,Cu_sulfides_primary,0.09700484573841095
bernoulli,Macrostrat,equal_high,42,6,2,Fe_sulfides,0.09594722837209702
bernoulli,Macrostrat,equal_high,42,6,3,Zn_sulfides,0.07202043384313583
bernoulli,Macrostrat,equal_high,42,6,4,Quartz,0.06502362340688705
bernoulli,Macrostrat,equal_high,42,6,5,Fe_oxides_hydroxides,0.06414760649204254
bernoulli,Macrostrat,equal_high,42,6,6,Pb_sulfides,0.058354079723358154
bernoulli,Macrostrat,equal_high,42,6,7,Ni_Co_sulfides_arsenides,0.056714754551649094
bernoulli,Macrostrat,equal_high,42,6,8,Carbonates,0.05389036610722542
bernoulli,Macrostrat,equal_high,42,6,9,Other_silicates,0.05121965333819389
bernoulli,Macrostrat,equal_high,42,6,10,Micas_sericite,0.04283135011792183
bernoulli,Macrostrat,equal_high,42,7,1,Native_elements_misc,0.03316188231110573
bernoulli,Macrostrat,equal_high,42,7,2,Cu_sulfides_primary,0.03271785005927086
bernoulli,Macrostrat,equal_high,42,7,3,Mo_sulfides,0.03252505138516426
bernoulli,Macrostrat,equal_high,42,7,4,Fe_sulfides,0.032513149082660675
bernoulli,Macrostrat,equal_high,42,7,5,Halides_fluorite,0.03218701481819153
bernoulli,Macrostrat,equal_high,42,7,6,Oxides_misc,0.03210139647126198
bernoulli,Macrostrat,equal_high,42,7,7,Quartz,0.03158223256468773
bernoulli,Macrostrat,equal_high,42,7,8,Halides_other,0.030871834605932236
bernoulli,Macrostrat,equal_high,42,7,9,Ni_Co_sulfides_arsenides,0.030697420239448547
bernoulli,Macrostrat,equal_high,42,7,10,Zn_sulfides,0.030415697023272514
bernoulli,Macrostrat,equal_high,123,1,1,Cu_sulfides_primary,0.07557810097932816
bernoulli,Macrostrat,equal_high,123,1,2,Fe_sulfides,0.0755452886223793
bernoulli,Macrostrat,equal_high,123,1,3,Micas_sericite,0.0663478896021843
bernoulli,Macrostrat,equal_high,123,1,4,Mo_sulfides,0.060548070818185806
bernoulli,Macrostrat,equal_high,123,1,5,Fe_oxides_hydroxides,0.05977340042591095
bernoulli,Macrostrat,equal_high,123,1,6,Cu_sulfides_supergene,0.05482975393533707
bernoulli,Macrostrat,equal_high,123,1,7,Skarn_calc_silicates,0.051920291036367416
bernoulli,Macrostrat,equal_high,123,1,8,Zn_sulfides,0.04481878876686096
bernoulli,Macrostrat,equal_high,123,1,9,Other_silicates,0.04365602135658264
bernoulli,Macrostrat,equal_high,123,1,10,Pb_sulfides,0.04149957373738289
bernoulli,Macrostrat,equal_high,123,2,1,Cu_carbonates_silicates,0.11428066343069077
bernoulli,Macrostrat,equal_high,123,2,2,Fe_sulfides,0.10756460577249527
bernoulli,Macrostrat,equal_high,123,2,3,Cu_sulfides_primary,0.1054612323641777
bernoulli,Macrostrat,equal_high,123,2,4,Cu_sulfides_supergene,0.10065341740846634
bernoulli,Macrostrat,equal_high,123,2,5,Fe_oxides_hydroxides,0.07129205018281937
bernoulli,Macrostrat,equal_high,123,2,6,Halides_other,0.06516879051923752
bernoulli,Macrostrat,equal_high,123,2,7,Carbonates,0.054244861006736755
bernoulli,Macrostrat,equal_high,123,2,8,Cu_oxides,0.04551274701952934
bernoulli,Macrostrat,equal_high,123,2,9,Other_silicates,0.04104003310203552
bernoulli,Macrostrat,equal_high,123,2,10,Quartz,0.026045847684144974
bernoulli,Macrostrat,equal_high,123,3,1,Cu_sulfides_primary,0.0433419905602932
bernoulli,Macrostrat,equal_high,123,3,2,Fe_sulfides,0.042101986706256866
bernoulli,Macrostrat,equal_high,123,3,3,Zn_sulfides,0.04179089516401291
bernoulli,Macrostrat,equal_high,123,3,4,Cu_sulfides_other,0.041255299001932144
bernoulli,Macrostrat,equal_high,123,3,5,Au_Ag_native,0.04083311930298805
bernoulli,Macrostrat,equal_high,123,3,6,Sulfates_other,0.04022748023271561
bernoulli,Macrostrat,equal_high,123,3,7,Clay_minerals,0.039835140109062195
bernoulli,Macrostrat,equal_high,123,3,8,Cu_sulfides_supergene,0.03979994356632233
bernoulli,Macrostrat,equal_high,123,3,9,Evaporite_sulfates,0.03969588503241539
bernoulli,Macrostrat,equal_high,123,3,10,Pb_sulfides,0.039444416761398315
bernoulli,Macrostrat,equal_high,123,4,1,Fe_sulfides,0.04529294744133949
bernoulli,Macrostrat,equal_high,123,4,2,Barite,0.04511167109012604
bernoulli,Macrostrat,equal_high,123,4,3,As_Sb_Bi_sulfosalts,0.043969299644231796
bernoulli,Macrostrat,equal_high,123,4,4,Zn_sulfides,0.043914616107940674
bernoulli,Macrostrat,equal_high,123,4,5,Cu_sulfides_other,0.04333512857556343
bernoulli,Macrostrat,equal_high,123,4,6,Sulfides_misc,0.04309869930148125
bernoulli,Macrostrat,equal_high,123,4,7,Au_Ag_native,0.04280649125576019
bernoulli,Macrostrat,equal_high,123,4,8,Micas_sericite,0.04276556894183159
bernoulli,Macrostrat,equal_high,123,4,9,Pb_sulfides,0.042330943048000336
bernoulli,Macrostrat,equal_high,123,4,10,Other_silicates,0.039280232042074203
bernoulli,Macrostrat,equal_high,123,5,1,Native_elements_misc,0.04498746991157532
bernoulli,Macrostrat,equal_high,123,5,2,Other_silicates,0.04416629672050476
bernoulli,Macrostrat,equal_high,123,5,3,Quartz,0.044015880674123764
bernoulli,Macrostrat,equal_high,123,5,4,Cu_sulfides_other,0.04391167685389519
bernoulli,Macrostrat,equal_high,123,5,5,Au_Ag_native,0.043543145060539246
bernoulli,Macrostrat,equal_high,123,5,6,Carbonates,0.043255724012851715
bernoulli,Macrostrat,equal_high,123,5,7,Ni_Co_sulfides_arsenides,0.04306010901927948
bernoulli,Macrostrat,equal_high,123,5,8,Cu_sulfides_supergene,0.04256375879049301
bernoulli,Macrostrat,equal_high,123,5,9,Cu_sulfides_primary,0.0424061119556427
bernoulli,Macrostrat,equal_high,123,5,10,Pb_sulfides,0.04204624518752098
bernoulli,Macrostrat,equal_high,123,6,1,Cu_sulfides_primary,0.09762872010469437
bernoulli,Macrostrat,equal_high,123,6,2,Fe_sulfides,0.0965256541967392
bernoulli,Macrostrat,equal_high,123,6,3,Zn_sulfides,0.07173235714435577
bernoulli,Macrostrat,equal_high,123,6,4,Fe_oxides_hydroxides,0.06508728861808777
bernoulli,Macrostrat,equal_high,123,6,5,Quartz,0.06466159969568253
bernoulli,Macrostrat,equal_high,123,6,6,Pb_sulfides,0.05785574018955231
bernoulli,Macrostrat,equal_high,123,6,7,Ni_Co_sulfides_arsenides,0.05563752353191376
bernoulli,Macrostrat,equal_high,123,6,8,Carbonates,0.05423362925648689
bernoulli,Macrostrat,equal_high,123,6,9,Other_silicates,0.05048128217458725
bernoulli,Macrostrat,equal_high,123,6,10,Micas_sericite,0.04286164045333862
bernoulli,Macrostrat,equal_high,123,7,1,Oxides_misc,0.03347078338265419
bernoulli,Macrostrat,equal_high,123,7,2,Zn_sulfides,0.0324508361518383
bernoulli,Macrostrat,equal_high,123,7,3,Halides_fluorite,0.0323374979197979
bernoulli,Macrostrat,equal_high,123,7,4,Mo_sulfides,0.03219520300626755
bernoulli,Macrostrat,equal_high,123,7,5,Cu_sulfides_primary,0.03195026516914368
bernoulli,Macrostrat,equal_high,123,7,6,Feldspars,0.03159600496292114
bernoulli,Macrostrat,equal_high,123,7,7,Fe_oxides_hydroxides,0.031204313039779663
bernoulli,Macrostrat,equal_high,123,7,8,Native_elements_misc,0.031059395521879196
bernoulli,Macrostrat,equal_high,123,7,9,Quartz,0.030727440491318703
bernoulli,Macrostrat,equal_high,123,7,10,Halides_other,0.030517280101776123
bernoulli,Macrostrat,equal_high,7,1,1,Fe_sulfides,0.07543916255235672
bernoulli,Macrostrat,equal_high,7,1,2,Cu_sulfides_primary,0.07540922611951828
bernoulli,Macrostrat,equal_high,7,1,3,Micas_sericite,0.06629180908203125
bernoulli,Macrostrat,equal_high,7,1,4,Mo_sulfides,0.060119178146123886
bernoulli,Macrostrat,equal_high,7,1,5,Fe_oxides_hydroxides,0.05948356166481972
bernoulli,Macrostrat,equal_high,7,1,6,Cu_sulfides_supergene,0.0552959106862545
bernoulli,Macrostrat,equal_high,7,1,7,Skarn_calc_silicates,0.05217275768518448
bernoulli,Macrostrat,equal_high,7,1,8,Zn_sulfides,0.04479764401912689
bernoulli,Macrostrat,equal_high,7,1,9,Other_silicates,0.04306482523679733
bernoulli,Macrostrat,equal_high,7,1,10,Pb_sulfides,0.040973011404275894
bernoulli,Macrostrat,equal_high,7,2,1,Cu_carbonates_silicates,0.11208733171224594
bernoulli,Macrostrat,equal_high,7,2,2,Fe_sulfides,0.1089024543762207
bernoulli,Macrostrat,equal_high,7,2,3,Cu_sulfides_primary,0.10725801438093185
bernoulli,Macrostrat,equal_high,7,2,4,Cu_sulfides_supergene,0.09854565560817719
bernoulli,Macrostrat,equal_high,7,2,5,Fe_oxides_hydroxides,0.07572631537914276
bernoulli,Macrostrat,equal_high,7,2,6,Halides_other,0.06340599060058594
bernoulli,Macrostrat,equal_high,7,2,7,Carbonates,0.05291902646422386
bernoulli,Macrostrat,equal_high,7,2,8,Cu_oxides,0.0447356179356575
bernoulli,Macrostrat,equal_high,7,2,9,Other_silicates,0.04340523108839989
bernoulli,Macrostrat,equal_high,7,2,10,Quartz,0.026443487033247948
bernoulli,Macrostrat,equal_high,7,3,1,Cu_sulfides_primary,0.04344438761472702
bernoulli,Macrostrat,equal_high,7,3,2,Fe_sulfides,0.04200942441821098
bernoulli,Macrostrat,equal_high,7,3,3,Zn_sulfides,0.04180154949426651
bernoulli,Macrostrat,equal_high,7,3,4,Cu_sulfides_other,0.041594695299863815
bernoulli,Macrostrat,equal_high,7,3,5,Au_Ag_native,0.04050120338797569
bernoulli,Macrostrat,equal_high,7,3,6,Sulfates_other,0.04030212014913559
bernoulli,Macrostrat,equal_high,7,3,7,Evaporite_sulfates,0.04002632573246956
bernoulli,Macrostrat,equal_high,7,3,8,Clay_minerals,0.04000299423933029
bernoulli,Macrostrat,equal_high,7,3,9,Cu_sulfides_supergene,0.03992030397057533
bernoulli,Macrostrat,equal_high,7,3,10,Native_elements_misc,0.03941849246621132
bernoulli,Macrostrat,equal_high,7,4,1,Barite,0.04528762772679329
bernoulli,Macrostrat,equal_high,7,4,2,Fe_sulfides,0.045259296894073486
bernoulli,Macrostrat,equal_high,7,4,3,Zn_sulfides,0.044508419930934906
bernoulli,Macrostrat,equal_high,7,4,4,As_Sb_Bi_sulfosalts,0.04449623450636864
bernoulli,Macrostrat,equal_high,7,4,5,Cu_sulfides_other,0.04338369518518448
bernoulli,Macrostrat,equal_high,7,4,6,Sulfides_misc,0.04295312985777855
bernoulli,Macrostrat,equal_high,7,4,7,Micas_sericite,0.04290339723229408
bernoulli,Macrostrat,equal_high,7,4,8,Pb_sulfides,0.04231006279587746
bernoulli,Macrostrat,equal_high,7,4,9,Au_Ag_native,0.04218604043126106
bernoulli,Macrostrat,equal_high,7,4,10,Ni_Co_sulfides_arsenides,0.03928550332784653
bernoulli,Macrostrat,equal_high,7,5,1,Native_elements_misc,0.045047078281641006
bernoulli,Macrostrat,equal_high,7,5,2,Other_silicates,0.04461461305618286
bernoulli,Macrostrat,equal_high,7,5,3,Quartz,0.04414140805602074
bernoulli,Macrostrat,equal_high,7,5,4,Cu_sulfides_other,0.04353369399905205
bernoulli,Macrostrat,equal_high,7,5,5,Au_Ag_native,0.04352417215704918
bernoulli,Macrostrat,equal_high,7,5,6,Carbonates,0.04334988817572594
bernoulli,Macrostrat,equal_high,7,5,7,Ni_Co_sulfides_arsenides,0.04313007742166519
bernoulli,Macrostrat,equal_high,7,5,8,Cu_sulfides_supergene,0.042970966547727585
bernoulli,Macrostrat,equal_high,7,5,9,Cu_sulfides_primary,0.04186956584453583
bernoulli,Macrostrat,equal_high,7,5,10,Pb_sulfides,0.04166305437684059
bernoulli,Macrostrat,equal_high,7,6,1,Cu_sulfides_primary,0.09726380556821823
bernoulli,Macrostrat,equal_high,7,6,2,Fe_sulfides,0.09620127081871033
bernoulli,Macrostrat,equal_high,7,6,3,Zn_sulfides,0.0720294937491417
bernoulli,Macrostrat,equal_high,7,6,4,Quartz,0.0655435249209404
bernoulli,Macrostrat,equal_high,7,6,5,Fe_oxides_hydroxides,0.06433238089084625
bernoulli,Macrostrat,equal_high,7,6,6,Pb_sulfides,0.05841294676065445
bernoulli,Macrostrat,equal_high,7,6,7,Ni_Co_sulfides_arsenides,0.055853184312582016
bernoulli,Macrostrat,equal_high,7,6,8,Carbonates,0.054224010556936264
bernoulli,Macrostrat,equal_high,7,6,9,Other_silicates,0.05058931186795235
bernoulli,Macrostrat,equal_high,7,6,10,Micas_sericite,0.042311400175094604
bernoulli,Macrostrat,equal_high,7,7,1,Mo_sulfides,0.032148558646440506
bernoulli,Macrostrat,equal_high,7,7,2,Fe_sulfides,0.032074108719825745
bernoulli,Macrostrat,equal_high,7,7,3,Phosphates_apatite,0.03204674273729324
bernoulli,Macrostrat,equal_high,7,7,4,Halides_fluorite,0.03195808455348015
bernoulli,Macrostrat,equal_high,7,7,5,Native_elements_misc,0.03192068263888359
bernoulli,Macrostrat,equal_high,7,7,6,Zn_sulfides,0.031482260674238205
bernoulli,Macrostrat,equal_high,7,7,7,Cu_sulfides_primary,0.03134363144636154
bernoulli,Macrostrat,equal_high,7,7,8,Au_Ag_native,0.03134216368198395
bernoulli,Macrostrat,equal_high,7,7,9,Oxides_misc,0.03115038387477398
bernoulli,Macrostrat,equal_high,7,7,10,Sulfates_other,0.030707653611898422
bernoulli,GLiM,original,42,1,1,Fe_sulfides,0.07841552048921585
bernoulli,GLiM,original,42,1,2,Cu_sulfides_primary,0.07817056775093079
bernoulli,GLiM,original,42,1,3,Micas_sericite,0.06787319481372833
bernoulli,GLiM,original,42,1,4,Fe_oxides_hydroxides,0.06100277230143547
bernoulli,GLiM,original,42,1,5,Mo_sulfides,0.060917824506759644
bernoulli,GLiM,original,42,1,6,Cu_sulfides_supergene,0.05632559955120087
bernoulli,GLiM,original,42,1,7,Skarn_calc_silicates,0.0535111278295517
bernoulli,GLiM,original,42,1,8,Zn_sulfides,0.044849127531051636
bernoulli,GLiM,original,42,1,9,Other_silicates,0.04176778346300125
bernoulli,GLiM,original,42,1,10,Pb_sulfides,0.04095732793211937
bernoulli,GLiM,original,42,2,1,Quartz,0.07896064966917038
bernoulli,GLiM,original,42,2,2,Cu_sulfides_supergene,0.07830820232629776
bernoulli,GLiM,original,42,2,3,Carbonates,0.07790103554725647
bernoulli,GLiM,original,42,2,4,Cu_sulfides_primary,0.07194623351097107
bernoulli,GLiM,original,42,2,5,Cu_carbonates_silicates,0.06902704387903214
bernoulli,GLiM,original,42,2,6,Fe_sulfides,0.056885767728090286
bernoulli,GLiM,original,42,2,7,Fe_oxides_hydroxides,0.05217348411679268
bernoulli,GLiM,original,42,2,8,Other_silicates,0.04898618534207344
bernoulli,GLiM,original,42,2,9,Native_elements_misc,0.04626120999455452
bernoulli,GLiM,original,42,2,10,Feldspars,0.045933764427900314
bernoulli,GLiM,original,42,3,1,Fe_sulfides,0.04287341237068176
bernoulli,GLiM,original,42,3,2,Cu_sulfides_primary,0.04280208796262741
bernoulli,GLiM,original,42,3,3,Zn_sulfides,0.04166767746210098
bernoulli,GLiM,original,42,3,4,Cu_sulfides_supergene,0.04117470979690552
bernoulli,GLiM,original,42,3,5,Carbonates,0.041154488921165466
bernoulli,GLiM,original,42,3,6,Fe_oxides_hydroxides,0.041121359914541245
bernoulli,GLiM,original,42,3,7,Pb_sulfides,0.04045184329152107
bernoulli,GLiM,original,42,3,8,Quartz,0.040218286216259
bernoulli,GLiM,original,42,3,9,Skarn_calc_silicates,0.04013333469629288
bernoulli,GLiM,original,42,3,10,Micas_sericite,0.03974492847919464
bernoulli,GLiM,original,42,4,1,PGE_alloys_intermetallics,0.03489891439676285
bernoulli,GLiM,original,42,4,2,Native_elements_misc,0.03286443650722504
bernoulli,GLiM,original,42,4,3,Cu_sulfides_primary,0.032848138362169266
bernoulli,GLiM,original,42,4,4,Oxides_misc,0.032120101153850555
bernoulli,GLiM,original,42,4,5,Fe_sulfides,0.03207259997725487
bernoulli,GLiM,original,42,4,6,As_Sb_Bi_sulfosalts,0.032066233456134796
bernoulli,GLiM,original,42,4,7,Sulfides_misc,0.03133096545934677
bernoulli,GLiM,original,42,4,8,Zn_sulfides,0.031220292672514915
bernoulli,GLiM,original,42,4,9,Other_silicates,0.030715836212038994
bernoulli,GLiM,original,42,4,10,Fe_oxides_hydroxides,0.030554404482245445
bernoulli,GLiM,original,42,5,1,Fe_sulfides,0.10537327826023102
bernoulli,GLiM,original,42,5,2,Cu_sulfides_primary,0.10341477394104004
bernoulli,GLiM,original,42,5,3,Zn_sulfides,0.07728633284568787
bernoulli,GLiM,original,42,5,4,Fe_oxides_hydroxides,0.06763416528701782
bernoulli,GLiM,original,42,5,5,Other_silicates,0.055362872779369354
bernoulli,GLiM,original,42,5,6,Ni_Co_sulfides_arsenides,0.05409631133079529
bernoulli,GLiM,original,42,5,7,Pb_sulfides,0.05341169610619545
bernoulli,GLiM,original,42,5,8,Quartz,0.05078374966979027
bernoulli,GLiM,original,42,5,9,Carbonates,0.044036418199539185
bernoulli,GLiM,original,42,5,10,Skarn_calc_silicates,0.042829420417547226
bernoulli,GLiM,original,42,6,1,Zn_sulfides,0.07259035855531693
bernoulli,GLiM,original,42,6,2,Cu_sulfides_primary,0.07226801663637161
bernoulli,GLiM,original,42,6,3,Pb_sulfides,0.07188878208398819
bernoulli,GLiM,original,42,6,4,Fe_sulfides,0.07151465117931366
bernoulli,GLiM,original,42,6,5,Quartz,0.06732842326164246
bernoulli,GLiM,original,42,6,6,Barite,0.05497531220316887
bernoulli,GLiM,original,42,6,7,Ni_Co_sulfides_arsenides,0.05080831050872803
bernoulli,GLiM,original,42,6,8,Carbonates,0.04662002623081207
bernoulli,GLiM,original,42,6,9,Au_Ag_native,0.04635714367032051
bernoulli,GLiM,original,42,6,10,Fe_oxides_hydroxides,0.04441073536872864
bernoulli,GLiM,original,42,7,1,Cu_sulfides_other,0.03421679511666298
bernoulli,GLiM,original,42,7,2,Sulfates_other,0.03401363641023636
bernoulli,GLiM,original,42,7,3,Sulfides_misc,0.03315664455294609
bernoulli,GLiM,original,42,7,4,As_Sb_Bi_sulfosalts,0.033053893595933914
bernoulli,GLiM,original,42,7,5,Ni_Co_sulfides_arsenides,0.03302595764398575
bernoulli,GLiM,original,42,7,6,Oxides_misc,0.032882507890462875
bernoulli,GLiM,original,42,7,7,Micas_sericite,0.03195002302527428
bernoulli,GLiM,original,42,7,8,Zn_sulfides,0.03144794702529907
bernoulli,GLiM,original,42,7,9,Phosphates_other,0.0314091295003891
bernoulli,GLiM,original,42,7,10,Cu_sulfides_primary,0.030813073739409447
bernoulli,GLiM,original,123,1,1,Fe_sulfides,0.07811642438173294
bernoulli,GLiM,original,123,1,2,Cu_sulfides_primary,0.07797867059707642
bernoulli,GLiM,original,123,1,3,Micas_sericite,0.06835991889238358
bernoulli,GLiM,original,123,1,4,Mo_sulfides,0.06168993562459946
bernoulli,GLiM,original,123,1,5,Fe_oxides_hydroxides,0.06149449571967125
bernoulli,GLiM,original,123,1,6,Cu_sulfides_supergene,0.05661497265100479
bernoulli,GLiM,original,123,1,7,Skarn_calc_silicates,0.05383835360407829
bernoulli,GLiM,original,123,1,8,Zn_sulfides,0.04412073269486427
bernoulli,GLiM,original,123,1,9,Pb_sulfides,0.04110492393374443
bernoulli,GLiM,original,123,1,10,Other_silicates,0.04099215194582939
bernoulli,GLiM,original,123,2,1,Quartz,0.07923179119825363
bernoulli,GLiM,original,123,2,2,Cu_sulfides_supergene,0.07908640056848526
bernoulli,GLiM,original,123,2,3,Carbonates,0.07769753038883209
bernoulli,GLiM,original,123,2,4,Cu_sulfides_primary,0.07254977524280548
bernoulli,GLiM,original,123,2,5,Cu_carbonates_silicates,0.06822293996810913
bernoulli,GLiM,original,123,2,6,Fe_sulfides,0.05775332450866699
bernoulli,GLiM,original,123,2,7,Fe_oxides_hydroxides,0.05284127965569496
bernoulli,GLiM,original,123,2,8,Other_silicates,0.047752536833286285
bernoulli,GLiM,original,123,2,9,Native_elements_misc,0.046954408288002014
bernoulli,GLiM,original,123,2,10,Feldspars,0.04592987895011902
bernoulli,GLiM,original,123,3,1,Cu_sulfides_primary,0.04313028231263161
bernoulli,GLiM,original,123,3,2,Fe_sulfides,0.04306173324584961
bernoulli,GLiM,original,123,3,3,Zn_sulfides,0.04176876321434975
bernoulli,GLiM,original,123,3,4,Cu_sulfides_supergene,0.0415784977376461
bernoulli,GLiM,original,123,3,5,Carbonates,0.0415019690990448
bernoulli,GLiM,original,123,3,6,Fe_oxides_hydroxides,0.04146093875169754
bernoulli,GLiM,original,123,3,7,Pb_sulfides,0.04090134799480438
bernoulli,GLiM,original,123,3,8,Quartz,0.040520597249269485
bernoulli,GLiM,original,123,3,9,Skarn_calc_silicates,0.04036790505051613
bernoulli,GLiM,original,123,3,10,Sulfates_other,0.039858974516391754
bernoulli,GLiM,original,123,4,1,PGE_alloys_intermetallics,0.03703325241804123
bernoulli,GLiM,original,123,4,2,Oxides_misc,0.03367875888943672
bernoulli,GLiM,original,123,4,3,Native_elements_misc,0.03271957114338875
bernoulli,GLiM,original,123,4,4,As_Sb_Bi_sulfosalts,0.03262701258063316
bernoulli,GLiM,original,123,4,5,Sulfides_misc,0.03201771900057793
bernoulli,GLiM,original,123,4,6,Other_silicates,0.03197856619954109
bernoulli,GLiM,original,123,4,7,Cu_sulfides_primary,0.031776294112205505
bernoulli,GLiM,original,123,4,8,Fe_sulfides,0.03169453516602516
bernoulli,GLiM,original,123,4,9,Skarn_calc_silicates,0.03100680001080036
bernoulli,GLiM,original,123,4,10,Fe_oxides_hydroxides,0.03075331263244152
bernoulli,GLiM,original,123,5,1,Fe_sulfides,0.10584177821874619
bernoulli,GLiM,original,123,5,2,Cu_sulfides_primary,0.10358189046382904
bernoulli,GLiM,original,123,5,3,Zn_sulfides,0.07789616286754608
bernoulli,GLiM,original,123,5,4,Fe_oxides_hydroxides,0.06850332766771317
bernoulli,GLiM,original,123,5,5,Other_silicates,0.05442291125655174
bernoulli,GLiM,original,123,5,6,Pb_sulfides,0.053925614804029465
bernoulli,GLiM,original,123,5,7,Ni_Co_sulfides_arsenides,0.053335532546043396
bernoulli,GLiM,original,123,5,8,Quartz,0.05124179273843765
bernoulli,GLiM,original,123,5,9,Skarn_calc_silicates,0.04370500519871712
bernoulli,GLiM,original,123,5,10,Micas_sericite,0.043673813343048096
bernoulli,GLiM,original,123,6,1,Zn_sulfides,0.07262313365936279
bernoulli,GLiM,original,123,6,2,Cu_sulfides_primary,0.07253824174404144
bernoulli,GLiM,original,123,6,3,Pb_sulfides,0.0722079649567604
bernoulli,GLiM,original,123,6,4,Fe_sulfides,0.07146332412958145
bernoulli,GLiM,original,123,6,5,Quartz,0.06698449701070786
bernoulli,GLiM,original,123,6,6,Barite,0.05373433977365494
bernoulli,GLiM,original,123,6,7,Ni_Co_sulfides_arsenides,0.050711363554000854
bernoulli,GLiM,original,123,6,8,Carbonates,0.047642216086387634
