Deposit_type,age_category,Latitude,Longitude,age_midpoint_ma,Mindat_id,Macrostrat_raw_lithology,Macrostrat_model_lithology,GLiM_raw_lithology,GLiM_model_lithology
VMS,Cenozoic,40.323333333333,140.55333333333,14.15,188080,volcanic,volcanic,other,other
Sediment-Hosted,Mesozoic,-27.7583333333,-70.1916666667,121.0,188137,volcanic,volcanic,volcanic,volcanic
Sediment-Hosted,Unknown,-8.8968317923421,28.268504280197,,188882,other,other,metamorphic,metamorphic
Porphyry,Cenozoic,-20.9927777778,-68.6372222222,34.95,189175,other,other,siliciclastic,siliciclastic
VMS,Paleozoic,54.166353512661,59.293088063831,390.5,190419,mafic,mafic,volcanic,volcanic
VMS,Paleozoic,51.42382079,60.20430834,375.0,190420,felsic,felsic,carbonate,carbonate
Magmatic sulfide,Unknown,-21.212079647903,27.765530415137,,190656,volcanic,volcanic,metamorphic,metamorphic
IOCG,Precambrian,-6.4192737725761,-50.063018153994,2675.0,190718,felsic,felsic,metamorphic,metamorphic
IOCG,Unknown,-6.3972321230049,-50.1044117399,,190736,felsic,felsic,volcanic,volcanic
Porphyry,Cenozoic,-6.4,-49.6166666667,19.5,191095,felsic,felsic,felsic,felsic
IOCG,Unknown,-27.526505311158,-70.294626892646,,191196,other,other,other,other
Porphyry,Cenozoic,-23.8883333333,-69.3141666667,56.835,191199,other,other,volcanic,volcanic
Porphyry,Cenozoic,-23.410833,-68.818888,42.0,191200,other,other,siliciclastic,siliciclastic
IOCG,Precambrian,-20.4442714432,140.705879402,1518.5,191789,felsic,felsic,other,other
IOCG,Precambrian,-22.0933175,140.572909,1532.5,191790,siliciclastic,siliciclastic,other,other
Porphyry,Precambrian,28.033333,-113.56666,785.5,191823,siliciclastic,siliciclastic,other,other
IOCG,Unknown,65.082098723874,-134.25716069779,,191825,carbonate,carbonate,other,other
IOCG,Unknown,64.995973603824,-133.998246987,,191826,carbonate,carbonate,other,other
IOCG,Unknown,65.04972402761,-138.13556224874,,191827,carbonate,carbonate,other,other
IOCG,Unknown,65.046936236276,-134.62832740633,,191828,siliciclastic,siliciclastic,other,other
IOCG,Unknown,64.973060423158,-134.40582926709,,191829,carbonate,carbonate,siliciclastic,siliciclastic
IOCG,Unknown,65.026038635097,-134.41257478951,,191830,siliciclastic,siliciclastic,other,other
VMS,Mesozoic,35.4333333333,99.6833333333,250.0,191851,other,other,other,other
Porphyry,Paleozoic,53.4333333333,96.6666666667,400.0,191957,other,other,carbonate,carbonate
Porphyry,Cenozoic,-7.01666666667,-78.3166666667,17.0,191971,other,other,other,other
Porphyry,Cenozoic,-7.0383782713972,-78.321445428196,20.020000000000003,191972,other,other,carbonate,carbonate
Porphyry,Cenozoic,-6.915,-78.3594444444,15.675,191973,other,other,carbonate,carbonate
Magmatic sulfide,Unknown,36.6,100.866666667,,192016,other,other,metamorphic,metamorphic
VMS,Paleozoic,38.247394,100.02285,515.0,192017,other,other,volcanic,volcanic
VMS,Paleozoic,37.4166666667,102.0,480.0,192018,mafic,mafic,volcanic,volcanic
Porphyry,Paleozoic,-39.1833333333,-70.6333333333,281.0,192115,other,other,felsic,felsic
VMS,Paleozoic,61.426944444444,-130.13222222222,360.0,192116,siliciclastic,siliciclastic,metamorphic,metamorphic
VMS,Paleozoic,61.883333333333,-131.41666666667,390.0,192120,mafic,mafic,volcanic,volcanic
VMS,Mesozoic,40.6175,39.347777777778,83.0,192198,volcanic,volcanic,volcanic,volcanic
Sediment-Hosted,Mesozoic,25.8583333333,101.391666667,70.0,192407,other,other,siliciclastic,siliciclastic
Magmatic sulfide,Precambrian,24.995422222222,108.77481388889,1004.0,192786,mafic,mafic,volcanic,volcanic
Magmatic sulfide,Precambrian,24.991786111111,108.85221944444,962.0,192788,mafic,mafic,volcanic,volcanic
VMS,Precambrian,54.860116666667,-99.994002777778,1800.0,193448,mafic,mafic,volcanic,volcanic
VMS,Unknown,41.2517,41.5811,,193482,volcanic,volcanic,volcanic,volcanic
VMS,Mesozoic,40.87,38.6666,80.0,193486,volcanic,volcanic,volcanic,volcanic
VMS,Paleozoic,53.107081,55.367362,381.5,193982,carbonate,carbonate,other,other
VMS,Paleozoic,56.71,60.09,410.0,194033,mafic,mafic,metamorphic,metamorphic
VMS,Unknown,58.363056,52.362778,,194041,carbonate,carbonate,other,other
VMS,Paleozoic,49.811686111111,-55.805925,488.0,194178,mafic,mafic,volcanic,volcanic
Porphyry,Cenozoic,46.15,22.8,12.8,194183,carbonate,carbonate,siliciclastic,siliciclastic
Porphyry,Mesozoic,38.96,-119.27,169.0,194553,volcanic,volcanic,felsic,felsic
VMS,Precambrian,49.0008333333,-79.3663888889,3250.0,194599,volcanic,volcanic,volcanic,volcanic
Porphyry,Cenozoic,34.55,49.2666666667,15.9,194690,other,other,carbonate,carbonate
Porphyry,Cenozoic,32.7508333333,-110.475833333,57.0,194728,felsic,felsic,felsic,felsic
Porphyry,Mesozoic,1.24166666667,-76.6666666667,166.0,194773,felsic,felsic,volcanic,volcanic
VMS,Paleozoic,31.868106326343,-8.1770946993493,350.0,195124,other,other,carbonate,carbonate
Porphyry,Cenozoic,54.9463888889,-126.156666667,51.0,195133,volcanic,volcanic,felsic,felsic
Porphyry,Cenozoic,55.1944444444,-126.315277778,50.0,195134,volcanic,volcanic,siliciclastic,siliciclastic
VMS,Precambrian,54.702085362391,-101.71880722046,1800.0,195346,mafic,mafic,mafic,mafic
VMS,Mesozoic,40.75,40.25,80.0,195350,volcanic,volcanic,metamorphic,metamorphic
VMS,Precambrian,51.1111111111,-92.6722222222,2740.0,195374,volcanic,volcanic,volcanic,volcanic
Porphyry,Unknown,-13.766666,-75.716666,,195392,other,other,mafic,mafic
VMS,Precambrian,54.854261111111,-100.493675,1800.0,195437,mafic,mafic,mafic,mafic
VMS,Precambrian,54.8594181364,-99.9136161804,1520.5,195439,mafic,mafic,volcanic,volcanic
VMS,Precambrian,54.7775,-101.8825,1800.0,195445,volcanic,volcanic,metamorphic,metamorphic
VMS,Precambrian,54.702555555556,-101.67497222222,1800.0,195447,volcanic,volcanic,volcanic,volcanic
VMS,Precambrian,54.726944444444,-101.83222222222,1800.0,195451,volcanic,volcanic,volcanic,volcanic
VMS,Precambrian,54.676944444444,-102.02861111111,1800.0,195453,volcanic,volcanic,volcanic,volcanic
VMS,Mesozoic,41.1269,41.126,80.0,195460,volcanic,volcanic,volcanic,volcanic
VMS,Paleozoic,37.709724,-6.8515252527005,340.0,195554,volcanic,volcanic,volcanic,volcanic
Porphyry,Mesozoic,57.125,-131.45,207.5,195671,volcanic,volcanic,other,other
VMS,Mesozoic,60.121,-152.954,190.0,195712,felsic,felsic,other,other
IOCG,Unknown,-29.7194444444,135.583333333,,195768,siliciclastic,siliciclastic,siliciclastic,siliciclastic
Porphyry,Cenozoic,-20.175,-69.0833333333,31.0,195846,felsic,felsic,felsic,felsic
Porphyry,Cenozoic,-19.8097222222,-69.2805555556,58.0,196016,other,other,felsic,felsic
VMS,Paleozoic,67.1738888889,-156.386944444,360.0,196312,metamorphic,metamorphic,other,other
Porphyry,Mesozoic,62.1052777778,-141.215833333,111.0,196390,felsic,felsic,volcanic,volcanic
Porphyry,Cenozoic,56.5116666667,-158.384722222,3.6,196445,volcanic,volcanic,siliciclastic,siliciclastic
Sediment-Hosted,Unknown,63.2127777778,-149.650833333,,196547,siliciclastic,siliciclastic,siliciclastic,siliciclastic
Sediment-Hosted,Unknown,61.515,-142.836944444,,196592,mafic,mafic,volcanic,volcanic
Porphyry,Unknown,62.1977777778,-142.702777778,,196596,felsic,felsic,other,other
Sediment-Hosted,Unknown,63.2227777778,-149.638888889,,196701,siliciclastic,siliciclastic,siliciclastic,siliciclastic
VMS,Cenozoic,60.3522222222,-147.65,60.0,197027,mafic,mafic,volcanic,volcanic
VMS,Paleozoic,63.2683333333,-144.265,390.0,197159,metamorphic,metamorphic,other,other
VMS,Paleozoic,67.1247222222,-155.956944444,371.0,198217,metamorphic,metamorphic,other,other
Porphyry,Cenozoic,60.36,-154.32,59.5,198360,felsic,felsic,siliciclastic,siliciclastic
Sediment-Hosted,Unknown,63.2077777778,-149.652777778,,198517,siliciclastic,siliciclastic,siliciclastic,siliciclastic
Sediment-Hosted,Unknown,63.2258333333,-149.623888889,,198681,mafic,mafic,siliciclastic,siliciclastic
Porphyry,Cenozoic,59.0194444444,-137.083333333,34.05,198741,metamorphic,metamorphic,unknown,unknown
Porphyry,Unknown,58.99,-136.102777778,,199212,metamorphic,metamorphic,metamorphic,metamorphic
Porphyry,Mesozoic,62.2038888889,-142.844722222,105.0,199265,felsic,felsic,volcanic,volcanic
Porphyry,Mesozoic,59.8969444444,-155.294722222,88.0,199343,mafic,mafic,volcanic,volcanic
Sediment-Hosted,Unknown,65.1769444444,-141.052777778,,199407,carbonate,carbonate,other,other
Porphyry,Cenozoic,55.6297222222,-160.67,6.4,199526,felsic,felsic,siliciclastic,siliciclastic
Sediment-Hosted,Unknown,63.2397222222,-149.61,,199695,volcanic,volcanic,siliciclastic,siliciclastic
Porphyry,Cenozoic,64.1333333333,-157.05,40.0,199759,mafic,mafic,volcanic,volcanic
Sediment-Hosted,Unknown,63.1638888889,-149.785833333,,199951,volcanic,volcanic,other,other
VMS,Paleozoic,67.0702777778,-155.042777778,371.0,200220,metamorphic,metamorphic,other,other
Porphyry,Mesozoic,63.5208333333,-141.323611111,68.5,200298,felsic,felsic,metamorphic,metamorphic
VMS,Unknown,35.041434061824,33.107964992523,,203361,mafic,mafic,felsic,felsic
VMS,Mesozoic,34.976388888889,33.346388888889,100.0,203368,mafic,mafic,felsic,felsic
Porphyry,Paleozoic,-33.4666666667,149.0,440.0,203397,mafic,mafic,other,other
VMS,Precambrian,48.5341666667,-81.5608333333,2707.0,203668,felsic,felsic,volcanic,volcanic
VMS,Unknown,48.5911111111,-81.605,,203671,mafic,mafic,volcanic,volcanic
Porphyry,Mesozoic,56.4675,-130.268888889,193.5,203679,volcanic,volcanic,other,other
Porphyry,Mesozoic,56.5,-130.266666667,193.5,203680,volcanic,volcanic,other,other
Porphyry,Mesozoic,56.6666666667,-131.1,195.0,203681,volcanic,volcanic,other,other
Porphyry,Cenozoic,-5.9666666,150.38333,24.0,203737,other,other,carbonate,carbonate
Porphyry,Cenozoic,-5.1666666,151.71666,25.0,203740,other,other,carbonate,carbonate
Sediment-Hosted,Precambrian,-32.5255555556,138.485833333,630.0,203795,carbonate,carbonate,other,other
VMS,Paleozoic,38.234867,-8.4652,356.35,204066,other,other,other,other
VMS,Paleozoic,37.775328150648,-6.8592882195662,329.0,204443,volcanic,volcanic,volcanic,volcanic
Porphyry,Paleozoic,54.936212607143,61.234102249146,342.0,204650,mafic,mafic,carbonate,carbonate
Porphyry,Paleozoic,54.9963888889,61.0880555556,347.0,204651,mafic,mafic,volcanic,volcanic
Sediment-Hosted,Paleozoic,51.215080401552,15.733901222229,260.0,204813,metamorphic,metamorphic,other,other
VMS,Paleozoic,37.799351372967,-6.966848151502,320.0,204930,volcanic,volcanic,volcanic,volcanic
VMS,Paleozoic,37.77543,-8.649542,340.0,204949,carbonate,carbonate,volcanic,volcanic
Porphyry,Cenozoic,38.701,46.705,14.15,205026,volcanic,volcanic,volcanic,volcanic
IOCG,Unknown,67.4957308,23.9213719,,205327,felsic,felsic,felsic,felsic
IOCG,Unknown,67.556883240796,23.979828357697,,205328,mafic,mafic,other,other
VMS,Unknown,45.7666666667,135.966666667,,205423,other,other,other,other
Porphyry,Precambrian,-14.229609307099,-49.372732004979,726.0,205449,metamorphic,metamorphic,other,other
VMS,Precambrian,48.3552777778,-79.1175,2698.0,205483,volcanic,volcanic,volcanic,volcanic
VMS,Cenozoic,37.3880555556,139.441666667,14.15,205615,volcanic,volcanic,other,other
Porphyry,Cenozoic,53.9166666667,157.383333333,14.15,205740,metamorphic,metamorphic,metamorphic,metamorphic
Porphyry,Paleozoic,67.8666666667,66.3333333333,315.0,205742,siliciclastic,siliciclastic,other,other
Porphyry,Paleozoic,54.9611111111,61.1255555556,342.0,205743,mafic,mafic,carbonate,carbonate
Porphyry,Unknown,52.9333333333,96.7833333333,,205745,other,other,felsic,felsic
Porphyry,Unknown,29.88,55.8994444444,,205747,volcanic,volcanic,volcanic,volcanic
Porphyry,Cenozoic,30.4205555556,55.1672222222,11.0,205749,mafic,mafic,volcanic,volcanic
Porphyry,Cenozoic,28.9,57.2333333333,12.0,205750,carbonate,carbonate,other,other
Porphyry,Paleozoic,48.7083333333,98.3416666667,252.5,205756,other,other,mafic,mafic
Porphyry,Mesozoic,46.6833333333,104.883333333,222.0,205760,felsic,felsic,siliciclastic,siliciclastic
Porphyry,Paleozoic,44.0,106.166666667,330.0,205761,other,other,felsic,felsic
Porphyry,Paleozoic,48.7166666667,98.3416666667,275.0,205763,other,other,other,other
Porphyry,Precambrian,-12.6072222222,27.8819444444,1964.0,205764,metamorphic,metamorphic,metamorphic,metamorphic
Porphyry,Cenozoic,-3.15833333333,119.483333333,10.6,205766,mafic,mafic,felsic,felsic
Porphyry,Cenozoic,0.951944444444,121.770555556,8.75,205767,mafic,mafic,volcanic,volcanic
Porphyry,Cenozoic,0.345277777778,123.402222222,3.0,205768,mafic,mafic,volcanic,volcanic
Porphyry,Cenozoic,0.516666666667,123.216666667,3.75,205769,mafic,mafic,volcanic,volcanic
Porphyry,Cenozoic,-0.611666666667,128.091666667,3.95,205772,other,other,siliciclastic,siliciclastic
Porphyry,Unknown,-0.516666666667,127.583333333,,205773,mafic,mafic,volcanic,volcanic
Porphyry,Cenozoic,-7.22,106.56,3.1,205784,other,other,other,other
Porphyry,Unknown,-1.7,101.25,,205785,mafic,mafic,volcanic,volcanic
Porphyry,Cenozoic,5.03333333333,95.95,11.0,205792,metamorphic,metamorphic,volcanic,volcanic
Porphyry,Mesozoic,42.3422222222,26.2958333333,81.0,205795,felsic,felsic,other,other
Porphyry,Mesozoic,42.35097,24.213907,128.135,205796,felsic,felsic,felsic,felsic
Porphyry,Mesozoic,42.3552777778,24.3391666667,90.0,205797,siliciclastic,siliciclastic,felsic,felsic
Porphyry,Mesozoic,41.9741666667,27.5344444444,80.5,205798,metamorphic,metamorphic,other,other
Porphyry,Mesozoic,42.4833333333,23.4166666667,76.0,205799,felsic,felsic,felsic,felsic
Porphyry,Precambrian,-17.5333333333,-51.6,771.0,205844,other,other,other,other
Porphyry,Paleozoic,-37.5736111111,148.008611111,407.0,205845,siliciclastic,siliciclastic,other,other
Porphyry,Paleozoic,-37.6113888889,142.6075,515.0,205846,volcanic,volcanic,siliciclastic,siliciclastic
Porphyry,Paleozoic,-32.7183333333,140.208888889,440.0,205847,felsic,felsic,felsic,felsic
Porphyry,Precambrian,-20.890332290252,120.10404179858,3234.0,205849,mafic,mafic,siliciclastic,siliciclastic
Porphyry,Cenozoic,45.9833333333,23.0333333333,10.0,205854,carbonate,carbonate,siliciclastic,siliciclastic
Porphyry,Cenozoic,-28.6333333333,-69.8833333333,33.5,205857,other,other,other,other
Porphyry,Cenozoic,-22.9666666667,-69.0583333333,41.55,205858,other,other,other,other
Porphyry,Cenozoic,-27.7833333333,-69.2333333333,13.89,205859,other,other,siliciclastic,siliciclastic
Porphyry,Cenozoic,-22.975463130546,-69.061440941728,44.3,205860,other,other,other,other
Porphyry,Cenozoic,-21.9538888889,-68.7355555556,33.2,205861,other,other,volcanic,volcanic
Porphyry,Cenozoic,-20.9016666667,-68.8852777778,35.0,205862,other,other,siliciclastic,siliciclastic
Porphyry,Cenozoic,-22.9877777778,-69.0763888889,36.69,205864,other,other,felsic,felsic
Porphyry,Cenozoic,-27.2666666667,-66.65,8.5,205923,other,other,volcanic,volcanic
Porphyry,Cenozoic,-27.4,-66.55,7.1,205926,other,other,metamorphic,metamorphic
Porphyry,Cenozoic,-27.2833333333,-66.5666666667,7.9,205927,other,other,other,other
Porphyry,Cenozoic,-26.3,-67.9,14.15,205928,other,other,other,other
Porphyry,Unknown,-27.3833333333,-66.2166666667,,205929,other,other,felsic,felsic
Porphyry,Paleozoic,-30.0,-69.1666666667,261.0,205930,other,other,other,other
Porphyry,Unknown,-30.9333333333,-69.6333333333,,205932,volcanic,volcanic,volcanic,volcanic
Porphyry,Cenozoic,-31.2416666667,-70.1766666667,65.0,205933,volcanic,volcanic,volcanic,volcanic
Porphyry,Cenozoic,-18.1066666667,178.178333333,6.0,205935,mafic,mafic,volcanic,volcanic
Porphyry,Cenozoic,39.8116666667,25.1922222222,52.5,205936,volcanic,volcanic,volcanic,volcanic
Porphyry,Cenozoic,41.019946,25.746143,19.6,205937,metamorphic,metamorphic,volcanic,volcanic
Porphyry,Unknown,41.089063397424,23.130098848306,,205938,carbonate,carbonate,metamorphic,metamorphic
Porphyry,Unknown,18.5166666667,-70.25,,205939,volcanic,volcanic,siliciclastic,siliciclastic
Porphyry,Cenozoic,-22.4666666667,-68.9666666667,35.5,205942,other,other,other,other
Porphyry,Cenozoic,-23.3,-69.2333333333,63.5,205943,other,other,siliciclastic,siliciclastic
Porphyry,Cenozoic,-22.37964284915,-68.914602851868,33.5,205944,other,other,other,other
Porphyry,Cenozoic,-21.9166666667,-69.8333333333,15.99,205945,other,other,siliciclastic,siliciclastic
Porphyry,Cenozoic,-22.4166666667,-68.95,37.900000000000006,205947,other,other,other,other
Porphyry,Cenozoic,-32.4075,-70.425,11.35,205949,other,other,volcanic,volcanic
Porphyry,Mesozoic,-46.0333333333,-72.15,85.0,205950,volcanic,volcanic,volcanic,volcanic
Porphyry,Unknown,-18.5933333333,-69.45,,205951,felsic,felsic,volcanic,volcanic
Porphyry,Cenozoic,-28.5,-70.3,64.0,205952,other,other,felsic,felsic
Porphyry,Mesozoic,31.6591666667,53.8497222222,112.0,205978,felsic,felsic,other,other
Porphyry,Cenozoic,31.5763888889,53.8233333333,29.0,205979,carbonate,carbonate,other,other
Porphyry,Paleozoic,46.9897222222,74.9872222222,329.5,205981,other,other,felsic,felsic
Porphyry,Paleozoic,49.1591666667,75.6008333333,308.5,205982,felsic,felsic,other,other
Porphyry,Unknown,52.3333333333,62.1833333333,,205983,other,other,other,other
Porphyry,Paleozoic,50.152366,73.004547,410.0,205984,felsic,felsic,other,other
Porphyry,Precambrian,51.846900508083,74.291111826897,552.5,205985,other,other,other,other
Porphyry,Mesozoic,19.3833333333,-100.683333333,136.0,205986,volcanic,volcanic,volcanic,volcanic
Porphyry,Precambrian,19.1166666667,-102.916666667,1012.45,205987,volcanic,volcanic,carbonate,carbonate
Porphyry,Cenozoic,19.0013888889,-101.955555556,32.5,205988,volcanic,volcanic,felsic,felsic
Porphyry,Cenozoic,15.3188888889,-92.3305555556,5.8,205989,metamorphic,metamorphic,volcanic,volcanic
Porphyry,Mesozoic,27.0516666667,-108.341111111,200.0,205991,felsic,felsic,volcanic,volcanic
Porphyry,Cenozoic,26.2522222222,-107.329444444,46.3,205992,felsic,felsic,other,other
Porphyry,Cenozoic,19.45,-96.85,3.95,205993,mafic,mafic,volcanic,volcanic
Porphyry,Cenozoic,31.0555555556,-110.420833333,63.0,205994,felsic,felsic,felsic,felsic
Porphyry,Cenozoic,25.6680555556,-107.351111111,53.7,205996,felsic,felsic,volcanic,volcanic
Porphyry,Cenozoic,26.7236111111,-108.233333333,57.2,205998,volcanic,volcanic,volcanic,volcanic
Porphyry,Unknown,-5.715,-79.2069444444,,206003,other,other,felsic,felsic
Porphyry,Unknown,-13.9291666667,-75.35,,206004,other,other,volcanic,volcanic
Porphyry,Cenozoic,-17.097725754867,-70.627246168525,54.0,206005,other,other,volcanic,volcanic
Porphyry,Cenozoic,-14.9083333333,-71.3133333333,33.0,206008,volcanic,volcanic,volcanic,volcanic
Porphyry,Cenozoic,-6.08333333333,-79.2833333333,15.0,206009,other,other,volcanic,volcanic
Porphyry,Mesozoic,44.095,22.0941666667,85.07,206012,felsic,felsic,volcanic,volcanic
Porphyry,Cenozoic,43.2333333333,20.7166666667,28.45,206013,volcanic,volcanic,volcanic,volcanic
VMS,Precambrian,-21.304821351187,119.27789306641,3250.0,206050,mafic,mafic,other,other
VMS,Precambrian,-21.122252058441,119.25905055786,3250.0,206052,metamorphic,metamorphic,siliciclastic,siliciclastic
IOCG,Precambrian,-21.8,140.716666667,1532.5,206070,felsic,felsic,other,other
Porphyry,Cenozoic,45.869722222222,22.870833333333,12.8,206132,carbonate,carbonate,carbonate,carbonate
Porphyry,Unknown,44.75,21.95,,206134,carbonate,carbonate,metamorphic,metamorphic
Porphyry,Mesozoic,45.5666666667,22.2333333333,76.555,206135,other,other,carbonate,carbonate
Porphyry,Cenozoic,46.2666666667,22.15,8.45,206136,volcanic,volcanic,metamorphic,metamorphic
Porphyry,Unknown,44.75,22.0,,206137,metamorphic,metamorphic,metamorphic,metamorphic
Porphyry,Unknown,45.55,22.35,,206138,other,other,carbonate,carbonate
Porphyry,Cenozoic,46.15,22.85,11.355,206139,carbonate,carbonate,volcanic,volcanic
Porphyry,Cenozoic,46.0611111111,22.9666666667,11.335,206140,carbonate,carbonate,siliciclastic,siliciclastic
Porphyry,Cenozoic,46.1666666667,22.9,14.15,206141,carbonate,carbonate,carbonate,carbonate
Porphyry,Unknown,50.4666666667,19.6166666667,,206142,other,other,carbonate,carbonate
Porphyry,Unknown,50.1166666667,19.95,,206143,carbonate,carbonate,other,other
Porphyry,Mesozoic,58.9666666667,152.683333333,115.475,206145,other,other,unknown,unknown
Porphyry,Mesozoic,66.6,164.566666667,141.8,206147,siliciclastic,siliciclastic,other,other
Porphyry,Cenozoic,66.4833333333,164.733333333,22.2,206148,siliciclastic,siliciclastic,volcanic,volcanic
Porphyry,Cenozoic,54.2833333333,157.666666667,14.15,206152,other,other,felsic,felsic
Porphyry,Mesozoic,59.7166666667,150.316666667,94.5,206153,other,other,unknown,unknown
Porphyry,Mesozoic,59.25,153.766666667,122.55,206154,other,other,unknown,unknown
Porphyry,Cenozoic,53.75,126.616666667,10.5,206156,other,other,volcanic,volcanic
Porphyry,Paleozoic,54.05,89.5666666667,355.5,206157,other,other,siliciclastic,siliciclastic
Porphyry,Paleozoic,53.2333333333,60.5666666667,340.0,206158,felsic,felsic,felsic,felsic
Porphyry,Paleozoic,53.0875,57.4683333333,351.5,206159,felsic,felsic,other,other
Porphyry,Paleozoic,54.7166666667,61.0666666667,338.5,206160,carbonate,carbonate,carbonate,carbonate
Porphyry,Unknown,41.0977777778,70.1258333333,,206163,other,other,volcanic,volcanic
Porphyry,Paleozoic,40.7986111111,69.7061111111,347.5,206167,volcanic,volcanic,carbonate,carbonate
Porphyry,Paleozoic,40.7769444444,69.7791666667,289.5,206169,other,other,felsic,felsic
Porphyry,Cenozoic,-9.61194,160.16424,28.45,206170,mafic,mafic,other,other
Porphyry,Cenozoic,-9.36666666667,159.733333333,2.655,206171,mafic,mafic,volcanic,volcanic
Porphyry,Cenozoic,-9.43333333333,159.833333333,24.4,206172,mafic,mafic,other,other
Porphyry,Cenozoic,-8.08333333333,157.516666667,3.95,206173,mafic,mafic,volcanic,volcanic
Porphyry,Mesozoic,66.525,19.8136111111,94.5,206176,siliciclastic,siliciclastic,metamorphic,metamorphic
Porphyry,Unknown,10.1333333333,124.25,,206180,mafic,mafic,siliciclastic,siliciclastic
Porphyry,Cenozoic,11.8166666667,125.25,10.65,206190,other,other,other,other
Porphyry,Cenozoic,9.43333333333,122.7,19.5,206191,other,other,other,other
Porphyry,Cenozoic,9.58333333333,122.566666667,17.5,206195,other,other,felsic,felsic
Porphyry,Unknown,9.56666666667,122.633333333,,206196,other,other,felsic,felsic
Porphyry,Unknown,13.5,121.883333333,,206199,other,other,other,other
Porphyry,Cenozoic,13.424352095715,121.98377421588,20.5,206202,other,other,other,other
Porphyry,Cenozoic,9.6002021352618,125.55099008653,3.95,206205,other,other,other,other
Porphyry,Unknown,7.55,126.166666667,,206207,other,other,other,other
Porphyry,Unknown,7.59166666667,126.066666667,,206208,other,other,other,other
Porphyry,Cenozoic,7.35,126.016666667,10.65,206210,other,other,other,other
Porphyry,Unknown,6.56666666667,124.4,,206211,other,other,other,other
Porphyry,Cenozoic,40.8566666667,39.6530555556,60.65,206212,volcanic,volcanic,volcanic,volcanic
Porphyry,Mesozoic,41.8333333333,27.6783333333,75.0,206213,metamorphic,metamorphic,metamorphic,metamorphic
Porphyry,Mesozoic,41.9333333333,27.45,81.69999999999999,206214,metamorphic,metamorphic,carbonate,carbonate
Porphyry,Mesozoic,41.9113888889,27.3166666667,73.95,206217,metamorphic,metamorphic,carbonate,carbonate
Porphyry,Mesozoic,41.2229,41.9574,123.565,206218,volcanic,volcanic,metamorphic,metamorphic
Porphyry,Cenozoic,39.2666666667,39.6,36.0,206219,metamorphic,metamorphic,other,other
Porphyry,Cenozoic,40.9261111111,35.44,37.9,206220,volcanic,volcanic,volcanic,volcanic
Porphyry,Unknown,39.630195375142,27.106821860005,,206222,felsic,felsic,metamorphic,metamorphic
Porphyry,Cenozoic,40.5775,40.9045,60.65,206223,other,other,felsic,felsic
Porphyry,Cenozoic,38.9219444444,46.1883333333,39.5,206293,felsic,felsic,felsic,felsic
Porphyry,Mesozoic,41.1047222222,44.8566666667,145.5,206294,felsic,felsic,volcanic,volcanic
Porphyry,Mesozoic,39.1,46.4666666667,143.5,206295,felsic,felsic,volcanic,volcanic
Porphyry,Cenozoic,39.375,46.0227777778,22.0,206296,other,other,volcanic,volcanic
Porphyry,Paleozoic,41.8,22.8666666667,315.0,206299,metamorphic,metamorphic,siliciclastic,siliciclastic
Porphyry,Cenozoic,41.3666666667,22.8166666667,35.599999999999994,206300,metamorphic,metamorphic,metamorphic,metamorphic
Porphyry,Cenozoic,41.6166666667,22.8833333333,22.0,206301,metamorphic,metamorphic,metamorphic,metamorphic
Porphyry,Cenozoic,-2.01666666667,146.883333333,15.0,206303,felsic,felsic,volcanic,volcanic
Porphyry,Cenozoic,-2.11666666667,146.95,13.5,206304,felsic,felsic,carbonate,carbonate
Porphyry,Cenozoic,-5.01666666667,141.216666667,3.95,206306,other,other,carbonate,carbonate
Porphyry,Cenozoic,-5.06666666667,141.333333333,3.65,206307,other,other,other,other
Porphyry,Unknown,-6.75,146.283333333,,206308,volcanic,volcanic,carbonate,carbonate
Porphyry,Cenozoic,-9.3,147.583333333,4.42,206309,volcanic,volcanic,metamorphic,metamorphic
Porphyry,Unknown,-24.1333333333,-66.6,,206311,felsic,felsic,other,other
Porphyry,Cenozoic,-25.1444444444,-66.7625,15.0,206312,felsic,felsic,other,other
Porphyry,Cenozoic,-24.5666666667,-67.7833333333,29.0,206314,felsic,felsic,felsic,felsic
Porphyry,Cenozoic,-24.5833333333,-67.7333333333,31.3,206315,felsic,felsic,felsic,felsic
Porphyry,Paleozoic,-32.1377777778,-69.4391666667,263.5,206317,other,other,siliciclastic,siliciclastic
Porphyry,Mesozoic,-32.25,-69.4333333333,144.0,206318,other,other,siliciclastic,siliciclastic
Porphyry,Cenozoic,-37.4325,-70.4666666667,45.0,206319,volcanic,volcanic,other,other
Porphyry,Cenozoic,-32.4166666667,-69.0833333333,13.75,206321,other,other,siliciclastic,siliciclastic
Porphyry,Cenozoic,-32.4833333333,-69.1,13.75,206322,other,other,siliciclastic,siliciclastic
Porphyry,Mesozoic,40.0166666667,46.75,135.0,206323,volcanic,volcanic,other,other
Porphyry,Mesozoic,40.6333333333,45.85,135.0,206324,volcanic,volcanic,volcanic,volcanic
Porphyry,Cenozoic,40.575991933259,45.803415911642,44.85,206325,volcanic,volcanic,volcanic,volcanic
Porphyry,Mesozoic,40.5134,46.0806,135.0,206326,volcanic,volcanic,volcanic,volcanic
Porphyry,Unknown,22.1166666667,-80.0333333333,,206328,mafic,mafic,carbonate,carbonate
Porphyry,Unknown,9.69722222222,-83.3583333333,,206330,other,other,volcanic,volcanic
