Mindat_id,Deposit_type,age_category,Macrostrat_model_lithology,GLiM_model_lithology,mapped_species_count,present_family_count,Mindat_id,documentation_rank_within_type,documentation_percentile_within_type,remove_top_documented
25120,Porphyry,Mesozoic,felsic,volcanic,69,28.0,25120,10,0.01680672268907563,True
25121,Porphyry,Mesozoic,felsic,carbonate,73,25.0,25121,7,0.011764705882352941,True
25286,Sediment-Hosted,Unknown,carbonate,other,23,16.0,25286,23,0.16666666666666666,False
252865,VMS,Precambrian,volcanic,volcanic,16,11.0,252865,161,0.47214076246334313,False
25293,Sediment-Hosted,Paleozoic,siliciclastic,siliciclastic,19,12.0,25293,40,0.2898550724637681,False
25303,VMS,Precambrian,mafic,metamorphic,56,21.0,25303,11,0.03225806451612903,True
25368,Porphyry,Cenozoic,other,volcanic,28,19.0,25368,125,0.21008403361344538,False
25444,Porphyry,Unknown,siliciclastic,other,4,3.0,25444,583,0.9798319327731092,False
254752,VMS,Precambrian,siliciclastic,siliciclastic,5,4.0,254752,316,0.9266862170087976,False
254956,VMS,Unknown,felsic,volcanic,5,4.0,254956,317,0.9296187683284457,False
254957,VMS,Precambrian,volcanic,metamorphic,6,5.0,254957,298,0.873900293255132,False
25581,Porphyry,Cenozoic,felsic,volcanic,16,12.0,25581,296,0.49747899159663866,False
25611,VMS,Mesozoic,other,carbonate,9,7.0,25611,243,0.7126099706744868,False
25612,VMS,Mesozoic,other,carbonate,5,4.0,25612,307,0.9002932551319648,False
25613,VMS,Cenozoic,felsic,volcanic,20,16.0,25613,109,0.3196480938416422,False
25615,VMS,Mesozoic,other,carbonate,5,4.0,25615,308,0.9032258064516129,False
2567,VMS,Cenozoic,other,felsic,19,13.0,2567,121,0.3548387096774194,False
256822,VMS,Precambrian,volcanic,volcanic,3,3.0,256822,339,0.9941348973607038,False
25693,VMS,Precambrian,volcanic,metamorphic,30,18.0,25693,49,0.1436950146627566,False
256957,VMS,Precambrian,mafic,volcanic,21,10.0,256957,107,0.31378299120234604,False
257036,VMS,Precambrian,mafic,volcanic,12,10.0,257036,208,0.6099706744868035,False
257043,VMS,Precambrian,mafic,volcanic,12,10.0,257043,209,0.6129032258064516,False
257044,VMS,Precambrian,mafic,volcanic,9,7.0,257044,245,0.718475073313783,False
257046,VMS,Precambrian,mafic,metamorphic,7,6.0,257046,274,0.8035190615835777,False
25759,Magmatic sulfide,Precambrian,other,metamorphic,46,21.0,25759,13,0.16049382716049382,False
258149,Sediment-Hosted,Unknown,carbonate,other,3,2.0,258149,138,1.0,False
25845,Porphyry,Cenozoic,felsic,volcanic,22,18.0,25845,182,0.3058823529411765,False
258979,VMS,Cenozoic,volcanic,other,11,9.0,258979,221,0.6480938416422287,False
25904,Porphyry,Cenozoic,mafic,volcanic,21,16.0,25904,201,0.3378151260504202,False
259043,VMS,Mesozoic,volcanic,volcanic,16,12.0,259043,155,0.45454545454545453,False
259234,Magmatic sulfide,Unknown,mafic,mafic,20,11.0,259234,38,0.4691358024691358,False
25940,VMS,Precambrian,volcanic,volcanic,6,5.0,25940,290,0.8504398826979472,False
25949,Porphyry,Mesozoic,felsic,volcanic,36,22.0,25949,73,0.1226890756302521,False
25958,Magmatic sulfide,Unknown,mafic,mafic,9,4.0,25958,68,0.8395061728395061,False
2596,Porphyry,Mesozoic,carbonate,metamorphic,70,23.0,2596,9,0.015126050420168067,True
259639,IOCG,Unknown,volcanic,siliciclastic,24,17.0,259639,37,0.45121951219512196,False
260009,Magmatic sulfide,Mesozoic,other,felsic,18,8.0,260009,44,0.5432098765432098,False
26138,VMS,Paleozoic,mafic,volcanic,10,9.0,26138,225,0.6598240469208211,False
26155,Porphyry,Mesozoic,volcanic,volcanic,33,22.0,26155,84,0.1411764705882353,False
26201,VMS,Paleozoic,mafic,volcanic,21,14.0,26201,104,0.30498533724340177,False
262768,VMS,Paleozoic,other,siliciclastic,4,3.0,262768,330,0.967741935483871,False
26314,Magmatic sulfide,Unknown,mafic,metamorphic,17,7.0,26314,49,0.6049382716049383,False
263387,IOCG,Unknown,metamorphic,other,29,18.0,263387,26,0.3170731707317073,False
263633,IOCG,Precambrian,siliciclastic,metamorphic,17,10.0,263633,55,0.6707317073170732,False
26538,IOCG,Unknown,metamorphic,other,9,7.0,26538,74,0.9024390243902439,False
265550,IOCG,Precambrian,carbonate,other,14,11.0,265550,61,0.7439024390243902,False
265644,Porphyry,Unknown,volcanic,volcanic,33,18.0,265644,91,0.15294117647058825,False
266410,Magmatic sulfide,Unknown,other,other,19,11.0,266410,40,0.49382716049382713,False
26686,Porphyry,Unknown,felsic,felsic,17,12.0,26686,279,0.4689075630252101,False
26702,Sediment-Hosted,Precambrian,felsic,metamorphic,21,14.0,26702,25,0.18115942028985507,False
270268,Sediment-Hosted,Cenozoic,carbonate,other,7,7.0,270268,93,0.6739130434782609,False
27056,IOCG,Unknown,mafic,felsic,34,22.0,27056,19,0.23170731707317074,False
270647,VMS,Unknown,mafic,metamorphic,14,6.0,270647,185,0.5425219941348973,False
27162,Porphyry,Mesozoic,carbonate,carbonate,43,24.0,27162,46,0.0773109243697479,True
27221,Porphyry,Cenozoic,other,volcanic,43,23.0,27221,47,0.07899159663865546,True
27227,Porphyry,Cenozoic,other,felsic,41,23.0,27227,58,0.09747899159663866,True
272287,VMS,Paleozoic,felsic,other,22,14.0,272287,98,0.2873900293255132,False
2725,Magmatic sulfide,Precambrian,metamorphic,metamorphic,59,19.0,2725,7,0.08641975308641975,True
27261,Porphyry,Cenozoic,other,metamorphic,27,16.0,27261,136,0.22857142857142856,False
272685,VMS,Unknown,mafic,siliciclastic,18,14.0,272685,135,0.39589442815249265,False
273386,IOCG,Precambrian,metamorphic,other,15,12.0,273386,59,0.7195121951219512,False
274837,Porphyry,Unknown,other,other,31,19.0,274837,106,0.1781512605042017,False
2751,Magmatic sulfide,Mesozoic,carbonate,siliciclastic,187,25.0,2751,1,0.012345679012345678,True
27717,VMS,Precambrian,volcanic,metamorphic,4,3.0,27717,326,0.9560117302052786,False
2778,Sediment-Hosted,Precambrian,metamorphic,other,60,22.0,2778,4,0.028985507246376812,True
27934,VMS,Paleozoic,felsic,volcanic,18,13.0,27934,136,0.39882697947214074,False
28042,Sediment-Hosted,Precambrian,volcanic,metamorphic,7,6.0,28042,95,0.6884057971014492,False
28095,VMS,Mesozoic,volcanic,other,44,21.0,28095,21,0.06158357771260997,True
28109,VMS,Mesozoic,mafic,felsic,29,15.0,28109,57,0.16715542521994134,False
28110,VMS,Mesozoic,mafic,felsic,5,5.0,28110,300,0.8797653958944281,False
28152,VMS,Mesozoic,metamorphic,felsic,4,4.0,28152,320,0.9384164222873901,False
28230,Porphyry,Cenozoic,carbonate,felsic,46,27.0,28230,36,0.06050420168067227,True
28448,Porphyry,Cenozoic,other,metamorphic,44,24.0,28448,43,0.07226890756302522,True
285574,Porphyry,Mesozoic,carbonate,siliciclastic,5,5.0,285574,557,0.9361344537815126,False
28584,VMS,Paleozoic,unknown,unknown,5,5.0,28584,301,0.8826979472140762,False
28588,Porphyry,Unknown,other,other,29,17.0,28588,120,0.20168067226890757,False
28719,VMS,Paleozoic,other,metamorphic,25,10.0,28719,81,0.2375366568914956,False
28720,VMS,Paleozoic,other,metamorphic,5,4.0,28720,309,0.906158357771261,False
28721,VMS,Paleozoic,other,metamorphic,7,5.0,28721,275,0.8064516129032258,False
28722,VMS,Paleozoic,other,metamorphic,12,9.0,28722,211,0.6187683284457478,False
28723,VMS,Paleozoic,other,metamorphic,16,11.0,28723,159,0.4662756598240469,False
28724,VMS,Paleozoic,other,other,20,12.0,28724,113,0.3313782991202346,False
289643,VMS,Unknown,other,other,8,8.0,289643,250,0.7331378299120235,False
290467,Sediment-Hosted,Unknown,other,siliciclastic,4,3.0,290467,123,0.8913043478260869,False
292624,Sediment-Hosted,Unknown,felsic,volcanic,9,5.0,292624,90,0.6521739130434783,False
292660,IOCG,Unknown,metamorphic,other,31,16.0,292660,22,0.2682926829268293,False
295016,VMS,Mesozoic,mafic,volcanic,18,13.0,295016,139,0.40762463343108507,False
296327,VMS,Unknown,felsic,felsic,21,15.0,296327,102,0.2991202346041056,False
29703,VMS,Precambrian,felsic,metamorphic,25,15.0,29703,78,0.2287390029325513,False
297726,IOCG,Unknown,volcanic,metamorphic,12,7.0,297726,70,0.8536585365853658,False
298078,Magmatic sulfide,Precambrian,mafic,metamorphic,11,6.0,298078,62,0.7654320987654321,False
301111,VMS,Unknown,siliciclastic,other,26,14.0,301111,75,0.21994134897360704,False
301415,Porphyry,Unknown,mafic,volcanic,22,15.0,301415,193,0.3243697478991597,False
30204,Porphyry,Mesozoic,felsic,other,44,24.0,30204,44,0.07394957983193277,True
302291,VMS,Unknown,mafic,volcanic,23,16.0,302291,89,0.26099706744868034,False
302499,IOCG,Unknown,volcanic,other,18,8.0,302499,52,0.6341463414634146,False
302593,VMS,Unknown,metamorphic,metamorphic,31,20.0,302593,47,0.1378299120234604,False
302747,Magmatic sulfide,Unknown,volcanic,metamorphic,16,8.0,302747,53,0.654320987654321,False
30621,Sediment-Hosted,Precambrian,metamorphic,other,19,13.0,30621,38,0.2753623188405797,False
3064,Magmatic sulfide,Unknown,mafic,mafic,16,8.0,3064,51,0.6296296296296297,False
30673,Sediment-Hosted,Unknown,volcanic,other,90,26.0,30673,1,0.007246376811594203,True
3075,Magmatic sulfide,Unknown,mafic,volcanic,32,14.0,3075,26,0.32098765432098764,False
308054,VMS,Unknown,mafic,carbonate,15,9.0,308054,175,0.5131964809384164,False
308438,VMS,Unknown,other,other,35,20.0,308438,36,0.10557184750733138,False
308609,VMS,Unknown,volcanic,other,14,9.0,308609,184,0.5395894428152492,False
30976,Porphyry,Cenozoic,carbonate,siliciclastic,11,9.0,30976,399,0.6705882352941176,False
310457,VMS,Unknown,felsic,felsic,4,4.0,310457,325,0.9530791788856305,False
3123,VMS,Paleozoic,carbonate,other,80,25.0,3123,4,0.011730205278592375,True
32000,Porphyry,Cenozoic,other,other,9,8.0,32000,453,0.761344537815126,False
32440,Porphyry,Cenozoic,mafic,other,54,22.0,32440,22,0.03697478991596639,True
32562,Sediment-Hosted,Cenozoic,other,other,21,13.0,32562,26,0.18840579710144928,False
32728,VMS,Unknown,carbonate,metamorphic,18,13.0,32728,137,0.40175953079178883,False
32750,IOCG,Unknown,felsic,felsic,35,18.0,32750,18,0.21951219512195122,False
32790,VMS,Unknown,volcanic,metamorphic,20,17.0,32790,108,0.31671554252199413,False
33241,Porphyry,Precambrian,felsic,volcanic,15,10.0,33241,332,0.5579831932773109,False
3326,Porphyry,Cenozoic,carbonate,siliciclastic,81,25.0,3326,4,0.0067226890756302525,True
332884,VMS,Unknown,other,felsic,8,6.0,332884,261,0.7653958944281525,False
333667,VMS,Unknown,other,other,5,5.0,333667,306,0.8973607038123167,False
3346,VMS,Precambrian,felsic,felsic,58,23.0,3346,10,0.02932551319648094,True
3373,Porphyry,Unknown,other,other,20,14.0,3373,218,0.3663865546218487,False
3374,Porphyry,Cenozoic,felsic,volcanic,52,22.0,3374,26,0.043697478991596636,True
3376,Porphyry,Cenozoic,other,other,68,23.0,3376,11,0.018487394957983194,True
3377,Porphyry,Mesozoic,carbonate,siliciclastic,59,24.0,3377,16,0.02689075630252101,True
33954,VMS,Paleozoic,metamorphic,metamorphic,18,13.0,33954,138,0.4046920821114369,False
339708,IOCG,Unknown,metamorphic,metamorphic,11,9.0,339708,71,0.8658536585365854,False
34420,VMS,Paleozoic,felsic,felsic,9,6.0,34420,246,0.7214076246334311,False
34428,VMS,Paleozoic,carbonate,metamorphic,33,13.0,34428,44,0.12903225806451613,False
344977,IOCG,Unknown,other,metamorphic,13,10.0,344977,63,0.7682926829268293,False
34975,Porphyry,Cenozoic,other,volcanic,33,19.0,34975,89,0.1495798319327731,False
35613,VMS,Paleozoic,metamorphic,metamorphic,13,8.0,35613,201,0.5894428152492669,False
36285,VMS,Unknown,carbonate,metamorphic,18,12.0,36285,141,0.41348973607038125,False
36363,VMS,Paleozoic,metamorphic,metamorphic,20,14.0,36363,110,0.3225806451612903,False
36818,Porphyry,Mesozoic,other,other,33,23.0,36818,83,0.13949579831932774,False
37441,Porphyry,Unknown,felsic,felsic,31,20.0,37441,101,0.16974789915966387,False
38508,Sediment-Hosted,Mesozoic,siliciclastic,siliciclastic,38,16.0,38508,8,0.057971014492753624,True
3856,Sediment-Hosted,Precambrian,siliciclastic,siliciclastic,47,25.0,3856,7,0.050724637681159424,True
39272,Porphyry,Precambrian,other,felsic,56,27.0,39272,18,0.030252100840336135,True
39273,Porphyry,Cenozoic,other,volcanic,79,30.0,39273,6,0.010084033613445379,True
39275,Porphyry,Cenozoic,other,felsic,29,19.0,39275,115,0.19327731092436976,False
3978,Porphyry,Cenozoic,carbonate,siliciclastic,47,23.0,3978,33,0.05546218487394958,True
405074,Magmatic sulfide,Unknown,other,other,15,6.0,405074,57,0.7037037037037037,False
412590,VMS,Unknown,volcanic,volcanic,18,13.0,412590,140,0.41055718475073316,False
41271,Sediment-Hosted,Paleozoic,other,metamorphic,21,10.0,41271,27,0.1956521739130435,False
41272,Sediment-Hosted,Precambrian,other,metamorphic,3,3.0,41272,125,0.9057971014492754,False
41275,Sediment-Hosted,Precambrian,other,metamorphic,12,9.0,41275,72,0.5217391304347826,False
413049,IOCG,Unknown,volcanic,metamorphic,15,9.0,413049,60,0.7317073170731707,False
413086,Sediment-Hosted,Unknown,other,metamorphic,37,17.0,413086,10,0.07246376811594203,True
413873,Porphyry,Unknown,felsic,other,44,27.0,413873,41,0.06890756302521009,True
417880,IOCG,Unknown,other,siliciclastic,13,10.0,417880,64,0.7804878048780488,False
4181,Porphyry,Cenozoic,felsic,felsic,92,30.0,4181,2,0.0033613445378151263,True
418454,Sediment-Hosted,Unknown,mafic,other,20,11.0,418454,35,0.2536231884057971,False
42054,Sediment-Hosted,Unknown,carbonate,siliciclastic,18,13.0,42054,42,0.30434782608695654,False
42058,Sediment-Hosted,Unknown,carbonate,siliciclastic,11,9.0,42058,75,0.5434782608695652,False
423314,VMS,Unknown,other,carbonate,13,10.0,423314,199,0.5835777126099707,False
42400,Sediment-Hosted,Precambrian,other,metamorphic,14,7.0,42400,63,0.45652173913043476,False
424161,VMS,Unknown,volcanic,siliciclastic,21,16.0,424161,101,0.2961876832844575,False
424703,IOCG,Unknown,volcanic,volcanic,27,11.0,424703,30,0.36585365853658536,False
425517,IOCG,Unknown,other,other,13,8.0,425517,67,0.8170731707317073,False
426034,Porphyry,Unknown,felsic,volcanic,43,21.0,426034,48,0.08067226890756303,True
426693,IOCG,Unknown,felsic,felsic,17,10.0,426693,56,0.6829268292682927,False
427366,IOCG,Unknown,metamorphic,other,19,15.0,427366,50,0.6097560975609756,False
4322,Sediment-Hosted,Paleozoic,other,metamorphic,89,22.0,4322,2,0.014492753623188406,True
43252,IOCG,Cenozoic,other,other,25,19.0,43252,35,0.4268292682926829,False
432887,Magmatic sulfide,Unknown,volcanic,volcanic,35,15.0,432887,22,0.2716049382716049,False
433058,Magmatic sulfide,Unknown,other,other,7,6.0,433058,69,0.8518518518518519,False
4331,Sediment-Hosted,Unknown,other,metamorphic,13,7.0,4331,68,0.4927536231884058,False
433522,VMS,Unknown,felsic,volcanic,44,19.0,433522,22,0.06451612903225806,True
4343,Sediment-Hosted,Precambrian,metamorphic,metamorphic,6,5.0,4343,101,0.7318840579710145,False
4345,Sediment-Hosted,Precambrian,metamorphic,metamorphic,20,14.0,4345,30,0.21739130434782608,False
4346,Sediment-Hosted,Precambrian,metamorphic,metamorphic,5,4.0,4346,111,0.8043478260869565,False
4349,Sediment-Hosted,Paleozoic,volcanic,metamorphic,29,18.0,4349,16,0.11594202898550725,False
4350,Sediment-Hosted,Unknown,volcanic,metamorphic,12,10.0,4350,69,0.5,False
43582,Porphyry,Cenozoic,mafic,carbonate,42,22.0,43582,54,0.0907563025210084,True
43585,Porphyry,Unknown,other,siliciclastic,9,9.0,43585,448,0.7529411764705882,False
4364,VMS,Cenozoic,volcanic,volcanic,20,13.0,4364,112,0.3284457478005865,False
43642,Porphyry,Mesozoic,felsic,felsic,80,31.0,43642,5,0.008403361344537815,True
437536,IOCG,Unknown,mafic,metamorphic,24,13.0,437536,38,0.4634146341463415,False
4381,VMS,Precambrian,mafic,volcanic,80,23.0,4381,5,0.01466275659824047,True
44003,Sediment-Hosted,Precambrian,other,metamorphic,54,16.0,44003,5,0.036231884057971016,True
440458,Sediment-Hosted,Unknown,carbonate,other,18,13.0,440458,43,0.3115942028985507,False
44061,VMS,Precambrian,volcanic,metamorphic,19,13.0,44061,122,0.35777126099706746,False
44124,Porphyry,Mesozoic,volcanic,volcanic,25,19.0,44124,146,0.2453781512605042,False
441900,IOCG,Unknown,metamorphic,felsic,13,10.0,441900,65,0.7926829268292683,False
442201,IOCG,Unknown,felsic,volcanic,12,9.0,442201,69,0.8414634146341463,False
442215,VMS,Unknown,mafic,metamorphic,19,11.0,442215,131,0.3841642228739003,False
442509,IOCG,Unknown,felsic,volcanic,20,12.0,442509,49,0.5975609756097561,False
442519,IOCG,Unknown,felsic,volcanic,16,11.0,442519,58,0.7073170731707317,False
443145,Sediment-Hosted,Unknown,other,metamorphic,16,12.0,443145,49,0.35507246376811596,False
444000,VMS,Unknown,volcanic,volcanic,5,4.0,444000,318,0.9325513196480938,False
444013,Magmatic sulfide,Unknown,other,other,4,4.0,444013,74,0.9135802469135802,False
444419,Porphyry,Unknown,felsic,volcanic,8,8.0,444419,479,0.8050420168067227,False
44460,VMS,Paleozoic,mafic,siliciclastic,17,12.0,44460,151,0.44281524926686217,False
446146,IOCG,Unknown,carbonate,carbonate,22,12.0,446146,43,0.524390243902439,False
4464,Porphyry,Cenozoic,volcanic,siliciclastic,52,19.0,4464,27,0.0453781512605042,True
446710,VMS,Unknown,siliciclastic,metamorphic,20,11.0,446710,116,0.34017595307917886,False
44769,VMS,Precambrian,volcanic,metamorphic,21,17.0,44769,100,0.2932551319648094,False
4496,VMS,Precambrian,volcanic,metamorphic,68,26.0,4496,7,0.020527859237536656,True
454720,IOCG,Unknown,siliciclastic,siliciclastic,31,15.0,454720,23,0.2804878048780488,False
455407,VMS,Unknown,carbonate,other,7,2.0,455407,279,0.8181818181818182,False
455829,IOCG,Unknown,felsic,volcanic,21,17.0,455829,44,0.5365853658536586,False
45680,Sediment-Hosted,Precambrian,siliciclastic,siliciclastic,13,10.0,45680,65,0.47101449275362317,False
45788,Sediment-Hosted,Unknown,siliciclastic,siliciclastic,5,5.0,45788,110,0.7971014492753623,False
45790,Sediment-Hosted,Unknown,siliciclastic,siliciclastic,7,6.0,45790,96,0.6956521739130435,False
45920,VMS,Precambrian,felsic,volcanic,5,4.0,45920,310,0.9090909090909091,False
46287,VMS,Unknown,carbonate,metamorphic,6,6.0,46287,281,0.8240469208211144,False
46329,VMS,Paleozoic,mafic,metamorphic,19,16.0,46329,118,0.3460410557184751,False
46331,VMS,Paleozoic,metamorphic,felsic,35,21.0,46331,34,0.09970674486803519,True
46414,VMS,Precambrian,felsic,volcanic,8,7.0,46414,252,0.7390029325513197,False
46421,VMS,Paleozoic,felsic,metamorphic,43,22.0,46421,23,0.06744868035190615,True
46745,VMS,Paleozoic,volcanic,metamorphic,13,10.0,46745,194,0.5689149560117303,False
46971,VMS,Unknown,volcanic,metamorphic,35,18.0,46971,37,0.10850439882697947,False
46972,IOCG,Unknown,other,other,28,16.0,46972,28,0.34146341463414637,False
47606,Porphyry,Paleozoic,other,felsic,20,17.0,47606,216,0.3630252100840336,False
47837,VMS,Paleozoic,carbonate,metamorphic,14,11.0,47837,180,0.5278592375366569,False
47950,Magmatic sulfide,Precambrian,mafic,volcanic,23,11.0,47950,35,0.43209876543209874,False
48271,VMS,Precambrian,volcanic,volcanic,12,9.0,48271,212,0.6217008797653959,False
48424,VMS,Paleozoic,metamorphic,other,13,11.0,48424,191,0.5601173020527859,False
48983,Magmatic sulfide,Unknown,other,volcanic,45,17.0,48983,15,0.18518518518518517,False
506,Magmatic sulfide,Precambrian,felsic,metamorphic,53,20.0,506,9,0.1111111111111111,True
50665,VMS,Precambrian,carbonate,siliciclastic,17,14.0,50665,147,0.4310850439882698,False
50863,Porphyry,Mesozoic,carbonate,siliciclastic,31,20.0,50863,102,0.17142857142857143,False
51058,Porphyry,Mesozoic,felsic,felsic,29,19.0,51058,116,0.1949579831932773,False
511,VMS,Paleozoic,mafic,volcanic,12,9.0,511,210,0.6158357771260997,False
52166,Magmatic sulfide,Precambrian,other,metamorphic,83,22.0,52166,4,0.04938271604938271,True
52775,Porphyry,Cenozoic,other,other,23,17.0,52775,175,0.29411764705882354,False
53487,Porphyry,Cenozoic,felsic,felsic,26,16.0,53487,144,0.24201680672268908,False
53669,VMS,Cenozoic,volcanic,volcanic,7,7.0,53669,263,0.7712609970674487,False
54260,Porphyry,Cenozoic,other,siliciclastic,10,5.0,54260,447,0.7512605042016807,False
5436,Porphyry,Cenozoic,felsic,felsic,81,29.0,5436,3,0.005042016806722689,True
54489,Porphyry,Cenozoic,felsic,siliciclastic,14,10.0,54489,346,0.5815126050420169,False
55427,Porphyry,Cenozoic,other,volcanic,33,18.0,55427,90,0.15126050420168066,False
55597,Porphyry,Unknown,other,metamorphic,31,18.0,55597,107,0.17983193277310924,False
559,VMS,Precambrian,felsic,other,53,22.0,559,12,0.03519061583577713,True
55929,Sediment-Hosted,Paleozoic,other,carbonate,6,5.0,55929,103,0.7463768115942029,False
56211,IOCG,Precambrian,felsic,volcanic,70,26.0,56211,2,0.024390243902439025,True
56379,VMS,Paleozoic,other,metamorphic,4,3.0,56379,327,0.9589442815249267,False
56760,Magmatic sulfide,Unknown,mafic,mafic,36,12.0,56760,21,0.25925925925925924,False
56940,VMS,Unknown,carbonate,other,12,11.0,56940,203,0.5953079178885631,False
5774,VMS,Paleozoic,felsic,volcanic,92,32.0,5774,2,0.005865102639296188,True
579,VMS,Precambrian,volcanic,volcanic,28,12.0,579,64,0.187683284457478,False
5792,Porphyry,Cenozoic,other,other,61,26.0,5792,14,0.023529411764705882,True
5793,Porphyry,Cenozoic,other,other,16,12.0,5793,294,0.49411764705882355,False
5798,Porphyry,Cenozoic,other,other,17,14.0,5798,267,0.44873949579831934,False
58352,Porphyry,Cenozoic,mafic,volcanic,33,20.0,58352,87,0.146218487394958,False
58783,VMS,Paleozoic,mafic,siliciclastic,22,15.0,58783,95,0.2785923753665689,False
59571,Porphyry,Cenozoic,mafic,other,10,9.0,59571,418,0.7025210084033613,False
6001,VMS,Paleozoic,volcanic,volcanic,9,8.0,6001,235,0.6891495601173021,False
60100,VMS,Mesozoic,other,volcanic,17,13.0,60100,149,0.436950146627566,False
60101,VMS,Mesozoic,other,carbonate,11,9.0,60101,217,0.6363636363636364,False
60113,Porphyry,Cenozoic,mafic,siliciclastic,53,27.0,60113,24,0.040336134453781515,True
60164,Porphyry,Mesozoic,carbonate,siliciclastic,31,19.0,60164,104,0.17478991596638654,False
609,VMS,Unknown,volcanic,volcanic,24,15.0,609,84,0.24633431085043989,False
62248,Porphyry,Cenozoic,metamorphic,metamorphic,54,24.0,62248,21,0.03529411764705882,True
62514,Porphyry,Unknown,mafic,other,15,11.0,62514,317,0.5327731092436975,False
63180,Porphyry,Mesozoic,volcanic,metamorphic,9,7.0,63180,459,0.7714285714285715,False
63563,Porphyry,Unknown,other,other,32,19.0,63563,96,0.16134453781512606,False
641,Porphyry,Cenozoic,other,felsic,141,28.0,641,1,0.0016806722689075631,True
64183,VMS,Precambrian,metamorphic,metamorphic,44,26.0,64183,20,0.05865102639296188,True
64292,Porphyry,Mesozoic,other,siliciclastic,45,23.0,64292,39,0.06554621848739496,True
64347,Porphyry,Unknown,other,other,11,9.0,64347,400,0.6722689075630253,False
64578,VMS,Mesozoic,carbonate,volcanic,7,7.0,64578,264,0.7741935483870968,False
64759,Porphyry,Cenozoic,other,carbonate,34,18.0,64759,81,0.1361344537815126,False
648,VMS,Mesozoic,other,carbonate,29,15.0,648,56,0.16422287390029325,False
65223,Sediment-Hosted,Cenozoic,other,other,13,10.0,65223,66,0.4782608695652174,False
65283,VMS,Precambrian,felsic,volcanic,23,14.0,65283,91,0.2668621700879765,False
65285,IOCG,Precambrian,mafic,other,30,19.0,65285,24,0.2926829268292683,False
66858,VMS,Precambrian,volcanic,metamorphic,18,12.0,66858,142,0.41642228739002934,False
66898,VMS,Precambrian,metamorphic,metamorphic,4,3.0,66898,328,0.9618768328445748,False
6771,VMS,Precambrian,volcanic,felsic,36,14.0,6771,33,0.0967741935483871,True
68115,Sediment-Hosted,Precambrian,carbonate,other,16,9.0,68115,53,0.38405797101449274,False
68188,VMS,Paleozoic,metamorphic,mafic,11,9.0,68188,218,0.6392961876832844,False
68257,Porphyry,Cenozoic,metamorphic,carbonate,43,25.0,68257,45,0.07563025210084033,True
68700,Porphyry,Unknown,carbonate,siliciclastic,15,13.0,68700,308,0.5176470588235295,False
6926,Porphyry,Mesozoic,carbonate,carbonate,38,17.0,6926,65,0.1092436974789916,False
69552,Porphyry,Cenozoic,other,other,15,12.0,69552,310,0.5210084033613446,False
71511,Sediment-Hosted,Precambrian,mafic,metamorphic,3,2.0,71511,133,0.9637681159420289,False
721,Magmatic sulfide,Paleozoic,other,other,24,13.0,721,34,0.41975308641975306,False
730,Magmatic sulfide,Mesozoic,other,mafic,53,18.0,730,10,0.12345679012345678,False
73136,VMS,Cenozoic,felsic,volcanic,3,3.0,73136,331,0.9706744868035191,False
73233,VMS,Cenozoic,volcanic,volcanic,51,22.0,73233,13,0.03812316715542522,True
73255,VMS,Mesozoic,metamorphic,metamorphic,26,17.0,73255,68,0.19941348973607037,False
7377,Porphyry,Paleozoic,felsic,felsic,5,5.0,7377,546,0.9176470588235294,False
7378,Porphyry,Paleozoic,felsic,felsic,10,10.0,7378,415,0.6974789915966386,False
75449,VMS,Mesozoic,felsic,volcanic,3,3.0,75449,332,0.9736070381231672,False
7797,Magmatic sulfide,Precambrian,mafic,other,85,25.0,7797,3,0.037037037037037035,True
7971,Sediment-Hosted,Unknown,carbonate,siliciclastic,14,10.0,7971,59,0.427536231884058,False
8049,Magmatic sulfide,Precambrian,siliciclastic,other,29,11.0,8049,29,0.35802469135802467,False
8064,Porphyry,Cenozoic,felsic,felsic,24,17.0,8064,161,0.27058823529411763,False
8082,Magmatic sulfide,Precambrian,other,mafic,69,21.0,8082,6,0.07407407407407407,True
8182,Magmatic sulfide,Precambrian,felsic,volcanic,11,6.0,8182,61,0.7530864197530864,False
81928,VMS,Mesozoic,volcanic,volcanic,7,7.0,81928,265,0.7771260997067448,False
8302,Sediment-Hosted,Precambrian,mafic,other,18,14.0,8302,41,0.2971014492753623,False
8417,Porphyry,Paleozoic,volcanic,volcanic,42,20.0,8417,57,0.0957983193277311,True
8418,VMS,Precambrian,other,metamorphic,12,11.0,8418,202,0.592375366568915,False
8428,Porphyry,Cenozoic,other,other,7,6.0,8428,511,0.8588235294117647,False
84746,VMS,Mesozoic,felsic,volcanic,7,4.0,84746,277,0.8123167155425219,False
85223,VMS,Mesozoic,felsic,volcanic,3,3.0,85223,333,0.9765395894428153,False
8563,VMS,Cenozoic,other,other,6,6.0,8563,280,0.8211143695014663,False
8577,Porphyry,Cenozoic,other,felsic,21,14.0,8577,207,0.34789915966386553,False
8582,Porphyry,Cenozoic,other,other,22,16.0,8582,184,0.3092436974789916,False
8587,VMS,Paleozoic,metamorphic,other,23,14.0,8587,90,0.26392961876832843,False
8588,VMS,Mesozoic,other,mafic,16,11.0,8588,156,0.4574780058651026,False
86332,Porphyry,Mesozoic,felsic,felsic,34,18.0,86332,82,0.13781512605042018,False
8667,VMS,Mesozoic,other,metamorphic,33,15.0,8667,43,0.12609970674486803,False
