Mindat_id,Amphiboles_pyroxenes,As_Sb_Bi_sulfosalts,Au_Ag_native,Barite,Borates,Carbonates,Clay_minerals,Cu_carbonates_silicates,Cu_oxides,Cu_sulfides_other,Cu_sulfides_primary,Cu_sulfides_supergene,Epidote_group,Evaporite_sulfates,Fe_oxides_hydroxides,Fe_sulfides,Feldspars,Halides_fluorite,Halides_other,Micas_sericite,Mn_oxides,Mo_sulfides,Native_elements_misc,Ni_Co_sulfides_arsenides,Other_accessory,Other_silicates,Oxides_misc,PGE_alloys_intermetallics,Pb_sulfides,Phosphates_apatite,Phosphates_other,Quartz,REE_accessory,Skarn_calc_silicates,Sulfates_other,Sulfides_misc,Ti_oxides,Zn_sulfides
39273.0,0,1,2,1,0,3,2,4,2,6,2,3,0,2,4,1,2,0,1,1,1,1,1,0,0,7,1,0,1,1,9,1,0,3,12,2,1,1
39275.0,0,0,0,0,0,0,2,0,2,1,2,2,0,2,3,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,2,1,0,1,2,0,1,1
41271.0,0,0,0,0,0,3,0,1,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,4,0,0,0
41272.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41275.0,0,0,0,1,0,3,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
42054.0,0,0,2,1,0,1,0,1,0,2,2,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
42058.0,0,0,0,1,0,1,0,2,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42400.0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,1,0,0,0
43252.0,0,0,1,1,0,4,0,0,0,1,1,2,0,0,2,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,2,1
43582.0,0,0,1,0,0,1,2,1,1,0,2,3,0,2,3,1,1,0,0,1,0,1,1,0,0,10,2,0,1,0,1,1,0,3,2,0,0,1
43585.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
43642.0,0,1,2,1,0,10,2,2,1,2,2,2,0,1,4,2,2,1,1,1,0,1,1,2,0,12,3,0,1,1,2,1,0,1,15,1,1,1
44003.0,0,0,1,0,0,9,0,6,3,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,7,8,0,1,0,7,0,1,0,4,0,0,0
44061.0,0,0,1,0,0,3,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,1,3,0,0,1
44124.0,0,0,1,0,0,1,0,2,2,0,2,1,0,0,1,1,0,1,0,1,0,1,1,0,0,3,0,0,1,1,0,1,0,1,2,0,0,1
44460.0,0,0,2,1,0,4,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
44769.0,0,0,0,0,0,1,0,2,1,1,1,2,0,0,1,2,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,1,0,1,0,0,1,1
45680.0,0,0,1,0,0,1,0,2,1,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
45788.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
45790.0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
45920.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46163.0,0,0,1,1,0,2,1,2,2,0,2,1,0,0,3,1,1,0,0,1,0,1,2,0,0,3,0,0,0,0,0,1,0,1,2,1,0,0
46287.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
46329.0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,1,3,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1
46331.0,0,1,1,0,0,3,0,0,0,4,1,0,1,0,2,3,1,0,0,1,0,1,2,2,0,2,0,0,2,0,0,1,0,1,3,1,1,1
46414.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46421.0,0,1,1,1,0,1,0,1,1,1,1,2,0,2,1,3,1,0,0,1,0,0,2,2,0,1,0,0,1,0,1,1,0,0,16,0,0,1
46430.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46432.0,0,0,0,1,0,5,1,0,0,1,1,0,0,1,3,2,1,1,1,1,0,0,2,2,0,5,0,0,2,0,0,1,0,0,18,1,1,1
46745.0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
46971.0,0,0,1,0,0,3,0,2,2,0,2,1,0,1,2,1,0,0,1,1,1,0,0,1,0,2,0,0,1,0,0,0,0,1,11,0,0,1
46972.0,0,0,1,1,0,7,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0,3,3,1,1
47606.0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,2,1,1,2,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1
47837.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,1
47950.0,0,5,0,0,0,2,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,1,0,2,0,0
48271.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
48424.0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1
48983.0,0,0,2,0,0,6,1,0,0,0,1,0,0,0,3,3,1,0,0,1,0,1,0,12,0,8,1,0,1,0,0,1,0,1,0,1,0,1
49888.0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50665.0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,1,0,1,1,0,0,1
50863.0,0,0,2,0,0,1,1,2,1,1,2,2,0,1,3,1,0,1,1,1,0,1,1,0,0,6,0,0,0,0,0,1,0,1,1,0,0,0
51058.0,0,0,0,0,0,1,1,0,2,0,2,2,0,2,3,1,0,1,1,1,0,1,1,0,0,5,0,0,1,0,0,0,0,1,1,0,1,1
51825.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0,3,0,0,0,1
52166.0,0,12,2,0,0,4,0,0,1,2,2,1,1,0,4,3,0,1,1,1,0,0,3,13,0,19,2,1,2,0,0,1,0,4,0,3,0,0
52775.0,0,0,0,0,0,1,2,1,1,0,2,2,0,0,1,1,0,0,0,1,0,1,1,0,0,4,0,0,1,0,0,0,0,1,1,0,1,1
53487.0,0,0,1,0,0,0,1,2,1,0,2,2,0,2,3,1,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
53669.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
54260.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
54489.0,0,0,1,0,0,0,0,0,1,0,2,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
54518.0,0,0,1,0,0,5,0,1,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,7,0,0,1,0,0,1,0,0,2,0,0,2
55427.0,0,2,2,1,0,1,0,2,1,6,2,2,0,0,1,3,0,0,0,1,0,1,0,2,0,1,0,0,3,0,0,0,0,0,1,0,0,1
55597.0,0,0,0,0,0,1,1,1,0,3,2,2,0,1,4,2,0,0,1,1,0,1,1,1,0,3,0,0,1,0,0,0,0,0,4,0,0,1
55929.0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56211.0,0,0,0,1,0,4,1,3,1,0,2,2,0,1,6,3,1,4,0,1,3,1,0,2,0,13,5,0,1,1,2,1,3,0,6,1,0,1
56299.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
56379.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56760.0,0,7,1,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,5,0,5,0,5,1,0,0,0,0,2,0,4,0,0
56940.0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58352.0,0,0,1,0,0,3,2,1,1,0,2,2,0,2,2,1,1,0,0,1,0,1,1,0,0,6,0,0,1,0,0,1,0,2,0,0,1,1
58783.0,0,0,0,1,0,1,0,1,2,1,2,2,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,0,1
59571.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
60100.0,0,0,1,1,0,1,0,0,0,0,2,3,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1
60101.0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
60113.0,0,2,1,1,0,2,0,2,1,1,2,2,0,0,2,3,1,1,2,1,0,1,1,3,0,9,0,0,2,1,1,1,0,4,3,2,0,1
60164.0,0,1,2,0,0,0,1,2,2,0,2,2,0,0,3,3,0,0,0,1,0,1,1,1,0,2,0,0,1,0,1,0,0,2,2,0,0,1
61612.0,0,0,1,0,0,0,1,2,2,0,2,2,0,0,1,1,1,0,1,1,0,1,1,0,0,5,1,0,1,0,3,1,0,1,3,0,0,1
62248.0,0,3,1,0,0,2,1,2,1,13,2,2,0,0,3,2,0,0,0,1,0,1,2,1,0,1,1,0,4,0,0,1,0,2,1,5,1,1
62514.0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
63180.0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
63563.0,0,0,1,0,0,1,1,3,0,2,2,2,0,1,2,2,0,0,3,0,0,1,1,1,0,2,1,0,1,0,0,0,0,0,4,0,0,1
64183.0,0,0,1,0,0,1,2,2,1,1,2,2,1,1,3,3,1,1,0,1,0,1,1,1,0,7,1,0,1,0,0,1,0,3,3,1,0,1
64292.0,0,3,2,0,0,3,1,2,1,6,2,3,0,1,3,3,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,3,2,2,0,1
64347.0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0
64578.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
64759.0,0,0,0,0,0,2,0,2,1,0,2,1,0,1,2,3,1,1,0,1,0,1,0,0,0,8,0,0,1,0,0,1,0,4,1,0,0,1
65223.0,0,0,0,1,0,0,0,2,2,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
65283.0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,1,1,0,0,4,1,0,2,0,0,1,0,0,0,0,1,1
65285.0,0,1,1,1,0,3,0,2,1,1,1,2,0,0,3,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5,0,1,0
66391.0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
66858.0,0,0,1,0,0,0,0,1,1,0,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1
66898.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68115.0,0,0,0,0,0,2,0,1,0,0,2,3,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68188.0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
68257.0,0,1,1,0,0,0,1,0,0,5,2,2,0,2,3,2,1,1,2,1,0,1,0,2,0,2,1,0,1,0,1,1,0,1,3,4,1,1
68700.0,0,0,2,0,0,0,1,1,0,0,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
69552.0,0,0,0,0,0,1,1,2,1,0,2,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
71511.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73136.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73233.0,0,1,0,1,0,3,2,0,0,5,2,2,0,2,2,1,1,2,0,1,0,0,0,0,0,16,1,0,1,0,0,1,0,2,1,2,1,1
73255.0,0,1,0,1,0,1,0,0,0,3,2,1,0,0,0,2,0,0,2,1,0,0,1,1,0,3,1,0,3,0,0,1,0,1,0,0,0,1
75449.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81928.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
84746.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85223.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86332.0,0,1,1,0,0,1,0,3,0,1,2,2,0,0,3,2,0,0,0,1,0,1,1,0,0,8,0,0,2,0,0,1,0,2,1,0,0,1
92443.0,0,0,1,1,0,1,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
92495.0,0,0,2,1,0,0,0,2,0,0,2,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
93923.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
98618.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105730.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105775.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107252.0,0,0,0,0,0,5,1,2,2,1,2,3,0,2,3,1,0,1,0,1,0,1,1,0,0,3,0,0,1,0,1,1,0,0,4,0,0,1
107981.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108083.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
108163.0,0,1,2,1,0,3,0,1,0,9,2,2,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,4,0,1
108197.0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,1,1,0,1,1,0,1,0,0,0,3,1,0,0,0,3,0,0,0,6,0,0,0
108673.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109677.0,0,1,2,0,0,3,0,2,0,1,2,2,0,0,2,2,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,1
109688.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
114858.0,0,0,0,0,0,1,1,2,0,2,2,1,0,0,2,2,0,1,0,1,0,0,1,1,0,2,1,0,1,0,1,1,0,0,0,0,0,1
122228.0,0,0,0,0,0,1,1,2,2,0,2,2,0,2,3,2,1,0,0,1,0,1,1,0,0,2,1,0,1,0,0,0,0,1,3,0,1,1
122266.0,0,1,2,1,0,3,0,3,1,4,2,3,0,0,1,1,0,0,2,0,1,0,1,0,0,3,0,0,2,0,0,1,0,1,3,0,0,1
122759.0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,2,2,0,1,0,0,0,0,0,6,0,11,0,0,0,0,0,1,0,0,0,0,0,0
122767.0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,3,2,1,0,1,0,0,0,0,9,0,5,2,1,0,0,0,1,0,1,0,0,0,0
122804.0,0,0,0,0,0,1,2,2,2,1,2,3,1,2,2,2,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,2,2,0,1,1
122928.0,0,7,1,0,0,2,0,1,0,1,1,3,1,0,5,3,2,0,0,1,1,1,1,3,0,4,0,0,2,0,0,1,0,1,1,1,1,1
122945.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
122949.0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,3,3,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1
122950.0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,1,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
122951.0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
123105.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
123423.0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1
123464.0,0,0,2,0,0,1,1,1,0,4,2,0,0,0,2,2,2,2,0,1,0,1,1,2,0,7,2,0,1,0,0,1,0,4,1,1,0,1
123470.0,0,1,2,1,0,6,0,2,0,2,2,3,0,0,4,3,3,1,1,1,0,1,1,5,0,6,2,0,1,1,0,1,1,2,0,1,3,1
124002.0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
125608.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126508.0,0,0,1,0,0,0,0,1,1,2,2,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126948.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127294.0,0,0,2,1,0,4,1,2,0,0,1,0,0,0,4,2,1,1,0,1,0,0,0,2,0,3,0,0,2,0,5,1,0,1,8,0,0,1
127444.0,0,0,1,1,0,1,0,1,1,1,2,2,0,0,2,2,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1,1
131133.0,0,0,0,0,0,0,0,2,0,1,2,2,0,2,2,3,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
131315.0,0,0,1,0,0,1,0,0,0,1,2,1,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
131316.0,0,0,1,1,0,4,2,0,0,4,2,2,0,1,1,1,1,0,0,1,0,0,0,1,0,2,1,0,1,0,0,1,0,0,2,1,0,1
132210.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
132305.0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132814.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
133117.0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0
134565.0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
134575.0,0,0,0,0,0,3,1,2,0,1,2,2,0,2,2,1,2,1,0,1,0,1,0,0,0,2,1,0,1,0,0,1,0,1,1,0,1,1
134576.0,0,3,2,0,0,3,2,2,2,10,2,3,0,2,2,2,1,1,0,1,0,1,1,3,0,16,0,0,1,0,0,1,0,4,2,5,0,1
134599.0,0,2,1,0,0,1,0,0,0,1,1,0,0,0,2,2,1,0,0,1,0,0,1,7,0,6,1,0,3,0,0,1,0,2,0,0,0,0
134605.0,0,0,1,0,0,4,0,0,1,0,2,2,0,0,3,2,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
134676.0,0,0,1,1,0,2,1,2,0,1,2,3,0,2,4,3,1,1,0,1,0,1,0,1,0,3,1,0,1,0,1,1,0,3,0,0,1,1
134745.0,0,0,0,1,0,2,0,3,0,0,2,2,0,0,3,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0
134936.0,0,6,2,1,0,6,1,2,1,3,2,2,0,0,4,3,2,2,1,1,1,1,1,1,0,9,1,0,4,0,0,1,0,2,5,0,0,1
135092.0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135234.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135235.0,0,0,1,1,0,4,0,0,0,0,2,3,0,1,4,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,1
135237.0,0,0,1,1,0,0,1,0,1,14,2,3,0,1,3,1,0,1,0,1,0,1,0,0,0,7,1,0,1,0,0,1,0,1,3,0,0,1
135298.0,0,0,1,0,0,3,0,2,2,1,2,2,0,0,4,3,1,1,0,1,1,1,2,3,0,4,1,0,1,0,0,1,0,1,1,0,1,1
135329.0,0,0,1,0,0,0,0,2,1,0,2,2,0,1,2,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1
136123.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142172.0,0,0,0,0,0,2,0,2,0,0,2,2,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
142173.0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,3,1,0,0,1
142174.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
142175.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142183.0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
142185.0,0,0,2,0,0,1,1,1,0,0,2,1,0,0,1,2,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,3,2,0,0,0
142186.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142187.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142189.0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
142195.0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
142196.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142198.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142686.0,0,0,0,0,0,1,1,1,0,0,2,2,0,0,1,1,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1
142687.0,0,0,1,0,0,1,2,2,0,2,2,3,0,2,2,1,1,0,0,1,0,1,0,0,0,4,0,0,1,0,0,1,0,2,1,1,1,1
142688.0,0,0,0,0,0,2,1,0,0,1,2,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
142689.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
