Mindat_id,latitude,longitude,litho_raw,litho_class,api_status
153539.0,26.5225,102.2,sedimentary rocks,other,ok
157353.0,26.783333333333,112.56666666667,sedimentary rocks,other,ok
185349.0,-10.815,26.5886111111,sedimentary; sedimentary rocks,other,ok
185781.0,-18.181922222222,-68.192369444444,sedimentary rocks,other,ok
187080.0,27.95,110.116666667,sedimentary rocks,other,ok
187092.0,26.5416666667,112.475,sedimentary rocks,other,ok
188882.0,-8.8968317923421,28.268504280197,sedimentary; sedimentary rocks,other,ok
192407.0,25.8583333333,101.391666667,sedimentary rocks,other,ok
211939.0,26.257930555556,102.46292222222,sedimentary rocks,other,ok
212975.0,33.8469444444,-0.341388888889,sedimentary; sedimentary rocks,other,ok
212976.0,32.85,-0.45,sedimentary; sedimentary rocks,other,ok
212977.0,32.8330555556,-0.241388888889,sedimentary; sedimentary rocks,other,ok
212978.0,32.7697222222,-0.666388888889,sedimentary; sedimentary rocks,other,ok
212981.0,31.5,-2.96638888889,sedimentary; sedimentary rocks,other,ok
228164.0,32.200677777778,-6.2988888888889,sedimentary; sedimentary rocks,other,ok
228176.0,16.9833333333,7.93333333333,sedimentary; sedimentary rocks,other,ok
228184.0,12.2666666667,-11.35,sedimentary; sedimentary rocks,other,ok
228186.0,-10.602738864377,26.134671612671,sedimentary rocks; sedimentary,other,ok
228187.0,-10.609825464404,26.300497171316,sedimentary rocks; sedimentary,other,ok
228192.0,-12.5111111111,13.5166666667,sedimentary; sedimentary rocks,other,ok
228193.0,-11.16552,27.45077,sedimentary; sedimentary rocks,other,ok
228195.0,-12.0163888889,27.9005555556,sedimentary rocks; sedimentary,other,ok
228202.0,-12.2752777778,27.9672222222,sedimentary rocks; sedimentary,other,ok
228207.0,-12.419444444444,28.335277777778,sedimentary; sedimentary rocks,other,ok
228258.0,-20.5,26.5583333333,sedimentary (karoo); sedimentary rocks,other,ok
228259.0,-20.75,23.1,sedimentary rocks; sedimentary,other,ok
228268.0,-22.9583333333,17.6833333333,sedimentary; sedimentary rocks,other,ok
228325.0,56.7833333333,117.083333333,intrusive igneous rocks,other,ok
228329.0,55.5,103.75,sedimentary rocks,other,ok
228352.0,50.5,91.5,sedimentary rocks,other,ok
228353.0,50.1444444444,91.4791666667,sedimentary rocks,other,ok
228357.0,37.6333333333,87.0,sedimentary rocks,other,ok
228364.0,23.75,103.58333333333,sedimentary rocks,other,ok
228365.0,26.05,101.333333333,sedimentary rocks,other,ok
228368.0,23.583333333333,104.08333333333,sedimentary rocks,other,ok
229581.0,-38.85,-69.0,sedimentary rocks,other,ok
242440.0,23.5,103.91666666667,sedimentary rocks,other,ok
245304.0,48.1742504888,67.5921472168,sedimentary rocks,other,ok
250732.0,34.5166666667,-99.5497222222,Major:{fine alluvium}; sedimentary; sedimentary rocks,other,ok
290467.0,50.3546614597,4.06150817871,"Major:{clay}, Minor{sand,gravel}; sedimentary rocks",other,ok
413086.0,-10.875871038485,26.596670663273,sedimentary; sedimentary rocks,other,ok
443145.0,36.825,47.866666666667,sedimentary rocks,other,ok
648.0,-27.5902777778,-70.35,sedimentary rocks,other,ok
2567.0,16.859871411637,120.77577662768,sedimentary rocks,other,ok
8418.0,18.0163888889,43.7011111111,sedimentary; sedimentary rocks,other,ok
8563.0,15.987921786818,119.95553389241,intrusive igneous rocks,other,ok
8588.0,24.35,56.4,intrusive igneous rocks,other,ok
8667.0,33.8527777778,133.313888889,sedimentary rocks,other,ok
8906.0,47.4788888889,-65.8922222222,sedimentary rocks; sedimentary,other,ok
9014.0,50.1975,82.4347222222,sedimentary rocks,other,ok
9743.0,24.41869265,56.40773624,intrusive igneous rocks,other,ok
11605.0,31.364692687987,-8.0559644848108,sedimentary rocks; sedimentary,other,ok
14096.0,24.273273850227,56.433540153503,intrusive igneous rocks,other,ok
17373.0,33.5138888889,132.655555556,sedimentary rocks,other,ok
17539.0,15.55,-89.7166666667,sedimentary rocks,other,ok
18705.0,51.6333333333,81.75,sedimentary rocks,other,ok
19429.0,50.357467942368,83.540028127001,intrusive igneous rocks,other,ok
19975.0,23.851570017734,40.939985211657,sedimentary rocks; plutonic,other,ok
20269.0,48.291666666667,86.333333333333,sedimentary rocks,other,ok
21603.0,33.9038888889,133.541666667,sedimentary rocks,other,ok
25611.0,22.89167,-83.24444,sedimentary; sedimentary rocks,other,ok
25612.0,22.066666666667,-80.116666666667,sedimentary rocks; sedimentary,other,ok
25615.0,22.47,-84.13,sedimentary; sedimentary rocks,other,ok
28719.0,34.2475,135.438888889,sedimentary rocks,other,ok
28720.0,34.0288888889,134.322222222,sedimentary rocks,other,ok
28721.0,34.0211111111,134.225,sedimentary rocks,other,ok
28722.0,35.085,137.833333333,sedimentary rocks,other,ok
28723.0,33.8277777778,133.472222222,sedimentary rocks,other,ok
